old_unified_id,old_source_name,old_dataset_name,old_normalized_label,old_message_raw,raw_placeholder_types,replacement_candidate_id,replacement_source_name,replacement_dataset_name,replacement_message_raw,replacement_method,duplicate_check_status,repair_status,notes
replacement_imc25_english_smish_13682,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Dear Customer, your Axis Bank credit card application with ref no <US_BANK_NUMBER> has been approved and the card will reach you shortly. For activation and usage data.",,ncsu_sms_phishing_016427,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT *",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_13780,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"<MEDICAL_LICENSE>856: Dear Customer, the amt of transaction disputed by you, was debited from your account after verifying the password, OTP and/or Grid values. You may file a police complaint to investigate-ICICI Bank.",,imc25_english_smish_13676,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Dear User Your SBI Y0N0 ACCOUNT will be suspended please update your PAN CARD IMMEDIATELY click here link Thank you SBI,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_13790,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Dear Customer, Your Address is updated with HDFC Bank Customer ID <US_DRIVER_LICENSE> For any queries visit nearest branch.",,ncsu_sms_phishing_016428,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT }",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_13844,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,FNB ALERT PURCHASE <US_DRIVER_LICENSE> FROM FNB ACCOUNT REF FNB72177442 TRANSACTION DISPUTE <US_BANK_NUMBER>,,imc25_english_smish_13829,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"BDO Advisory :
Your Account has been Blocked.
We need to verify your account to continue our services.
Click Here to Verify :",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14019,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer Your SBI ATM CARD IS Blocked Please Call immediately ATM Office CUSTOMER CARE <UK_NHS> Thank you for Using SBI ATM Card,,ncsu_sms_phishing_016429,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT @",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14035,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Dear Customer, OTP for Quick Transfer of Rs. 24876 from your A/c ending 9467 to hdjsj A/c, ending 2131 is <US_BANK_NUMBER>. Do not share with anyone. -SBI",,imc25_english_smish_14052,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"On your request, hold for Rs. has been removed from account no.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14120,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"We need to review your recent activity, to prevent restrictions visit <LOCATION>",,ncsu_sms_phishing_016430,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT 】",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14121,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear MAHARASHTRA BANK Customer your account has been Blocked due to KYC.Update within 24Hrs please contact customer care <UK_NHS> to continue your Service-MHB,,imc25_english_smish_14134,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear Customer, we have discontinued the Credit Card Pre-OTP (IOTP) option through SMS Short-Code. You will receive OTP while initiating an online transaction.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14126,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"You just made a payment of <LOCATION> to Merchant A. Thank you for your purchase. If you do not recognize this transaction, please click on the link for verification.",,ncsu_sms_phishing_016433,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT 【",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14391,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Punjab National Bank Customer debited INR-4332.00 for Chief verification charges from your account and your debit card has been Blocked. immediately Contact Customer Care:<US_BANK_NUMBER>. Thank you for Connecting us. Team Punjab National Bank,,imc25_english_smish_14392,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Thanks for your interest in Bajaj Finserv DBS Credit Card !Click to complete your application online & proceed for KYC updation,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14449,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Thank you for contacting Axis Bank. Your SR no. is <US_BANK_NUMBER>. We will get back to you.,,ncsu_sms_phishing_016437,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT /~~77.83.1.189",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14531,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Free MSG Queenstown Bank Fraud Center <US_BANK_NUMBER> $201.45 on card 0000 at <LOCATION>. If valid reply YES, fraud NO. To Opt Out, STOP.",,imc25_english_smish_14547,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear customer, Your Paytm account KYC has been Suspended. Please Verify your Pan Card Video KYC follow the link and Update -",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14532,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your payment of <NRP> FAILED. Card was NOT CHARGED. Any charges will be REVERSED, please check with your bank for reversal status - Ezetap",,ncsu_sms_phishing_016440,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT /",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14573,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Dear Customer your SBI BANK account kyc has been expired please update your account verification link click here to http://<IP_ADDRESS>/sbi team thank you,,imc25_english_smish_14594,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Mr ___ tried to call you regarding your HDFC bank Regalia card please revert ASAP Thanks,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14581,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"An unusual transaction of USD 0 at PERFORMANCE HEALTH SUP, using your UnionBank card ending in <LOCATION> was declined by our fraud detection system. If this is valid, text VALID217516 to <US_BANK_NUMBER> and redo the transaction, otherwise text FRAUD217516. Your card will be temporarily blocked if we do no",,ncsu_sms_phishing_016442,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT :",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14649,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,All your transactions are suspended. You must confirm your device immediately. Follow <LOCATION>,,imc25_english_smish_14654,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"We have detected suspicious activity in your ac-count. Please confirm device immediately, follow this link posb-bank.-com/sg/online-banking/?65___",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14702,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your KYC has been updated successfully in <LOCATION> wallet, you will get 1205 cashback in your wallet, To get cashback click here",,ncsu_sms_phishing_016446,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT :~~91.121.227.190",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14813,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your OLMARTESHOP shipment with AWB Number <US_BANK_NUMBER> & Order no. <US_BANK_NUMBER> is out for delivery. Please keep Rs 2999.0 cash ready. Track your shipment here:,,imc25_english_smish_14818,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Order Alert: We regret to inform you that your order for Strontium Nitro Plus Nitro Plus 3.0 128GB USB 3.0 OTG Pendrive has been cancelled as the seller was unable to fulfill,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14853,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Order Tracking: A link to track the order <LOCATION> for saregama C... has been sent to <UK_NHS> for easy and hassle-free tracking.,,ncsu_sms_phishing_016448,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT [",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14911,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"(congratulation) Thanks for shopping with Flipkart, you won 1st priz (Mahindra xuv 500 ) & amount price Rs.14,85,000/-Registration service charges Deposit 8500/-only For details contact us- <UK_NHS>.",,imc25_english_smish_14949,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Your Anpost parcel is waiting for delivery. Please confirm the settlement of 2,99 (EUR) on the following link:",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14983,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Cashmemo 5-<US_BANK_NUMBER> of amount Rs. 615 generated for booking no. 2-<US_BANK_NUMBER> shall be delivered shortly. please share the OTP Number 3181 at the time of delivery.,,ncsu_sms_phishing_016451,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT -",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14988,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your Swiggy order #<US_BANK_NUMBER> has been cancelled since you failed to respond to our delivery executive's calls. You will be charged Rs 593.0 as cancellation fee.,,imc25_english_smish_15008,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"An Amazon driver needs help with your order. Reply STOP to stop receiving texts from Amazon drivers.
is there any safe place to leave parcel?",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_14993,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Unable to deliver your SIMSIM package AWB31446159552170, call our agent +<US_BANK_NUMBER> or click <NRP>",,ncsu_sms_phishing_016454,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT =",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15028,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"We have attempted to deliver your package UPS016448296<LOCATION>, but there is an unpaid customs charge. Follow the instructions here:",,imc25_english_smish_15057,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Great news, the product you ordered is ready to be booked for delivery. Please follow this link and select the best date for you.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15045,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your item has been stopped at our <LOCATION> distribution centre.
STATUS: Unpaid postage fee of €2.00
SMS Code: 4164
To release your package, please pay the remaining postage fee on the next page.",,ncsu_sms_phishing_016461,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT ]",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15047,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"We have attempted to deliver your package UPS016448296<LOCATION>, but there is an unpaid customs charge. Follow the instructions here: 'fvGpQ'",,imc25_english_smish_15066,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"DHL: Your parcel is arriving, track here:",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15048,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Cash Memo no. <US_DRIVER_LICENSE> of Rs. 594.00 generated for booking No. <US_BANK_NUMBER>. Plz pay the cash memo amount and share PIN <US_DRIVER_LICENSE> to deliveryman at the time of cylinder delivery.,,ncsu_sms_phishing_016464,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT .",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15053,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"From <LOCATION>.
Your parcel has been delivered. To be entered in our prize draw please rate our service at <LOCATION>",,imc25_english_smish_15075,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your Royal Mail parcel is waiting for delivery. Please confirm the settlement amount of 2.99 GBP via:,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15055,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your parcel: <US_SSN> will not ship from the distribution centre. Track your package: <LOCATION>,,ncsu_sms_phishing_016466,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT ,",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15108,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your package has arrived at our depot. Manage your delivery preferences, before it expires at: <LOCATION>",,imc25_english_smish_15129,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your Royal Mail parcel is waiting for delivery. Please confirm the shipping fee of 2.99 (GBP) via:,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15283,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Royal Mail: Your parcel (Tracking ID: <US_SSN>) is currently being held at one of our depots due to an unpaid shipping fee of £2.10. Please use the link below to confirm the settlement or your parcel may be returned to the sender.,,ncsu_sms_phishing_016469,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT )",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15306,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your parcel has been redirected to your local post office branch due to an unpaid delivery fee. visit here: <LOCATION>,,imc25_english_smish_15316,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"DPD: We tried to deliver your parcel however no one was available to receive it. To arrange your redelivery, please proceed via:",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15311,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Due to no safe place to leave it the package no <US_BANK_NUMBER> was returned to the warehouse!,,ncsu_sms_phishing_016481,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT %~~77.83.1.163",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15452,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Evri: Your parcel has a £1.45 shipping fee, to pay this now visit: <LOCATION>. Failure will result in your parcel being returned to sender.",,imc25_english_smish_15360,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Your package is waiting for delivery. Confirm the settlement (1.65 EUR) in the following link, click here:",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15541,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Amazon: Sign-in from HCW, <LOCATION>. Tap link to respond.",,ncsu_sms_phishing_016484,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT 】~~77.83.1.241",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15557,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,<LOCATION> Postal: Dear customer your package was failed for delivery. Click on the link below to update your address.,,imc25_english_smish_15560,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"DHL: Your Parcel ***5643 is on hold due to invalid address, Change your details to confirm the shipment of your parcel :",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15559,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"<LOCATION>-Track: Your Reference number ***8963 is available for collection, regarding home postage kindly confirm your details here",,ncsu_sms_phishing_016485,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT *~~80.79.124.141",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15565,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Sg-Trace : Reference <US_BANK_NUMBER> Is available for pick up ! get your code . Or you can also initiate transportation to your home address,,imc25_english_smish_15567,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Your package is waiting for delivery please confirm the settlement of 3,57 CAD",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15682,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your parcel is ready for delivery. Confirm your shipping details. Check here: <LOCATION>,,ncsu_sms_phishing_016495,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT =~~94.23.183.169",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15687,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Your package will be delivered to you shortly. please pay the shipment fee (2,99SGD) by clicking the following link : http://<IP_ADDRESS>/sgpost/",,imc25_english_smish_15708,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,Your package with China EMS (ePacket) is now in transit.,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15809,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,<LOCATION> Revenue Has Sent You 482.00$ An IN-TERAC . Click Here To Deposit Your Income Tax Return :,,ncsu_sms_phishing_016501,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT ,~~94.23.183.164",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15816,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,We have recalculated your vehicle tax. You are owed £48.84 due to over payment. Click the secure link http:// <IP_ADDRESS> to claim your refund.,,imc25_english_smish_15749,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"FINAL REQUEST:DVLA Swansea have been trying to contact you, Click below for more information.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15834,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"your unclaimed overdue tax-refund of Rs20,418. http://<IP_ADDRESS>/refund",,ncsu_sms_phishing_016514,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT !",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15835,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,We have recalculated your vehicle tax. You are owed £48.84 due to over payment. Click the secure link http://<IP_ADDRESS>/dvla to claim your refund.,,imc25_english_smish_15838,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,DVLA: We have determined that you are eligible to receive a vehicle tax refund of 265.84 GBP Please submit your request via,replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15862,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"You are owed medicare rebates in excess of $200.00, to reclaim please visit http://<IP_ADDRESS>",,ncsu_sms_phishing_016525,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT {",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15927,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Urgent Notice! Dear *****, the Incometax_Department requires you to click http://<IP_ADDRESS>:8081/Refund to submit a formal application for the payment of your unclaimed and overdue tax-refund of 24,252INR.",,imc25_english_smish_15932,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Dear , the Incometax_Department requires you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax-refund of 18,850INR.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15938,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,will not hear back from you it will be consider as an intentional fraud and the lawsuit will be filed under your name. In order to get more information and talk to the Social Security office or kindly press one to repeat press one to connect your call to social security officer. Thank you.. Click here: <US_DRIVER_LICENSE> to listen to full voice message.,,ncsu_sms_phishing_016538,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT ^",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_15969,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,"Dear , the Incometax_Department requires you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax-refund of 18,850INR. http://<IP_ADDRESS>",,imc25_english_smish_15954,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,"Important Alert! Dear the Incometax_Department requires you to click the link below to submit a formal request for the payment of your unclaimed and overdue tax-refund of 19,150INR.",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
replacement_imc25_english_smish_16041,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,smishing,Your COVIDSafe verification PIN is <US_DRIVER_LICENSE>,,ncsu_sms_phishing_016546,SMS Phishing Dataset,wspr-ncsu/sms-phishing,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT !~~77.83.1.88",replacement_pool,accepted,replaced_with_strict_raw_candidate,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.
