cluster_signature,cluster_size,id,source_name,review_status,message_clean
pr0fit fr0m number per day get rich oil crisis calculate y0ur p0ssible profits click here placeholder,6,ncsu_sms_phishing_012841,SMS Phishing Dataset,candidate,PR0FIT FR0M $961 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PROFITS CLICK HERE: <URL>
pr0fit fr0m number per day get rich oil crisis calculate y0ur p0ssible profits click here placeholder,6,ncsu_sms_phishing_012877,SMS Phishing Dataset,candidate,PR0FIT FR0M $788 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PROFITS CLICK HERE: <URL>
pr0fit fr0m number per day get rich oil crisis calculate y0ur p0ssible profits click here placeholder,6,ncsu_sms_phishing_012945,SMS Phishing Dataset,candidate,PR0FIT FR0M $383 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PROFITS CLICK HERE: <URL>
pr0fit fr0m number per day get rich oil crisis calculate y0ur p0ssible profits click here placeholder,6,ncsu_sms_phishing_013103,SMS Phishing Dataset,candidate,PR0FIT FR0M $367 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PROFITS CLICK HERE: <URL>
pr0fit fr0m number per day get rich oil crisis calculate y0ur p0ssible profits click here placeholder,6,ncsu_sms_phishing_013123,SMS Phishing Dataset,candidate,PR0FIT FR0M $311 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PROFITS CLICK HERE: <URL>
new mryw l0gin placeholder username rom88 word r66888 all number number number,6,ncsu_sms_phishing_018172,SMS Phishing Dataset,candidate,"New MRYW L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,926,558.49ÙŠÐТ 【】[:*"
new mryw l0gin placeholder username rom88 word r66888 all number number number,6,ncsu_sms_phishing_018525,SMS Phishing Dataset,candidate,"New MRYW L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,926,558.49ÙŠÐТ %@:{^"
new mryw l0gin placeholder username rom88 word r66888 all number number number,6,ncsu_sms_phishing_018940,SMS Phishing Dataset,candidate,"New MRYW L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,926,558.49ÙŠÐТ (,*=)"
new mryw l0gin placeholder username rom88 word r66888 all number number number,6,ncsu_sms_phishing_018942,SMS Phishing Dataset,candidate,"New MRYW L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,926,558.49ÙŠÐТ @【**@"
new mryw l0gin placeholder username rom88 word r66888 all number number number,6,ncsu_sms_phishing_019054,SMS Phishing Dataset,candidate,"New MRYW L0gin 【 <URL> 】 Username:Rom88 P***word:R66888 all:3,926,558.49ÙŠÐТ (.=】("
placeholder new login code for your account rm81yd remaining number number number email protected,6,ncsu_sms_phishing_044809,SMS Phishing Dataset,candidate,"[ <URL> ] New login code for your account:Rm81yD, remaining: 3,956,025.63Ù :#[email protected]/"
placeholder new login code for your account rm81yd remaining number number number email protected,6,ncsu_sms_phishing_044955,SMS Phishing Dataset,candidate,"[ <URL> ] New login code for your account:Rm81yD, remaining: 3,956,025.63Ù [email protected]%*"
placeholder new login code for your account rm81yd remaining number number number email protected,6,ncsu_sms_phishing_045293,SMS Phishing Dataset,candidate,"[ <URL> ] New login code for your account:Rm81yD, remaining: 3,956,025.63Ù [email protected]*.="
placeholder new login code for your account rm81yd remaining number number number email protected,6,ncsu_sms_phishing_045390,SMS Phishing Dataset,candidate,"[ <URL> ] New login code for your account:Rm81yD, remaining: 3,956,025.63Ù &(】[email protected]"
placeholder new login code for your account rm81yd remaining number number number email protected,6,ncsu_sms_phishing_045624,SMS Phishing Dataset,candidate,"[ <URL> ] New login code for your account:Rm81yD, remaining: 3,956,025.63Ù #-][email protected]"
commbank new mobile update visit via placeholder may restrict your app until further notice,5,ncsu_sms_phishing_000189,SMS Phishing Dataset,candidate,"CommBank: New Mobile Update, visit via <URL> or we may restrict your app until further notice."
commbank new mobile update visit via placeholder may restrict your app until further notice,5,ncsu_sms_phishing_000190,SMS Phishing Dataset,candidate,"CommBank: New Mobile Update, visit via <URL> or we may restrict your app until further notice. (P3)"
commbank new mobile update visit via placeholder may restrict your app until further notice,5,ncsu_sms_phishing_000191,SMS Phishing Dataset,candidate,"CommBank: New Mobile Update, visit via <URL> or we may restrict your app until further notice. (A1)"
commbank new mobile update visit via placeholder may restrict your app until further notice,5,ncsu_sms_phishing_000192,SMS Phishing Dataset,candidate,"CommBank: New Mobile Update, visit via <URL> or we may restrict your app until further notice. (T1)"
commbank new mobile update visit via placeholder may restrict your app until further notice,5,ncsu_sms_phishing_000193,SMS Phishing Dataset,candidate,"CommBank: New Mobile Update, visit via <URL> or we may restrict your app until further notice. (Y)"
anz have detected multiple failed login attempts from unrecognised device resolve this please visit placeholder urgent action needed,5,ncsu_sms_phishing_002296,SMS Phishing Dataset,candidate,"ANZ: We have detected multiple failed login-in attempts from an unrecognised device. To resolve this, please visit <URL> urgent action is needed. route:1"
anz have detected multiple failed login attempts from unrecognised device resolve this please visit placeholder urgent action needed,5,ncsu_sms_phishing_002297,SMS Phishing Dataset,candidate,"ANZ: We have detected multiple failed login-in attempts from an unrecognised device. To resolve this, please visit <URL> urgent action is needed. route:4"
anz have detected multiple failed login attempts from unrecognised device resolve this please visit placeholder urgent action needed,5,ncsu_sms_phishing_002298,SMS Phishing Dataset,candidate,"ANZ: We have detected multiple failed login-in attempts from an unrecognised device. To resolve this, please visit <URL> urgent action is needed. route:5"
anz have detected multiple failed login attempts from unrecognised device resolve this please visit placeholder urgent action needed,5,ncsu_sms_phishing_002299,SMS Phishing Dataset,candidate,"ANZ: We have detected multiple failed login-in attempts from an unrecognised device. To resolve this, please visit <URL> urgent action is needed. route:3"
anz have detected multiple failed login attempts from unrecognised device resolve this please visit placeholder urgent action needed,5,ncsu_sms_phishing_002300,SMS Phishing Dataset,candidate,"ANZ: We have detected multiple failed login-in attempts from an unrecognised device. To resolve this, please visit <URL> urgent action is needed. route:2"
olemme havainneet ilytt toimintaa tilill osoitteessa placeholder rajoitusten ltt miseksi route number,5,ncsu_sms_phishing_002474,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Käy osoitteessa <URL> rajoitusten välttämiseksi route:4
olemme havainneet ilytt toimintaa tilill osoitteessa placeholder rajoitusten ltt miseksi route number,5,ncsu_sms_phishing_002475,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Käy osoitteessa <URL> rajoitusten välttämiseksi route:3
olemme havainneet ilytt toimintaa tilill osoitteessa placeholder rajoitusten ltt miseksi route number,5,ncsu_sms_phishing_002476,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Käy osoitteessa <URL> rajoitusten välttämiseksi route:5
olemme havainneet ilytt toimintaa tilill osoitteessa placeholder rajoitusten ltt miseksi route number,5,ncsu_sms_phishing_002477,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Käy osoitteessa <URL> rajoitusten välttämiseksi route:2
olemme havainneet ilytt toimintaa tilill osoitteessa placeholder rajoitusten ltt miseksi route number,5,ncsu_sms_phishing_002478,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Käy osoitteessa <URL> rajoitusten välttämiseksi route:1
olemme havainneet ilytt toimintaa tilill poista tilisi esto osoitteessa placeholder route number,5,ncsu_sms_phishing_002479,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Poista tilisi esto osoitteessa <URL> route:4
olemme havainneet ilytt toimintaa tilill poista tilisi esto osoitteessa placeholder route number,5,ncsu_sms_phishing_002480,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Poista tilisi esto osoitteessa <URL> route:3
olemme havainneet ilytt toimintaa tilill poista tilisi esto osoitteessa placeholder route number,5,ncsu_sms_phishing_002481,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Poista tilisi esto osoitteessa <URL> route:1
olemme havainneet ilytt toimintaa tilill poista tilisi esto osoitteessa placeholder route number,5,ncsu_sms_phishing_002482,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Poista tilisi esto osoitteessa <URL> route:2
olemme havainneet ilytt toimintaa tilill poista tilisi esto osoitteessa placeholder route number,5,ncsu_sms_phishing_002483,SMS Phishing Dataset,candidate,Olemme havainneet epäilyttävää toimintaa tililläsi. Poista tilisi esto osoitteessa <URL> route:5
tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,5,ncsu_sms_phishing_003115,SMS Phishing Dataset,candidate,Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:1
tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,5,ncsu_sms_phishing_003116,SMS Phishing Dataset,candidate,Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:5
tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,5,ncsu_sms_phishing_003118,SMS Phishing Dataset,candidate,Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:2
tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,5,ncsu_sms_phishing_003119,SMS Phishing Dataset,candidate,Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:3
tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder route number,5,ncsu_sms_phishing_003120,SMS Phishing Dataset,candidate,Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> route:4
hello placeholder reply stop opt out,5,ncsu_sms_phishing_008238,SMS Phishing Dataset,candidate,hello ğŸ˜ƒğŸ�°ğŸ˜ƒğŸ˜ƒğŸ˜… <URL> Reply 'STOP' to opt out
hello placeholder reply stop opt out,5,ncsu_sms_phishing_008761,SMS Phishing Dataset,candidate,hello 🍉🙂🥝🍊 <URL> Reply 'STOP' to opt out
hello placeholder reply stop opt out,5,ncsu_sms_phishing_008762,SMS Phishing Dataset,candidate,hello <URL> Reply 'STOP' to opt out
hello placeholder reply stop opt out,5,ncsu_sms_phishing_008763,SMS Phishing Dataset,candidate,hello 🥝😉🍉😁🥝 <URL> Reply 'STOP' to opt out
hello placeholder reply stop opt out,5,ncsu_sms_phishing_012767,SMS Phishing Dataset,candidate,Hello 🍉☄☁ <URL> Reply 'STOP' to opt out
your order with tracking ev938507560cn being held depot visit placeholder and book redelivery,5,ncsu_sms_phishing_008560,SMS Phishing Dataset,candidate,"ns Your order with tracking No. EV938507560CN being held at depot, visit <URL> and book redelivery."
your order with tracking ev938507560cn being held depot visit placeholder and book redelivery,5,ncsu_sms_phishing_008561,SMS Phishing Dataset,candidate,"d7 Your order with tracking No. EV938507560CN being held at depot, visit <URL> and book redelivery."
your order with tracking ev938507560cn being held depot visit placeholder and book redelivery,5,ncsu_sms_phishing_008562,SMS Phishing Dataset,candidate,"dy Your order with tracking No. EV938507560CN being held at depot, visit <URL> and book redelivery."
your order with tracking ev938507560cn being held depot visit placeholder and book redelivery,5,ncsu_sms_phishing_008563,SMS Phishing Dataset,candidate,"as Your order with tracking No. EV938507560CN being held at depot, visit <URL> and book redelivery."
your order with tracking ev938507560cn being held depot visit placeholder and book redelivery,5,ncsu_sms_phishing_008564,SMS Phishing Dataset,candidate,"ss Your order with tracking No. EV938507560CN being held at depot, visit <URL> and book redelivery."
profit from number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012775,SMS Phishing Dataset,candidate,PROFIT FROM $405 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit from number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012804,SMS Phishing Dataset,candidate,PROFIT FROM $415 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit from number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012993,SMS Phishing Dataset,candidate,PROFIT FROM $559 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit from number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013055,SMS Phishing Dataset,candidate,PROFIT FROM $591 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit from number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013109,SMS Phishing Dataset,candidate,PROFIT FROM $876 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
pr0fit from number per day get rich 0il crisis calculate y0ur possible profits click here placeholder,5,ncsu_sms_phishing_012796,SMS Phishing Dataset,candidate,PR0FIT FROM $313 PER DAY. GET RICH 0N 0IL IN A CRISIS! CALCULATE Y0UR POSSIBLE PROFITS CLICK HERE: <URL>
pr0fit from number per day get rich 0il crisis calculate y0ur possible profits click here placeholder,5,ncsu_sms_phishing_012817,SMS Phishing Dataset,candidate,PR0FIT FROM $851 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE Y0UR POSSIBLE PROFITS CLICK HERE: <URL>
pr0fit from number per day get rich 0il crisis calculate y0ur possible profits click here placeholder,5,ncsu_sms_phishing_012959,SMS Phishing Dataset,candidate,PR0FIT FROM $485 PER DAY. GET RICH 0N 0IL IN A CRISIS! CALCULATE Y0UR POSSIBLE PROFITS CLICK HERE: <URL>
pr0fit from number per day get rich 0il crisis calculate y0ur possible profits click here placeholder,5,ncsu_sms_phishing_013009,SMS Phishing Dataset,candidate,PR0FIT FROM $582 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE Y0UR POSSIBLE PROFITS CLICK HERE: <URL>
pr0fit from number per day get rich 0il crisis calculate y0ur possible profits click here placeholder,5,ncsu_sms_phishing_013021,SMS Phishing Dataset,candidate,PR0FIT FROM $709 PER DAY. GET RICH 0N 0IL IN A CRISIS! CALCULATE Y0UR POSSIBLE PROFITS CLICK HERE: <URL>
profit fr0m number per day get rich 0il crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012798,SMS Phishing Dataset,candidate,PROFIT FR0M $310 PER DAY. GET RICH 0N 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich 0il crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012842,SMS Phishing Dataset,candidate,PROFIT FR0M $869 PER DAY. GET RICH 0N 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich 0il crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012971,SMS Phishing Dataset,candidate,PROFIT FR0M $626 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich 0il crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013010,SMS Phishing Dataset,candidate,PROFIT FR0M $613 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich 0il crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013023,SMS Phishing Dataset,candidate,PROFIT FR0M $454 PER DAY. GET RICH 0N 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
pr0fit from number per day get rich oil crisis calculate your possible pr0fits click here placeholder,5,ncsu_sms_phishing_012807,SMS Phishing Dataset,candidate,PR0FIT FROM $888 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE YOUR POSSIBLE PR0FITS CLICK HERE: <URL>
pr0fit from number per day get rich oil crisis calculate your possible pr0fits click here placeholder,5,ncsu_sms_phishing_012819,SMS Phishing Dataset,candidate,PR0FIT FROM $579 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR POSSIBLE PR0FITS CLICK HERE: <URL>
pr0fit from number per day get rich oil crisis calculate your possible pr0fits click here placeholder,5,ncsu_sms_phishing_012906,SMS Phishing Dataset,candidate,PR0FIT FROM $728 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE YOUR POSSIBLE PR0FITS CLICK HERE: <URL>
pr0fit from number per day get rich oil crisis calculate your possible pr0fits click here placeholder,5,ncsu_sms_phishing_012955,SMS Phishing Dataset,candidate,PR0FIT FROM $369 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR POSSIBLE PR0FITS CLICK HERE: <URL>
pr0fit from number per day get rich oil crisis calculate your possible pr0fits click here placeholder,5,ncsu_sms_phishing_013015,SMS Phishing Dataset,candidate,PR0FIT FROM $540 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR POSSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012846,SMS Phishing Dataset,candidate,PROFIT FR0M $843 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_012934,SMS Phishing Dataset,candidate,PROFIT FR0M $874 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013012,SMS Phishing Dataset,candidate,PROFIT FR0M $339 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013047,SMS Phishing Dataset,candidate,PROFIT FR0M $783 PER DAY. GET RICH ON OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
profit fr0m number per day get rich oil crisis calculate your p0ssible pr0fits click here placeholder,5,ncsu_sms_phishing_013273,SMS Phishing Dataset,candidate,PROFIT FR0M $654 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>
dhi pachetui dvs avut taxe vamaie number number rug pentru primi pachetui dvs placeholder route number,5,ncsu_sms_phishing_015449,SMS Phishing Dataset,candidate,"dhI: PachetuI dvs. a avut taxe vamaIe (1,99$), v? rug?m s? Ie pI?ti?i pentru a primi pachetuI dvs.: <URL> route:1"
dhi pachetui dvs avut taxe vamaie number number rug pentru primi pachetui dvs placeholder route number,5,ncsu_sms_phishing_015450,SMS Phishing Dataset,candidate,"dhI: PachetuI dvs. a avut taxe vamaIe (1,99$), v? rug?m s? Ie pI?ti?i pentru a primi pachetuI dvs.: <URL> route:5"
dhi pachetui dvs avut taxe vamaie number number rug pentru primi pachetui dvs placeholder route number,5,ncsu_sms_phishing_015467,SMS Phishing Dataset,candidate,"dhI: PachetuI dvs. a avut taxe vamaIe (1,99$), v? rug?m s? Ie pI?ti?i pentru a primi pachetuI dvs.: <URL> route:4"
dhi pachetui dvs avut taxe vamaie number number rug pentru primi pachetui dvs placeholder route number,5,ncsu_sms_phishing_015468,SMS Phishing Dataset,candidate,"dhI: PachetuI dvs. a avut taxe vamaIe (1,99$), v? rug?m s? Ie pI?ti?i pentru a primi pachetuI dvs.: <URL> route:3"
dhi pachetui dvs avut taxe vamaie number number rug pentru primi pachetui dvs placeholder route number,5,ncsu_sms_phishing_015471,SMS Phishing Dataset,candidate,"dhI: PachetuI dvs. a avut taxe vamaIe (1,99$), v? rug?m s? Ie pI?ti?i pentru a primi pachetuI dvs.: <URL> route:2"
placeholder your account has been updated the temporary login code n8b53f remaining number number number please keep safe,5,ncsu_sms_phishing_029802,SMS Phishing Dataset,candidate,"【 <URL> 】Your account has been updated, the temporary login code is: N8b53f, remaining: 3,936,752.72ÙŠÐТ, please keep it safe and log i"
placeholder your account has been updated the temporary login code n8b53f remaining number number number please keep safe,5,ncsu_sms_phishing_029837,SMS Phishing Dataset,candidate,"【 <URL> 】Your account has been updated, the temporary login code is: N8b53f, remaining: 3,936,752.72ÙŠÐТ, please keep it safe and log in as soon as possible. /}=[:"
placeholder your account has been updated the temporary login code n8b53f remaining number number number please keep safe,5,ncsu_sms_phishing_030074,SMS Phishing Dataset,candidate,"【 <URL> 】Your account has been updated, the temporary login code is: N8b53f, remaining: 3,936,752.72ÙŠÐТ, please keep it safe and log in as soon as possible. #&=(-"
placeholder your account has been updated the temporary login code n8b53f remaining number number number please keep safe,5,ncsu_sms_phishing_030075,SMS Phishing Dataset,candidate,"【 <URL> 】Your account has been updated, the temporary login code is: N8b53f, remaining: 3,936,752.72ÙŠÐТ, please keep it safe and log in as soon as possible. #-/=)"
placeholder your account has been updated the temporary login code n8b53f remaining number number number please keep safe,5,ncsu_sms_phishing_030080,SMS Phishing Dataset,candidate,"【 <URL> 】Your account has been updated, the temporary login code is: N8b53f, remaining: 3,936,752.72ÙŠÐТ, please keep it safe and log in as soon as possible. !#&[&"
dedicated suspicious login moscow this was not you please verify here https placeholder route number,4,ncsu_sms_phishing_002104,SMS Phishing Dataset,candidate,"Dedicated suspicious login in Moscow, if this was not you Please verify here: Https://<URL> route:6"
dedicated suspicious login moscow this was not you please verify here https placeholder route number,4,ncsu_sms_phishing_002105,SMS Phishing Dataset,candidate,"Dedicated suspicious login in Moscow, if this was not you Please verify here: Https://<URL> route:3"
dedicated suspicious login moscow this was not you please verify here https placeholder route number,4,ncsu_sms_phishing_002106,SMS Phishing Dataset,candidate,"Dedicated suspicious login in Moscow, if this was not you Please verify here: Https://<URL> route:5"
dedicated suspicious login moscow this was not you please verify here https placeholder route number,4,ncsu_sms_phishing_002107,SMS Phishing Dataset,candidate,"Dedicated suspicious login in Moscow, if this was not you Please verify here: Https://<URL> route:2"
anz new card request was processed binance for placeholder you not recognise please access placeholder,4,ncsu_sms_phishing_002158,SMS Phishing Dataset,candidate,ANZ: a new card request was processed to binance for <OTP>$ if you do not recognise please access <URL> U
anz new card request was processed binance for placeholder you not recognise please access placeholder,4,ncsu_sms_phishing_002159,SMS Phishing Dataset,candidate,ANZ: a new card request was processed to binance for <OTP>$ if you do not recognise please access <URL> (U6)
anz new card request was processed binance for placeholder you not recognise please access placeholder,4,ncsu_sms_phishing_002160,SMS Phishing Dataset,candidate,ANZ: a new card request was processed to binance for <OTP>$ if you do not recognise please access <URL> (V)
anz new card request was processed binance for placeholder you not recognise please access placeholder,4,ncsu_sms_phishing_002161,SMS Phishing Dataset,candidate,ANZ: a new card request was processed to binance for <OTP>$ if you do not recognise please access <URL> (S)
bendigo new payee was added number number this was not you visit placeholder route number,4,ncsu_sms_phishing_002395,SMS Phishing Dataset,candidate,"Bendigo: A new payee was added on 02/07. if this was NOT you, visit: <URL> route:4"
bendigo new payee was added number number this was not you visit placeholder route number,4,ncsu_sms_phishing_002396,SMS Phishing Dataset,candidate,"Bendigo: A new payee was added on 02/07. if this was NOT you, visit: <URL> route:6"
bendigo new payee was added number number this was not you visit placeholder route number,4,ncsu_sms_phishing_002397,SMS Phishing Dataset,candidate,"Bendigo: A new payee was added on 02/07. if this was NOT you, visit: <URL> route:1"
bendigo new payee was added number number this was not you visit placeholder route number,4,ncsu_sms_phishing_002398,SMS Phishing Dataset,candidate,"Bendigo: A new payee was added on 02/07. if this was NOT you, visit: <URL> route:5"
enom att lja nvisningarna placeholder alternativt bes ditt rmaste bankkontor nordea kundservice,4,ncsu_sms_phishing_002530,SMS Phishing Dataset,candidate,enom att följa hänvisningarna pa <URL> alternativt besöka ditt närmaste bankkontor.Nordea Kundservice (G)
enom att lja nvisningarna placeholder alternativt bes ditt rmaste bankkontor nordea kundservice,4,ncsu_sms_phishing_002532,SMS Phishing Dataset,candidate,enom att följa hänvisningarna pa <URL> alternativt besöka ditt närmaste bankkontor.Nordea Kundservice (B1)
enom att lja nvisningarna placeholder alternativt bes ditt rmaste bankkontor nordea kundservice,4,ncsu_sms_phishing_002533,SMS Phishing Dataset,candidate,enom att följa hänvisningarna pa <URL> alternativt besöka ditt närmaste bankkontor. Nordea Kundservice (G)
enom att lja nvisningarna placeholder alternativt bes ditt rmaste bankkontor nordea kundservice,4,ncsu_sms_phishing_002537,SMS Phishing Dataset,candidate,enom att följa hänvisningarna pa <URL> alternativt besöka ditt närmaste bankkontor. Nordea Kundservice (B1)
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder,4,ncsu_sms_phishing_003579,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> (V)
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder,4,ncsu_sms_phishing_003592,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL>
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder,4,ncsu_sms_phishing_003602,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> (U5)
pankki tilisi dytetty ilytt toiminnan vuoksi aktivoi uudelleen osoitteess placeholder,4,ncsu_sms_phishing_003622,SMS Phishing Dataset,candidate,S-PANKKI: Tilisi on jäädytetty epäilyttävän toiminnan vuoksi. Aktivoi uudelleen osoitteess <URL> (N)
placeholder placeholder,4,ncsu_sms_phishing_003615,SMS Phishing Dataset,candidate,<URL> <URL>
placeholder placeholder,4,ncsu_sms_phishing_017837,SMS Phishing Dataset,candidate,"<URL> , <URL>"
placeholder placeholder,4,ncsu_sms_phishing_062690,SMS Phishing Dataset,candidate,פרס חודשי זכה: <ACCT>. השג אותו כאן: <URL>
placeholder placeholder,4,ncsu_sms_phishing_067815,SMS Phishing Dataset,candidate,<ACCT> משלוח מגיע היום עבור: - אשר: <URL>
seu produto foi adquirido receba seu dinheiro shortbit 6i8wm,4,ncsu_sms_phishing_005914,SMS Phishing Dataset,candidate,"O seu produto foi adquirido, receba o seu dinheiro : shortbit.us/6I8wM (F1)"
seu produto foi adquirido receba seu dinheiro shortbit 6i8wm,4,ncsu_sms_phishing_005915,SMS Phishing Dataset,candidate,"O seu produto foi adquirido, receba o seu dinheiro : shortbit.us/6I8wM (P)"
seu produto foi adquirido receba seu dinheiro shortbit 6i8wm,4,ncsu_sms_phishing_005916,SMS Phishing Dataset,candidate,"O seu produto foi adquirido, receba o seu dinheiro : shortbit.us/6I8wM (U5)"
seu produto foi adquirido receba seu dinheiro shortbit 6i8wm,4,ncsu_sms_phishing_005917,SMS Phishing Dataset,candidate,"O seu produto foi adquirido, receba o seu dinheiro : shortbit.us/6I8wM (N)"
optus have had issue with your account information please visit placeholder avoid restricted service route number,4,ncsu_sms_phishing_006610,SMS Phishing Dataset,candidate,Optus: We have had an issue with your account information. Please visit <URL> to avoid a restricted service. route:4
