record_id,screenshot_file,source,visible_date_label,cleaned_text,redactions_applied,notes
858,analysisdataset (2).csv,Phone Number,"05/20/2023, 06:48:45",YOUR SATURDAY PACKAGE! ; It Is Finally Out For Delivery; <URL> O,<URL>,
866,analysisdataset (2).csv,Amazon,"05/23/2023, 06:48:34","Hello, are you looking for a part-time job now? We provide sales growth services for Amazon, and you can get a stable income of $30-200 in just one hour a day. You do not need to pay any deposit or membership fee, regardless of gender, 23-68 years old, and the Commission is paid every day. If you are interested, please add my telegram. <URL> or WhatsApp: <PHONE>",<URL>; <PHONE>,
867,analysisdataset (2).csv,Whatsapp,"05/23/2023, 06:52:40","Are you still looking for jobs online? Do you need extra income? Sellsr is looking for offline sales workers, ages 23-68, regardless of gender, at for $30-$200 a day. If you are interested, please send me a telegram at. <URL> or WhatsApp: <PHONE>",<URL>; <PHONE>,
868,analysisdataset (2).csv,Unknown,"05/23/2023, 06:56:29",Endless fun with sultry girls in the most explicit game ever <URL>,<URL>,
872,analysisdataset (2).csv,Twitter,"05/24/2023, 01:02:13",Action Required: Your account has an overdue toll notice. Take action at <URL> before 30/03/2023.,<URL>,
875,analysisdataset (2).csv,Whatsapp,"05/24/2023, 01:03:34","Hey <NAME>, i've just broken my phone im <NAME> a friends phone please contact my new number on whatsapp its urgent <PHONE> xx",<PHONE>; <NAME>,
876,analysisdataset (2).csv,Amazon,"05/24/2023, 01:03:54","Honey, do you need a part-time job? Online platforms like Amazon are hiring online product promoters No need for you to invest Note: {you do not need to invest} Our job is simple. You only need to use your mobile phone to help platform merchants click and follow products to improve their rankings. Salary is paid immediately upon completion. Earning $100 - $500 a day is easy. If you want to join please add us on WhatsApp <URL> Please reply ?1? and add Whatsapp 2:40 AM",<URL>,
877,analysisdataset (2).csv,TCWGlobal,"05/24/2023, 01:04:03","Hi, Jamie Let me know if you receive this text. Thanks Samer Khouli (CEO) TCWGlobal.",,
879,analysisdataset (2).csv,Phone Number,"05/24/2023, 01:05:31","Your overdue final toll invoice has been put on hold, please deal with it promptly, details:<URL>",<URL>,
881,analysisdataset (2).csv,FEDEX,"05/24/2023, 01:06:28","Hello <NAME>, your FEDEX package with tracking code GB-6412-GH83 is waiting for you to set delivery preferences: <URL>",<URL>; <NAME>,
882,analysisdataset (2).csv,unusa,"05/24/2023, 01:07:14","NTLFIX.ID# 328054 Your-SUBSCRIPTION-IS-ON ""HOID"",Renewal-your-bill-now:// @@,<URL>",<URL>,
883,analysisdataset (2).csv,Unknown,"05/24/2023, 01:08:16","Free Msg: Your bill is paid for March. Thanks, here's a little gift for you: <URL>",<URL>,
885,analysisdataset (2).csv,CITI,"05/24/2023, 01:12:30","Citi: We blocked your account due to unusual activity, please visit (<URL> ) to verify your account.",<URL>,
886,analysisdataset (2).csv,San Diego,"05/24/2023, 01:17:44","Hi <NAME> I'm a real estate agent here in San Diego. I'm <NAME>'re aware how hot the market is, and right now we're struggling to help our homebuyers find properties in SAN DIEGO so, I'm <NAME>, have you thought about making a move in the next 3-6 months and selling your home?",<NAME>,
893,analysisdataset (2).csv,Twix,"05/24/2023, 06:02:31","Apply Vacancy If you drive around with a Twix Chocolate bar sticker on your car, Twix will pay you $700 every week. You'll receive $700 every week with no mileage restriction if you take the tag without damaging the paint. Please provide the following information to get started Full name: Address including street & apt# city state & zip code: Gender/ Age To process your first-week payment asap. Thank Below is how the sticker will be on the Door of the driver's side",,
897,analysisdataset (2).csv,Phone Number,"05/24/2023, 06:05:29","The address of your package logistics tail number 5892 is not detailed, and needs to be updated : <URL> O",<URL>,
898,analysisdataset (2).csv,Phone Number,"05/24/2023, 06:06:21",Suprise!!! <URL>,<URL>,
900,analysisdataset (2).csv,USPS,"05/24/2023, 06:07:52","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address <URL> Please update it timely.Open link in browser",<URL>,
902,analysisdataset (2).csv,Amazon,"05/24/2023, 07:14:16","Your Amazon Account has been locked. We recently received multiple failed login attempts to your account. Recovery your account immediately click link bellow: <URL> Please take action on your account within 48 hours to avoid permanent suspension. Regards, Amazon Service",<URL>,
903,analysisdataset (2).csv,Netflix,"05/24/2023, 07:14:48","We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : <URL> Netflix Services",<URL>,
904,analysisdataset (2).csv,Netflix,"05/24/2023, 07:16:45","We regret to inform you that your Netflix membership has been placed on hold due to issues with your billing information. We kindly request to update your billing information as soon as possible to continue using your account without any interruption. To update your billing information, please follow the instructions by click on link below : <URL> Netflix Services",<URL>,
905,analysisdataset (2).csv,Netflix,"05/24/2023, 07:17:10","Your Netflix membership is on hold. We're having some trouble with your current billing information. To using your account as normally, please follow the instructions by click on link below: <URL> Netflix Services",<URL>,
906,analysisdataset (2).csv,Costco,"05/24/2023, 12:38:48","Apr 15, 2:45PM Your Costco account has suspicous acitivity. Click here to see details: <URL>",<URL>,
907,analysisdataset (2).csv,Geico,"05/24/2023, 12:40:52",Geico: Account may compromised. Please review here <URL>,<URL>,
908,analysisdataset (2).csv,Phone Number,"05/24/2023, 17:07:39","Sunday, Mar 12 1:59 PM Dear <NAME>, we tried to deliver your package, but unfortunately the recipient could not be found.Please update: <URL>",<URL>; <NAME>,
909,analysisdataset (2).csv,Phone Number,"05/24/2023, 17:09:14",Get Her Dripping freaking Wet After One <URL>,<URL>,
910,analysisdataset (2).csv,ZEUS,"05/24/2023, 17:11:19","Saturday, Apr 29 - 4:54 PM FRONT WAVE ALERT: Your $689.00 debit TXN at 105 ZEUS was successful. if this wasn't you, Go to <URL> cancel.",<URL>,
911,analysisdataset (2).csv,Whatsapp,"05/24/2023, 17:15:03","Dear <NAME>, as the market begins to recover, we invite you to join the internal discussion group of the professional investment team. group will publish daily trading and teach you how to make huge profits in the cryptocurrency market. If you join this group, we have a gift for you and a chance to win 1000USD! Learn Click WhatsApp. ********* <URL>",<URL>; <NAME>,
913,analysisdataset (2).csv,Phone Number,"05/25/2023, 04:40:39","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address <URL> Please update it timely.",<URL>,
914,analysisdataset (2).csv,Phone Number,"05/25/2023, 04:43:17","Christine, urgent notice about the USPS package 2D76A4 from 08/01/2020. Click: <URL>",<URL>,
917,analysisdataset (2).csv,Phone Number,"05/25/2023, 19:24:01","Hello, Welcome to our group,You can learn how to earn $<PHONE> perday. Click and join us, <URL>",<URL>; <PHONE>,
918,analysisdataset (2).csv,Phone Number,"05/25/2023, 19:45:52",Alert-Msg:<URL>,<URL>,
919,analysisdataset (2).csv,CHASE,"05/25/2023, 19:47:33","CHASE: A new payee has been linked in your app. If this was you, ignore this message. If not, verify visit <URL> to verify your information.",<URL>,
920,analysisdataset (2).csv,T-Mobile,"05/25/2023, 19:48:45","Wednesday, September 29, 2021. 2:08 PM T-mobile subscribers/ we value your feedback <URL>",<URL>,
921,analysisdataset (2).csv,CHASE,"05/25/2023, 19:50:06","Saturday, September 11, 2021 10:06 AM CHASE: your account under review for verification please visit link below <URL> 10:06 AM",<URL>,
923,analysisdataset (2).csv,Amazon,"06/09/2023, 02:22:59",YUO7RBOV<ACCT> 58964 AMZN: Fraud Alert - [ID: BAZEET] Support Request -J11U7V- <URL>,<URL>; <ACCT>,
924,analysisdataset (2).csv,CHASE,"06/09/2023, 02:34:14","CHASE: Review an attempt to charge $928.65 Reply YES to approve OR If unrecognized, Please visit <URL> to cancel it before Oct 11.",<URL>,
925,analysisdataset (2).csv,Phone Number,"06/09/2023, 02:36:58",Your package can't be deliver due to incorrect address. Please fill the right details so we can redeliver the parcel as soon as possible. <URL> O°,<URL>,
926,analysisdataset (2).csv,Apple,"06/09/2023, 05:41:04",Your lost iPhone has been connected to the internet. To locate or lock this device visit: <URL> Your iPhone 12 Pro Max in lost mode turned on with 15% battery. Check the current location at:<URL>,<URL>,
949,analysisdataset (2).csv,WELLS FARGO,"06/13/2023, 15:59:01",WELLS FARGO: Validation required on your account <URL>,<URL>,
950,analysisdataset (2).csv,USPS,"06/15/2023, 16:55:28",U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. <URL> (Copy the link to your Safari browser and open it),<URL>,
952,analysisdataset (2).csv,Phone Number,"06/20/2023, 02:39:56",summertime is done and ur still looking big in the mirror. try this for a week and eliminate more than you can imagine. <URL>,<URL>,
953,analysisdataset (2).csv,Ever Essence,"06/20/2023, 02:44:21",Treat your mother right for any major occasion! Jennifer Lopez Ever Essence skin care is the ?PERFECT choice <URL> 6:03 AM,<URL>,
955,analysisdataset (2).csv,Phone Number,"06/20/2023, 02:52:05",Congratulations!!! <URL>,<URL>,
957,analysisdataset (2).csv,CVS,"06/20/2023, 02:58:28",CVS: Your number is picked among 798 customers to secure one reward. Fill in our quick survey within the next 3 hours to redeem one <URL>,<URL>,
958,analysisdataset (2).csv,Walgreens,"06/20/2023, 03:02:03",Walgreens: It's with our pleasure We are very} pleased we are choosing you and 607 users to get a reward for a 1 min survey. Prize expires in 3 hours <URL>,<URL>,
961,analysisdataset (2).csv,Phone Number,"07/20/2023, 20:23:52",Have a nice day <URL>,<URL>,
962,analysisdataset (2).csv,USPS,"07/20/2023, 20:34:43",U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. <URL> (Copy the link to your Safari browser and open it),<URL>,
963,analysisdataset (2).csv,Army,"07/20/2023, 20:37:10","Good morning, my name is Sergeant Vo, a career counselor for the military in Clovis, CA. I'm <NAME> see if you would be interested in sitting down for more information about the Army benefits and programs, including money for education and up to $50,000 in bonuses.",<NAME>,
964,analysisdataset (2).csv,Army,"07/20/2023, 20:39:32","Good morning, my name is SSG Martinez with the Army Career center here in Clovis. I am <NAME> see if you would like to get information about the Army's benefits and how it can help you out. Currently, the Army is giving out $35,000 bonuses and much more. If interested please respond with ""info"". If you're not interested please reply with ""stop"". Thank you and have a wonderful day.",<NAME>,
965,analysisdataset (2).csv,Phone Number,"07/20/2023, 20:40:54",Triple power moisturizer and firming gel Incredible for your skin. See instant results <URL>,<URL>,
966,analysisdataset (2).csv,CVS,"07/20/2023, 20:42:05","Please consider taking advantage of CVS's ""Offers."" Spend only a few minutes participating to get extra money. August 14, 2022, is the final day to participate. <URL>",<URL>,
967,analysisdataset (2).csv,OPRAH,"08/07/2023, 23:22:44",OMG Jane - did you hear what happened with OPRA H? <URL>,<URL>,
968,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:25:38",No More Gym! No More Dieting! Its time to easily drop your excess weight and hit your goals with this revolutionary new keto pill. Just take 1 before bed and it'll work while you sleep. Get Your Exclusive Bottles Before They Sell Out <URL>,<URL>,
969,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:28:51","Hey. A FIRM is looking for individuals to become Mystery Shoppers in your space, It involves going into stores as a spy to do an assessment of the store and afterward report back and acquire $400 on each task (3x in seven days making $1200 week after week). For more data click on this connection beneath and learn more TO get everything rolling <URL> and apply much appreciated!",<URL>,
971,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:33:45",get taken serious by guys with this <URL>,<URL>,
972,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:35:26",wow she was the best host ever <URL>,<URL>,
973,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:37:07",Fit into the clothes in the back of your closet again with <URL>,<URL>,
975,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:40:57",<URL>,<URL>,
976,analysisdataset (2).csv,Phone Number,"08/07/2023, 23:43:09",hello <URL>,<URL>,
977,analysisdataset (2).csv,Apple,"08/08/2023, 17:28:13","Your Apple ID has been disabled. You must update your information and follow the next steps in:""<URL>"" AP-MSG-UC5C68",<URL>,
980,analysisdataset (2).csv,Comerica,"08/08/2023, 17:36:19",COMERICA: Your Comerica banking profile has shown some irregularities. Visit <URL> to update your online banking profile.,<URL>,
983,analysisdataset (2).csv,Amazon,"08/08/2023, 17:40:15","FINAL NOTICE: <NAME>, please review the details for shipment ID: AmazonRewards 4G34H6 here: <URL> Package: $130 bonus",<URL>; <NAME>,
984,analysisdataset (2).csv,Amazon,"08/08/2023, 17:41:34",Account balance notification: unidentified inbound payment of $130.9: <URL> Description: Amazon Rewards Program,<URL>,
985,analysisdataset (2).csv,CITI,"08/08/2023, 17:42:57",FRM:11/12/201911:37:19a.m. SUBJ:Citibank: Activity Alert! Please follow: MSG: <URL>,<URL>,
987,analysisdataset (2).csv,VISA,"08/08/2023, 17:45:47","Rewards4U MSG: Hi <NAME>, come back to claim your 1000 VISA Gift Card. Go here: <URL> Reply STOP to cancel",<URL>; <NAME>,
989,analysisdataset (2).csv,CITI,"08/08/2023, 19:30:49","CITIBANK: To finish linking AMANDA P to your account, reply Y. Never authorized this? Visit <URL> to secure your account.",<URL>,
995,analysisdataset (2).csv,First Choice Community Healthcare,"08/08/2023, 23:59:48",Your Opinion Counts! Please take our online survey at: <URL> Have your say in how we improve. -First Choice Community Healthcare,<URL>,
998,analysisdataset (2).csv,Phone Number,"08/09/2023, 00:17:45",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: <URL>,<URL>,
1000,analysisdataset (2).csv,Phone Number,"08/09/2023, 00:30:57",Unwanted messages are flooding into your phone for a potential risk to your confidential data. Take action and remove them: <URL>,<URL>,
1003,analysisdataset (2).csv,Phone Number,"08/09/2023, 00:49:04",$404 has been deducted from your account for your order ID: 'YW8885' Which is currently in transit. Contact us if you have any inquiries. <PHONE>,<PHONE>,
1005,analysisdataset (2).csv,Steam Card Delivery,"08/09/2023, 01:16:06","Did you purchase 1 gift card(s) from Steam Card Delivery? Reply YES or NO, if YES continue with order. If NO, reject the order.",,
1009,analysisdataset (2).csv,Givingli,"08/09/2023, 01:33:28",1 Tomorrow is Sariah Baca's birthday Choose a card and gift they'll love in the app right now! <URL> Celebrate Sariah Baca's birthday today Send a card and gift they'll https:// love right now app.givingli.com/open/app,<URL>,
1012,analysisdataset (2).csv,Home Depot,"08/09/2023, 02:17:45","You are kindly encouraged to be a participant in Home Depot's review for 2022. Get paid for your time by responding by October 12, 2022. <URL>",<URL>,
1013,analysisdataset (2).csv,Navy FCU,"08/09/2023, 02:19:37",You have an attached secure message. NAVY FCU CUSTOMER SERVICE#<PHONE> NFCU-MESSAGE#<PHONE>.pdf Additional media content is included. Please check the message in detail,<PHONE>,
1014,analysisdataset (2).csv,USPS,"08/09/2023, 02:26:02",We have detected an issue with your recent shipment; invalid shipping information. Access <URL> to update your shipping address.,<URL>,
1016,analysisdataset (2).csv,USPS,"08/09/2023, 02:56:52","USPS-Your package is being returned to the sender, your address could not be verified. Finish update here: <URL> O",<URL>,
1017,analysisdataset (2).csv,Phone Number,"08/09/2023, 02:58:02",A Tragic End Today For Dr.OZ! read full story here <URL>,<URL>,
1019,analysisdataset (2).csv,Phone Number,"08/09/2023, 02:59:56",Oprah's Free Summer Giveaway <URL>,<URL>,
1020,analysisdataset (2).csv,"CVS, PUBLIX, HOME DEPOT, WALMART, KROGER, BEST BUY","08/09/2023, 03:01:36","National Retail Federation® is hiring individuals to conduct surveys across ANY of the following retail outlets in the US: CVS, PUBLIX, HOME DEPOT, WALMART, KROGER and BEST BUY. Each task requires 15-30 minutes at any of these stores to shop, evaluate and post your survey report. Pay is $400/ assignment. Follow the link below for more info & registration <URL> NRF? Survey 2022.",<URL>,
1021,analysisdataset (2).csv,CVS,"08/09/2023, 03:02:27",We appreciate your purchase from CVS. Respond to our poll for a chance to win $50! <URL>,<URL>,
1022,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:03:29",TUESDAYAlert: Huge Company is liable 9 more cases added. You can B due up to 1.4 millions Look today <URL>,<URL>,
1023,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:04:21",There's a home listed in your search area. Homes are moving fast! From $412 - 569 <URL>,<URL>,
1024,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:05:04",We found Rent to Own homes near you Easy approval From $425 to 735 <URL>,<URL>,
1025,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:05:43",Breaking: USA Says Goodbye to Dr Oz:<URL>,<URL>,
1026,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:06:30",Ran based on your report we can offer full coverage auto for less than 30 a month <URL> or text end,<URL>,
1027,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:07:26",We possibly owe you as much as 654.57. A new ruling may have caused us to overcharge you last year. Your savings is ready - <URL>,<URL>,
1029,analysisdataset (2).csv,Phone Number,"08/09/2023, 03:09:23",HiGood evening have you had dinner? Come out for dinner Are You still busy Now? ;),,
1030,analysisdataset (2).csv,GoFundMe,"08/09/2023, 03:10:25","From Patricia Flores - Hi, I'd really appreciate it if you would share and donate to my GoFundMe campaign, Just trying to survive.. Help <URL>",<URL>,
1031,analysisdataset (2).csv,USPS,"08/11/2023, 15:35:41",U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. <URL> (Copy the link to your Safari browser and open it),<URL>,
1033,analysisdataset (2).csv,Phone Number,"08/14/2023, 08:24:05",You.r in.voice fo.r last mo.nth is re.ceived. Thank.s! h.ere's our l.ittle present f.or u: <URL>,<URL>,
1034,analysisdataset (2).csv,POR,"08/14/2023, 08:26:01","This is <NAME>. Please take a moment to complete this survey about politics in San Diego: <URL> ""STOP""2end",<URL>; <NAME>,
1035,analysisdataset (2).csv,USPS,"08/14/2023, 08:27:16",From USPS: Your package cannot be delivered due to the wrong delivery address. Please change the correct delivery address from the following URL: <URL> Reply Y Click the link to inquire,<URL>,
1038,analysisdataset (2).csv,Phone Number,"08/14/2023, 08:33:33",Hello. I'm <NAME>. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest?,<NAME>,
1041,analysisdataset (2).csv,T-Mobile,"08/14/2023, 08:38:57","T-MO: Here is a gift to show ""thank you"" for your outstanding payment history. Congrats! <URL>",<URL>,
1042,analysisdataset (2).csv,Phone Number,"08/14/2023, 08:40:39","You have an expedited courier document that could not be delivered due to incorrect address, pls check <URL>",<URL>,
1043,analysisdataset (2).csv,UPS,"08/14/2023, 08:41:50","Package reminder: We cannot deliver your package to door due to the incomplete house number, please fill in the address. <URL>",<URL>,
1044,analysisdataset (2).csv,Home Depot,"08/14/2023, 08:43:18",Get a Free $100 by HomeDepot <URL>,<URL>,
1047,analysisdataset (2).csv,Netflix,"08/15/2023, 03:30:51",Ne'tf!ix:658567 Your Subscr!pt!ons has_expired today.Click here to Re_new your bills //@<URL>,<URL>,
1048,analysisdataset (2).csv,Email To Text,"08/15/2023, 03:34:24","(NT#FLIX:382118) Your Subcript!ons will expire today,re-new your bills now //@<URL> O",<URL>,
1049,analysisdataset (2).csv,Netflix,"08/15/2023, 03:39:54",NeTf!x_ID:354376 Your subscript!on has expired today.Click here to renewal your bills // @<URL> O,<URL>,
1050,analysisdataset (2).csv,IRS,"08/15/2023, 03:47:28","MSG_ID984196:IRS You federal return was ban by the IRS.Don't worry,we'll help you fix it. Click this link> // <URL> O",<URL>,
1051,analysisdataset (2).csv,Amazon,"08/15/2023, 03:48:30","(AM#ZON) 163975 YOUR 4CCOUNT HAS BEEN I_OCKED,fix your bill-now. //<URL> O",<URL>,
1052,analysisdataset (2).csv,Whatsapp,"08/15/2023, 03:49:17","Hello, invite you to enter BTC discussion group and earn 5K-50K every day. Reply 1 and enter the link.???? <URL>",<URL>,
1053,analysisdataset (2).csv,Netflix,"08/15/2023, 03:50:54","(NFLXID#) 132231 #YOUR'SUBSCRIPTION' is on ""HOID"",Renew_your_bill _now!! //<URL> O A Mensaje de texto ? A *Pay ?",<URL>,
1055,analysisdataset (2).csv,Netflix,"08/15/2023, 03:52:42","Netfl1xID:209860 Your_SUBSCRIPT1ON IS_ON ""HOID"",Renewal your-bill-now:// @@,<URL> O",<URL>,
1056,analysisdataset (2).csv,Amazon,"08/15/2023, 03:53:30",(Your amazon account has been suspended.more info <URL>) ZKNWY,<URL>,
1057,analysisdataset (2).csv,Amazon,"08/15/2023, 03:54:48",Amazon.com We temporarily placed your Amazon suspended To restore follow instruction below. <URL> Please complete recovery within 2 days otherwise Amazon account permanently suspended. We are sorry for any inconvenience this may have caused. Thank you for your attention.,<URL>,
1059,analysisdataset (2).csv,Keto,"08/15/2023, 03:56:47",Try this Keto for 7 days and your friends won't recognize you. It's replaced workouts <URL> Reply END to unsubscribe,<URL>,
1060,analysisdataset (2).csv,Phone Number,"08/15/2023, 03:57:38",We can give you up to 250USD for diesel as thanks for 2min you'll spend on the survey. Tap link! <URL> Reply END to unsubscribe,<URL>,
1062,analysisdataset (2).csv,USPS,"08/15/2023, 04:20:38","Your shipment AWB1H1NMXCR has been reverted. To reschedule, go to <URL>",<URL>,
1065,analysisdataset (2).csv,Phone Number,"08/15/2023, 04:24:05",This is <NAME> advise: We W! Il Block Your gadget promptly. Please Eliminate unwanted me$sage's. Scan today: <URL>,<URL>; <NAME>,
1066,analysisdataset (2).csv,Unknown Sender,"08/15/2023, 04:26:01",<URL>,<URL>,
1067,analysisdataset (2).csv,Phone Number,"08/15/2023, 04:33:18","Mystery shopper job offer available in your area, Earn $300 Per Task..READ MORE AND APPLY HERE.. <URL> O",<URL>,
1068,analysisdataset (2).csv,NBC,"08/15/2023, 04:34:25",Breaking Story! NBC threatens to fire Actress if she doesn't drop 30 pds in 2 months. Read this crazy story here <URL> how she keeps her job,<URL>,
1069,analysisdataset (2).csv,Natural CBD Gummies,"08/15/2023, 04:35:21","100% PURE CBD INFUSED I GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now! <URL> Reply STOP to opt out",<URL>,
1070,analysisdataset (2).csv,CBD COFFEE,"08/15/2023, 04:36:14","Mary, CBD COFFEE a powerful natural relief! Proven to reduce pain, aches, anxiety and stress. Get yours now! <URL> Reply STOP to opt out",<URL>,
1071,analysisdataset (2).csv,Email To Text,"08/15/2023, 04:37:11","(:) Hey, your number was picked for our tuesday contest. txt Ok for more sierpiel""",,
1073,analysisdataset (2).csv,USPS,"08/15/2023, 21:27:27","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!",<URL>,
1074,analysisdataset (2).csv,USPS,"08/23/2023, 16:20:38","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) O",<URL>,
1075,analysisdataset (2).csv,Amazon,"09/15/2023, 17:27:09","AM/AZON#254768 YOUR AM/AZON has been'I0cked',fix your-biIls detalLs-now! //_<URL>",<URL>,
1079,analysisdataset (2).csv,USPS,"09/15/2023, 17:34:40","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! O",<URL>,
1080,analysisdataset (2).csv,Navy Federal,"09/15/2023, 17:36:37",NFCU ALERT: An attempt of $48.00 at Uber If you didn't authorize this transaction follow the link to cancel <URL>,<URL>,
1082,analysisdataset (2).csv,Navy Federal,"09/15/2023, 17:36:49",NavyFederal&oyc10ZZ5:Your account has been locked due to unusual transactions.Unlock it now visit <URL>,<URL>,
1083,analysisdataset (2).csv,USPS,"09/15/2023, 17:37:01","USPostal: Your package has arrived at the transit center, but we are unable to continue delivery due to missing street address information. <URL> Sincerely, USPS Customer Service",<URL>,
1085,analysisdataset (2).csv,USPS,"09/15/2023, 17:38:25","[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. <URL> (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team O",<URL>,
1086,analysisdataset (2).csv,USPS,"09/15/2023, 17:38:45",U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. <URL> (Copy the link to your Safari browser and open it),<URL>,
1087,analysisdataset (2).csv,USPS,"09/15/2023, 17:39:01",USPS - The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. <URL> (Please reply 1 to activate the link or copy the link to your Safari browser and open it) The USPS team wishes you a great day!,<URL>,
1089,analysisdataset (2).csv,Unknown,"09/15/2023, 17:39:54","Your shipping order is on hold due to an incomplete street address in the shipping information. Check, please. <URL>",<URL>,
1092,analysisdataset (2).csv,Phone Number,"09/15/2023, 17:43:08",USB: URGENT - Suspicious behavior has been observed on your debit-card call us at <PHONE> ASAP to authenticate.,<PHONE>,
1097,analysisdataset (2).csv,Unknown,"09/15/2023, 17:56:39",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: <URL> 8:38 AM,<URL>,
1098,analysisdataset (2).csv,USPS,"09/15/2023, 17:58:14",USPS: Your shipment has not been delivered due to missing address information. A redelivery fee may apply. Access <URL> for assistance.,<URL>,
1101,analysisdataset (2).csv,"Fortnite, LoL, SSBU","09/15/2023, 18:07:18","Dennis, July Tournament Pass $500 in Prizes Fortnite, LoL, SSBU Signup at <URL> Reply STOP",<URL>,
1103,analysisdataset (2).csv,Snapchat,"09/15/2023, 18:11:03","Team Snapchat: Your password was reset due to suspicious activity. To gain access to your account, click 'Forgot Password' at: <URL>.",<URL>,
1105,analysisdataset (2).csv,Wells Fargo,"09/15/2023, 18:12:50","WELLS FARGO [ID 082]:Your online access has been temporary on hold, Please update your details immediately please click <URL>",<URL>,
1107,analysisdataset (2).csv,Wells Fargo,"09/15/2023, 18:14:27",(1)-ERROR ALERT-Wells Fargo Confirm Infos instantly: <URL>,<URL>,
1108,analysisdataset (2).csv,CoinCircle,"09/15/2023, 18:15:32",Samtos Hssj thought you'd like CoinCircle: We can earn $200 daily - here's my referral <URL> Reply YES to learn more,<URL>,
1109,analysisdataset (2).csv,Unknown,"09/15/2023, 18:17:20",Dear <NAME> S Shopper! Youve been randomly selected to answer a very short survey. You'll be paid for your time . <URL>,<URL>; <NAME>,
1110,analysisdataset (2).csv,CVS,"09/15/2023, 18:21:26","Did you have a good time buying at CVS? We're curious to know! For a chance to win $50, respond to these 4 questions. <URL>",<URL>,
1111,analysisdataset (2).csv,Flex Alert,"09/15/2023, 18:21:39",This is a Flex Alert! The power is ours to help stop an outage now. Conserve energy by delaying laundry until the morning. Learn more at <URL> - stop2end,<URL>,
1112,analysisdataset (2).csv,PNC,"09/15/2023, 18:22:54","PNC - Alart: We recently noticed a suspicious operation on your account, for the safety of your account,visit here <URL>",<URL>,
1113,analysisdataset (2).csv,Wells Fargo,"09/15/2023, 18:24:12",WELLS FARG O: Account temporarily locked. Visit <URL>,<URL>,
1114,analysisdataset (2).csv,Poland Springs,"09/15/2023, 18:26:06",Earn more money weekly with our brand vinyl sticker on your vehicle. Apply on <URL>,<URL>,
1115,analysisdataset (2).csv,UNILEVER PLC,"09/15/2023, 18:27:09",UNILEVER PLC are looking for individuals all over the nation who can plaster their Car or Truck with our sticker for an advert and Earn 500 bucks every week. PLS visit <URL> for more details to get started.,<URL>,
1116,analysisdataset (2).csv,Bank of America,"09/15/2023, 18:35:12",(Alert@BankOfAmerica) We Recived Your Request To Update Your Card Pin. If You Not Requested It Please Verify Your Card at <URL>,<URL>,
1117,analysisdataset (2).csv,Phone Number,"09/15/2023, 18:42:45","CML - The water near Camp Lejeune, NC is TOXIC. If you ingested the water in that area you are eligible to get 250k. Dial <PHONE> here. STOP to end",<PHONE>,
1118,analysisdataset (2).csv,RPC,"09/15/2023, 18:45:20","RPC - If you ever drank the water, with-in 500 miles of CampLejune, NC, You're recieving 85,405k - Call <PHONE> today. STOP to end",<PHONE>,
