record_id,screenshot_file,screenshot_index,message_order,source,visible_date_label,extracted_text
1030,analysisdataset (2).csv,639,1,GoFundMe,"08/09/2023, 03:10:25","From Patricia Flores - Hi, I'd really appreciate it if you would share and donate to my GoFundMe campaign, Just trying to survive.. Help https://gofund.me/8a078279"
1031,analysisdataset (2).csv,640,1,USPS,"08/11/2023, 15:35:41",U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://ertups.com (Copy the link to your Safari browser and open it)
1033,analysisdataset (2).csv,641,1,Phone Number,"08/14/2023, 08:24:05",You.r in.voice fo.r last mo.nth is re.ceived. Thank.s! h.ere's our l.ittle present f.or u: aUDk4.COm/Mrz178duBF
1034,analysisdataset (2).csv,642,1,POR,"08/14/2023, 08:26:01","This is CJ with POR. Please take a moment to complete this survey about politics in San Diego: https://www.surveymonkey.com/r/F8VLMMV?UID=BM6SZE ""STOP""2end"
1035,analysisdataset (2).csv,643,1,USPS,"08/14/2023, 08:27:16",From USPS: Your package cannot be delivered due to the wrong delivery address. Please change the correct delivery address from the following URL: https://rb.gy/xpsqr Reply Y Click the link to inquire
1038,analysisdataset (2).csv,644,1,Phone Number,"08/14/2023, 08:33:33",Hello. I'm Emily. Just found your house in the neighborhood and thought of reaching out to you re: a sale for it. Any interest?
1041,analysisdataset (2).csv,645,1,T-Mobile,"08/14/2023, 08:38:57","T-MO: Here is a gift to show ""thank you"" for your outstanding payment history. Congrats! YR431.coM/KDO0JQ9MWE"
1042,analysisdataset (2).csv,646,1,Phone Number,"08/14/2023, 08:40:39","You have an expedited courier document that could not be delivered due to incorrect address, pls check https://rebrand.ly/tw0ajjr"
1043,analysisdataset (2).csv,647,1,UPS,"08/14/2023, 08:41:50","Package reminder: We cannot deliver your package to door due to the incomplete house number, please fill in the address. https://vxa-upsp.com"
1044,analysisdataset (2).csv,648,1,Home Depot,"08/14/2023, 08:43:18",Get a Free $100 by HomeDepot http://intentweav.shopping/nrFIB6
1047,analysisdataset (2).csv,649,1,Netflix,"08/15/2023, 03:30:51",Ne'tf!ix:658567 Your Subscr!pt!ons has_expired today.Click here to Re_new your bills //@risu.io/fTVXM
1048,analysisdataset (2).csv,650,1,Email To Text,"08/15/2023, 03:34:24","(NT#FLIX:382118) Your Subcript!ons will expire today,re-new your bills now //@risu.io/B10Sz O"
1049,analysisdataset (2).csv,651,1,Netflix,"08/15/2023, 03:39:54",NeTf!x_ID:354376 Your subscript!on has expired today.Click here to renewal your bills // @shrtco.de/nllx01 O
1050,analysisdataset (2).csv,652,1,IRS,"08/15/2023, 03:47:28","MSG_ID984196:IRS You federal return was ban by the IRS.Don't worry,we'll help you fix it. Click this link> // risu.io/e75CA O"
1051,analysisdataset (2).csv,653,1,Amazon,"08/15/2023, 03:48:30","(AM#ZON) 163975 YOUR 4CCOUNT HAS BEEN I_OCKED,fix your bill-now. //unusa.id/9rua O"
1052,analysisdataset (2).csv,654,1,Whatsapp,"08/15/2023, 03:49:17","Hello, invite you to enter BTC discussion group and earn 5K-50K every day. Reply 1 and enter the link.???? https://chat.whatsapp.com/K106E9p3FvgAhOIYE5MA8v"
1053,analysisdataset (2).csv,655,1,Netflix,"08/15/2023, 03:50:54","(NFLXID#) 132231 #YOUR'SUBSCRIPTION' is on ""HOID"",Renew_your_bill _now!! //onx.la/00cfc O A Mensaje de texto ? A *Pay ?"
1055,analysisdataset (2).csv,656,1,Netflix,"08/15/2023, 03:52:42","Netfl1xID:209860 Your_SUBSCRIPT1ON IS_ON ""HOID"",Renewal your-bill-now:// @@,2ax.com/K0gU1 O"
1056,analysisdataset (2).csv,657,1,Amazon,"08/15/2023, 03:53:30",(Your amazon account has been suspended.more info 819dOl.bolejug.us/?ID-7SFBF4) ZKNWY
1057,analysisdataset (2).csv,658,1,Amazon,"08/15/2023, 03:54:48",Amazon.com We temporarily placed your Amazon suspended To restore follow instruction below. http://site.rdv360.com/free/main45/mail?=924514 Please complete recovery within 2 days otherwise Amazon account permanently suspended. We are sorry for any inconvenience this may have caused. Thank you for your attention.
1059,analysisdataset (2).csv,659,1,Keto,"08/15/2023, 03:56:47",Try this Keto for 7 days and your friends won't recognize you. It's replaced workouts kmhgsq98am.co/3injuan Reply END to unsubscribe
1060,analysisdataset (2).csv,660,1,Phone Number,"08/15/2023, 03:57:38",We can give you up to 250USD for diesel as thanks for 2min you'll spend on the survey. Tap link! tc60gwozak.co/vyrgtrgd Reply END to unsubscribe
1062,analysisdataset (2).csv,661,1,USPS,"08/15/2023, 04:20:38","Your shipment AWB1H1NMXCR has been reverted. To reschedule, go to https://usps.com@bit.ly/3Yy29Ws"
1065,analysisdataset (2).csv,662,1,Phone Number,"08/15/2023, 04:24:05",This is Second and final advise: We W! Il Block Your gadget promptly. Please Eliminate unwanted me$sage's. Scan today: congvd.me/X2Onlwz97M
1066,analysisdataset (2).csv,663,1,Unknown Sender,"08/15/2023, 04:26:01",https://tinyurl.com/7jvV5nL
1067,analysisdataset (2).csv,664,1,Phone Number,"08/15/2023, 04:33:18","Mystery shopper job offer available in your area, Earn $300 Per Task..READ MORE AND APPLY HERE.. https://viait.net/index.htm O"
1068,analysisdataset (2).csv,665,1,NBC,"08/15/2023, 04:34:25",Breaking Story! NBC threatens to fire Actress if she doesn't drop 30 pds in 2 months. Read this crazy story here ak90.xyz/VHtCnf804F how she keeps her job
1069,analysisdataset (2).csv,666,1,Natural CBD Gummies,"08/15/2023, 04:35:21","100% PURE CBD INFUSED I GUMMIES is powerful & natural. Reduce pain, & anxiety Get yours now! naturalcbdgummy.xyz/RKbHGkiTU9 Reply STOP to opt out"
1070,analysisdataset (2).csv,667,1,CBD COFFEE,"08/15/2023, 04:36:14","Mary, CBD COFFEE a powerful natural relief! Proven to reduce pain, aches, anxiety and stress. Get yours now! naturalcbdcoffee.xyz/1X0g3jAK5n Reply STOP to opt out"
1071,analysisdataset (2).csv,668,1,Email To Text,"08/15/2023, 04:37:11","(:) Hey, your number was picked for our tuesday contest. txt Ok for more sierpiel"""
1073,analysisdataset (2).csv,669,1,USPS,"08/15/2023, 21:27:27","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.intertrck.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day!"
1074,analysisdataset (2).csv,670,1,USPS,"08/23/2023, 16:20:38","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://unzups.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) O"
1075,analysisdataset (2).csv,671,1,Amazon,"09/15/2023, 17:27:09","AM/AZON#254768 YOUR AM/AZON has been'I0cked',fix your-biIls detalLs-now! //_9qr.de/bvb2Bm"
1079,analysisdataset (2).csv,672,1,USPS,"09/15/2023, 17:34:40","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uspsverify.org (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day! O"
1080,analysisdataset (2).csv,673,1,Navy Federal,"09/15/2023, 17:36:37",NFCU ALERT: An attempt of $48.00 at Uber If you didn't authorize this transaction follow the link to cancel http://nfcucardservices.org
1082,analysisdataset (2).csv,674,1,Navy Federal,"09/15/2023, 17:36:49",NavyFederal&oyc10ZZ5:Your account has been locked due to unusual transactions.Unlock it now visit https://upp.edu.pe/nfcu
1083,analysisdataset (2).csv,675,1,USPS,"09/15/2023, 17:37:01","USPostal: Your package has arrived at the transit center, but we are unable to continue delivery due to missing street address information. https://expected-uspg.com Sincerely, USPS Customer Service"
1085,analysisdataset (2).csv,676,1,USPS,"09/15/2023, 17:38:25","[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsusa-us.com (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team O"
1086,analysisdataset (2).csv,677,1,USPS,"09/15/2023, 17:38:45",U.S.P.S - The package has arrived at the warehouse and cannot be delivered due to incomplete address information.Confirm your address at the link. https://uuhups.com (Copy the link to your Safari browser and open it)
1087,analysisdataset (2).csv,678,1,USPS,"09/15/2023, 17:39:01",USPS - The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsair.com (Please reply 1 to activate the link or copy the link to your Safari browser and open it) The USPS team wishes you a great day!
1089,analysisdataset (2).csv,679,1,Unknown,"09/15/2023, 17:39:54","Your shipping order is on hold due to an incomplete street address in the shipping information. Check, please. bargainreed.info/Deut"
1092,analysisdataset (2).csv,680,1,Phone Number,"09/15/2023, 17:43:08",USB: URGENT - Suspicious behavior has been observed on your debit-card call us at 13193150302 ASAP to authenticate.
1097,analysisdataset (2).csv,681,1,Unknown,"09/15/2023, 17:56:39",Your package cannot be delivered due to incorrect house number. Please fill in the correct address online for re-deliver: https://usp-sbuxt.top 8:38 AM
1098,analysisdataset (2).csv,682,1,USPS,"09/15/2023, 17:58:14",USPS: Your shipment has not been delivered due to missing address information. A redelivery fee may apply. Access uspspostal-eb.info for assistance.
1101,analysisdataset (2).csv,683,1,"Fortnite, LoL, SSBU","09/15/2023, 18:07:18","Dennis, July Tournament Pass $500 in Prizes Fortnite, LoL, SSBU Signup at ggsimplicity.com/tournaments Reply STOP"
1103,analysisdataset (2).csv,684,1,Snapchat,"09/15/2023, 18:11:03","Team Snapchat: Your password was reset due to suspicious activity. To gain access to your account, click 'Forgot Password' at: https://accounts.snapchat.com."
1105,analysisdataset (2).csv,685,1,Wells Fargo,"09/15/2023, 18:12:50","WELLS FARGO [ID 082]:Your online access has been temporary on hold, Please update your details immediately please click http://ow.ly/nZPx50H18Mk"
1107,analysisdataset (2).csv,686,1,Wells Fargo,"09/15/2023, 18:14:27",(1)-ERROR ALERT-Wells Fargo Confirm Infos instantly: wfmobi1r3st.com
1108,analysisdataset (2).csv,687,1,CoinCircle,"09/15/2023, 18:15:32",Samtos Hssj thought you'd like CoinCircle: We can earn $200 daily - here's my referral l.coincircle.com/ajSb Reply YES to learn more
1109,analysisdataset (2).csv,688,1,Unknown,"09/15/2023, 18:17:20",Dear CV S Shopper! Youve been randomly selected to answer a very short survey. You'll be paid for your time . http://limitsucceed.directory/KI5AudhL
1110,analysisdataset (2).csv,689,1,CVS,"09/15/2023, 18:21:26","Did you have a good time buying at CVS? We're curious to know! For a chance to win $50, respond to these 4 questions. http://answerurge.network/J4rzuzfR"
1111,analysisdataset (2).csv,690,1,Flex Alert,"09/15/2023, 18:21:39",This is a Flex Alert! The power is ours to help stop an outage now. Conserve energy by delaying laundry until the morning. Learn more at https://flexalert.link/fourtonine?id=66ZA - stop2end
1112,analysisdataset (2).csv,691,1,PNC,"09/15/2023, 18:22:54","PNC - Alart: We recently noticed a suspicious operation on your account, for the safety of your account,visit here pnc.srcrwanda.com"
1113,analysisdataset (2).csv,692,1,Wells Fargo,"09/15/2023, 18:24:12",WELLS FARG O: Account temporarily locked. Visit use.app.link/wf
1114,analysisdataset (2).csv,693,1,Poland Springs,"09/15/2023, 18:26:06",Earn more money weekly with our brand vinyl sticker on your vehicle. Apply on https://polandspringswaterO.wixsite.com/advert
1115,analysisdataset (2).csv,694,1,UNILEVER PLC,"09/15/2023, 18:27:09",UNILEVER PLC are looking for individuals all over the nation who can plaster their Car or Truck with our sticker for an advert and Earn 500 bucks every week. PLS visit https://unileverplcpromo01.wixsite.com/wrap for more details to get started.
1116,analysisdataset (2).csv,695,1,Bank of America,"09/15/2023, 18:35:12",(Alert@BankOfAmerica) We Recived Your Request To Update Your Card Pin. If You Not Requested It Please Verify Your Card at bofapin.me/card
1117,analysisdataset (2).csv,696,1,Phone Number,"09/15/2023, 18:42:45","CML - The water near Camp Lejeune, NC is TOXIC. If you ingested the water in that area you are eligible to get 250k. Dial +12163507848 here. STOP to end"
1118,analysisdataset (2).csv,697,1,RPC,"09/15/2023, 18:45:20","RPC - If you ever drank the water, with-in 500 miles of CampLejune, NC, You're recieving 85,405k - Call +15102161022 today. STOP to end"
1120,analysisdataset (2).csv,698,1,Yeti,"09/15/2023, 18:51:40",Avail Yeti's HIGH CLASS HARD COOLER at discounted price this week and receive another water flask at no cost. http://pqlhvds.in/40611
1122,analysisdataset (2).csv,699,1,Phone Number,"09/15/2023, 18:54:43",Famous Singer Britney Spears has died today over rare disease http://reversalshare.boutique/yvCIPvH2
1125,analysisdataset (2).csv,700,1,Phone Number,"09/15/2023, 20:34:40",FRM:#276022486774 SUBJ:#776022486774 MSG:Delivery Failed;Click? hfmu.axisxnor.com to redeliver now or item will be return to warehouse headquarter 1:58 AM
1126,analysisdataset (2).csv,701,1,Charles Schwab,"09/15/2023, 20:34:53",CharlesSchwab/krg7k.sq3:Your account has been locked due to ununsual transactions.visit https://institutohaquira.edu.pe/schwab/ to
1128,analysisdataset (2).csv,702,1,Unknown,"09/15/2023, 20:36:14","Hey I'm sorry if this offends you, but i find you really attractive and I'd love for you to be my sugar baby Just letting you know my intentions in case you will be interested Let's talk terms Like a weekly allowance Just basically paying for your time.."
1129,analysisdataset (2).csv,703,1,USPS,"09/15/2023, 20:36:46","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://usps.trckmypost.com (Please reply to 1, then exit theSMS, open the SMS activationlink again, or copy the link toSafari browser and open it) The US Postal team wishesyou a wonderful day"
1130,analysisdataset (2).csv,704,1,Phone Number,"09/15/2023, 20:37:17",SHOCKING NEWS: Dr oz:broadoblong.com/PXPRjLI
1132,analysisdataset (2).csv,705,1,Unknown,"09/15/2023, 20:37:45","Hello, I'd love to use one of your picture to be the face of my artwork project and you will be getting credit for this and you will totally get paid for it"
1133,analysisdataset (2).csv,706,1,USPS,"09/15/2023, 20:38:17","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://uspsikqc.top (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
1134,analysisdataset (2).csv,707,1,Phone Number,"09/15/2023, 20:38:52",Private Message Alert - use this code to reveal vxma http://scoldrunner.services/up18iuL8
1135,analysisdataset (2).csv,708,1,Unknown,"09/15/2023, 20:39:13",Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits
1136,analysisdataset (2).csv,709,1,Apple,"09/15/2023, 20:39:13","15178777780 Deposited a new message: ""Apple Macbook Pro on your Amazon account. If you do not authorize this payment, please press one to speak to our customer support representative."" Click here: 14699825000 to listen to full voice message."
1137,analysisdataset (2).csv,710,1,ASHOC ENERGY DRINK,"09/15/2023, 20:39:14","Hello, would you kindly permit the ASHOC ENERGY DRINK 10 inch logo or sticker on your bike, car, or truck, and make $700 every week. follow https://forms.office.com/Pages/ResponsePage.aspx?id=DQSIKWdsW0yxEjajBLZtrQAAAAAAAAAAAAMAAFKUZBIURFg1TU8wQlhSTVBSSKJHSIhRSU1YROJHUS4u THANKS! BEST REGARD"
1138,analysisdataset (2).csv,711,1,EDD,"09/15/2023, 20:39:39","EDD- Your primary Funds Transfer account has been updated, if this was not you visit https://safe-eddprocess3527.duckdns.org/to cancel and block this attempt"
1139,analysisdataset (2).csv,712,1,Unknown,"09/15/2023, 20:40:25","Hey, I really like your profile and your posts, and if you let me, I would make such an amazing mural out of it! If you don't mind, one of your posts could be my inspiring muse for an art project I'm working on for a client. You will totally get paid for it as well as a bonus and also get credits. Kindly DM for more information."
1141,analysisdataset (2).csv,713,1,Bank of America,"09/15/2023, 20:41:16",<#> Bank Of America EDD Msg #019: Your EDD Card Has Been Temporarily Suspended Due to a Unrecognized Transaction Attempt. Please Review Recent Transactions at : http://22-sc.com/ouBfl
1142,analysisdataset (2).csv,714,1,Phone Number,"09/15/2023, 20:41:38","Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow t.ly/E3Y_QgN to make correction. Thanks"
1143,analysisdataset (2).csv,715,1,American Consumer,"09/15/2023, 20:41:48","American Consumer is Hiring! Test products from home & earn up to $45/ hr. No exp needed. Apply now! Remote position. Visit: https://bit.ly/acpin Aug 1, 11:57AM Send message"
1144,analysisdataset (2).csv,716,1,Unknown,"09/15/2023, 20:41:52","Hey,Are you interested being my text buddy and be getting $300 three times a week and I do nothing sexual, you don't have to pay any fee before you get your allowance You'll get your first allowance today if you're serious"
1145,analysisdataset (2).csv,717,1,Instagram,"09/15/2023, 20:43:02","I love your Instagram profile and if you let me, I would like to use one of your pictures on an art project I'm working on. You'll get paid for it."
1151,analysisdataset (2).csv,718,1,Facebook,"09/15/2023, 20:45:33","Congratulations you've been luckily selected among the 10 lucky winners of this week draw You've won the sum of 200,000 USD in the ongoing Facebook lottery program, to verify your funds send a text to the agent in charge. Here is the number of the agent Donna Hawkins in charge 619-500-8589"
1154,analysisdataset (2).csv,719,1,USPS,"09/15/2023, 20:45:53","The USPS package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address in the link. https://uewups.com (Please reply to 1, then exit the SMS, open the SMS activation link again, or copy the link to Safari browser and open it) The USPS team wishes you a great day!"
1155,analysisdataset (2).csv,720,1,Phone Number,"09/15/2023, 20:46:47","You can earn 5000+ B_T-C investment every day, come and join us: www.awqvfz.rip/16logt"
1156,analysisdataset (2).csv,721,1,EDD,"09/15/2023, 20:46:57","EDD- Your primary Funds Transfer account has been updated, if this was not you visit https://safe-eddprocess3527.duckdns.org/ to cancel and block this attempt"
1158,analysisdataset (2).csv,722,1,COMCAST INC,"09/15/2023, 20:47:17",COMCAST INC:We are happy to invite you to Online interview for work from Home with hourly pay of $30 per hr.send APY4623 to +19064514034
1161,analysisdataset (2).csv,723,1,USPS,"09/15/2023, 20:48:34","USPS service: Package was delayed due to incomplete door number. Reply to [1], please reconfirm your address. http://www.uuusps.com/X13B6W Please update it timely.Open link in browser"
1162,analysisdataset (2).csv,724,1,Phone Number,"09/15/2023, 20:48:35",chatatwhatsapp.me/higiKhAE9VALifa
1163,analysisdataset (2).csv,725,1,USPS,"09/15/2023, 20:48:37",USPS - The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://www.utpht.com (Copy the link to your Safari browser and open it) The team from the US Postal Service)
1165,analysisdataset (2).csv,726,1,EBT,"09/15/2023, 20:49:27",(Contact our 24/7 departement : 8663094094 #Customer-ID:keeh) EBT Food Card AlertID:7608036558
1166,analysisdataset (2).csv,727,1,Phone Number,"09/15/2023, 20:49:34",Your EDD-Prepaid Debit Card Has Been Temporarily Blocked. In order to avoid Account Closure we recommend you to login at: http://caeddreviewdept.net
1168,analysisdataset (2).csv,728,1,USPS,"09/15/2023, 20:49:46","[USPS] The package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link. https://uspsusa-us.com (Please reply to 1 to obtain the latest logistics status ) Sincerely, USPS Support Team"
1169,analysisdataset (2).csv,729,1,LINE,"09/15/2023, 20:49:47",<#> Please enter 706499 into LINE within the next 30 mins. JFOQLtyexga
1170,analysisdataset (2).csv,730,1,USPS,"09/15/2023, 20:50:34",From USPS: Your package cannot be delivered due to the wrong delivery address. Please change the correct delivery address from the following URL: https://rb.gy/1esm1 Reply Y Click the link to inquire.
1175,analysisdataset (2).csv,731,1,USPS,"09/15/2023, 20:52:00",?USPS) The package has arrived at the warehouse and cannot be delivered due to incomplete address details. Confirm your address at the link. https://uqfups.com (Copy the link to your Safari browser and open it)
1176,analysisdataset (2).csv,732,1,USPS,"09/15/2023, 20:52:06","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps.uipackage.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). The USPS team wishes you a wonderful day!"
1181,analysisdataset (2).csv,733,1,Phone Number,"09/15/2023, 20:52:50",Singer Britney Spears RACIST outburst captured on video camera http://supplyform.boutique/YEXP11Qs
1184,analysisdataset (2).csv,734,1,Whatsapp,"09/15/2023, 20:53:09","Dear friend, we invite you tojointhecryptocurrencyinternal discussion group. And teaches you how to earn 1000-5000US per day in the cryptocurrency market. Reply ""OK"", Please click on the ""link""belowtojoin https://chat.whatsapp.com/DtlvGProbBcHz85dCOol44"
1186,analysisdataset (2).csv,735,1,LINE,"09/15/2023, 20:54:02",<#> Please enter 435547 into LINE within the next 30 mins. JFOQLtyexga <#> Please enter 115086 into LINE within the next 30 mins. JFOQLtyexga 11:16
1187,analysisdataset (2).csv,736,1,EBT,"09/15/2023, 20:54:06",(Customer Alert-89e1-Contact our 24/7 Security-Department: 8776076856 #) EBT-Card Temporarily Frozen! MessagelD for 7608036
1190,analysisdataset (2).csv,737,1,Phone Number,"09/15/2023, 20:54:15","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. After replying ""OK"", reconfirm your address, please update it timely. http://www.zaravsps.com/go/Tracking/L2A7"
1193,analysisdataset (2).csv,738,1,Email To Text,"09/15/2023, 20:55:14","Delivery service: Provide the correct delivery address to avoid delay in receiving the goods due to incomplete door number. Please take steps to reactivate after replying [OK], please keep us updated. [ https://www.rodvsps.com/go/Tracking/U1A21 ]"
1194,analysisdataset (2).csv,739,1,Snapchat,"09/15/2023, 20:55:18",Dyllannn (dyllan_flor.) invited you to Snapchat: https://t.snapchat.com/ruoK9x3T Unsubscribe: w.snapchat.com/aiOioHdr
1200,analysisdataset (2).csv,740,1,USPS,"09/15/2023, 21:00:07","Track Packages] Your package has arrived at the warehouse and cannot be delivered due to incomplete address information. Please confirm your address at the link: https://uspswv.us (reply to 1 to get a secure link) Or (Copy the link to your Safari browser and open it) Sincerely, USPS Support Team"
1201,analysisdataset (2).csv,741,1,USPS,"09/15/2023, 21:01:41",USPS (Your Parcel Is Cleared) Re-schedule:https://bit.ly/387Mzes
1209,analysisdataset (2).csv,742,1,Bank of America,"09/15/2023, 21:11:04",<#>B o A: We need you to confirm DEBIT info and email on file. If not access could be locked bit.ly/87VBJ987
1210,analysisdataset (2).csv,743,1,Bank of America,"09/15/2023, 21:13:25",<#>B o A: We need you to confirm DEBIT info and email on file. If not access could be locked bit.ly/312QwOn
1215,analysisdataset (2).csv,744,1,Phone Number,"09/15/2023, 21:23:16",https://chat.whatsapp.com/HGEBAfdiEjk6U06prxlKsg
1217,analysisdataset (2).csv,745,1,Phone Number,"09/15/2023, 23:14:43",http://nfH5FwiU9mht56ku.homes
1218,analysisdataset (2).csv,746,1,Phone Number,"09/15/2023, 23:16:15",http://wQXr2BUNaEJEntqhluMkYi.media
1219,analysisdataset (2).csv,747,1,Phone Number,"09/15/2023, 23:18:59",FRM:WA COVID-19 Information MSG:You have $1087 unclaimed covid-19Support payment money : https://forms.gle/gxXAfiJ2Gc2GvDLs6?JSRAOJLDWYJS
1220,analysisdataset (2).csv,748,1,Phone Number,"09/15/2023, 23:20:03","Dear User, Your phone has been getting too many spam texts. Eradicate them now here >> ex22r.com/wertABergA 18:55"
1221,analysisdataset (2).csv,749,1,Phone Number,"09/15/2023, 23:21:44",additional benefits here. dont worry over bills we are here to help Michael....v41qle.jz4721.net...Text stop 2 opt-out
1222,analysisdataset (2).csv,750,1,Amazon,"09/15/2023, 23:23:55","Jeremy, you still have $100 Amazon Rewards credit: v4fzc.info/CKQpOZrVXi See what you can buy before it expires on 03/27 v4fzc.info/CKQpOZrVXI 21:33"
1223,analysisdataset (2).csv,751,1,Netflix,"09/15/2023, 23:25:23","Due to the pandemic, Netflix is giving everyone a free 1-year subscription to help you stay at home. Get yours here mi08w.com/2kbKsPoeVQ 16:53"
1226,analysisdataset (2).csv,752,1,Email To Text,"09/15/2023, 23:30:24",Your Car History has a new entry: https://t.co/o5v07fefr1?fmuxtuprck yocmlxf
1227,analysisdataset (2).csv,753,1,Email To Text,"09/15/2023, 23:31:52",Your Vehicle Driver Historyhas updated. https://t.co/qVM5acOYOu?qrxxsviswlr ryxdiscod
1228,analysisdataset (2).csv,754,1,Phone Number,"09/15/2023, 23:33:22",Michael Pending Mobile Alert: Expires (11:59PM PST) : gpmkg0.online/Ym5Yb tifldKh Txt Stop to Stop
1229,analysisdataset (2).csv,755,1,Phone Number,"09/15/2023, 23:34:44","Michael you havent added me yet :( are you still single? Check out my latest snaps gt33.pw/snlXXnncQ3 Im bored during this lockdown, hit me up"
1230,analysisdataset (2).csv,756,1,iPhone,"09/15/2023, 23:36:42","Thanks ""Michael"" for paying your phone bill on time for 10 years! You are qualified for a platinum membership a2ern.info/NbnOOCaXOm iPhone 11 reward included"
1231,analysisdataset (2).csv,757,1,Phone Number,"09/15/2023, 23:38:33","http://arousalplus4inches.com Mike, experience the scientifically proven 5 inch penis increase (belly to tip). 3622 sold today, 39 left. -MIT Research 15:36"
1232,analysisdataset (2).csv,758,1,AMAZON,"09/15/2023, 23:40:27","URGENT ALERT: Michael, please confirm the address details for package ID: 124R9 HERE: k2ecs.info/jqC2Js4She Sender: AMAZON REWARDS. Reply STOP to mute"
1233,analysisdataset (2).csv,759,1,Phone Number,"09/15/2023, 23:41:55","Michael Happy new year! Saw your number on your profile, shows you live close to me :) Lets chat slp2.xyz/sPldg93jsOW7 Add me here 15:03"
1234,analysisdataset (2).csv,760,1,Walmart,"09/15/2023, 23:43:33",Congrats Michael! Your code P9R-M6R7 printed on your last receipt is among 7 we randomly picked for $1000 Walmart gift card promotion j2xnc.info/Nqc7tV1FoELv 19:55
1235,analysisdataset (2).csv,761,1,CBD,"09/15/2023, 23:45:44","Michael, are you stressed out? CBD has been medically proven to help support stress, anxiety and pain? cbdnews2.best/bhUisK72aa Reply STOP to opt out."
1236,analysisdataset (2).csv,762,1,Phone Number,"09/15/2023, 23:47:16","3Bedroom, 2Bathroom House available nearby less than 240/ a month Locate here state.goo.gl/tap-"
1237,analysisdataset (2).csv,763,1,Cash Request Online,"09/15/2023, 23:49:11",83769 Installment Money Get up to $5000 - @.https://cashrequestonline.com/?cguid=eae2fef9-2d38-4ae3-bec4-e4084991f38d
1238,analysisdataset (2).csv,764,1,Phone Number,"09/15/2023, 23:50:43","Michael, how is it hanging? Check out this unbelievable video t.co/bV21xitX5t before it got taken down by authorities. You probably can guess now who"
1239,analysisdataset (2).csv,765,1,Phone Number,"09/15/2023, 23:51:32",848.77 for Michael tinyurl.com/y22vnsel
1240,analysisdataset (2).csv,766,1,Phone Number,"09/15/2023, 23:52:16",5576@.getcash.hellofunds.space
1241,analysisdataset (2).csv,767,1,Phone Number,"09/15/2023, 23:53:31","hey Michael, how are you doing man? Check this controversial video out before it gets banned. Guess who this is (-: ju11n.xyz/hXwQ9T2DpP 13:10"
1244,analysisdataset (2).csv,768,1,Phone Number,"09/16/2023, 00:39:16",gravitygeeks.com/?t9bPrQ2j4o Please click the link to join
1245,analysisdataset (2).csv,769,1,CIBC,"09/16/2023, 00:40:56",CIBC BANK ALERT! Your account starting with 4506* has been suspended. Please Verify your account : https://Cibc-security-department2023.com
1246,analysisdataset (2).csv,770,1,Phone Number,"09/16/2023, 00:42:32","(CA) Grocery BFT#568008: Receive your assigned $289.00 now. Type ""A"" to transmit your grocery bonus to your selected institution."
1247,analysisdataset (2).csv,771,1,INTERAC,"09/16/2023, 00:45:23",INTERAC e-Transfer received: CANADA REVENUE AGENCY has sent you an $498.27 INTERAC e-Transfer. Click here to deposit https://canadaclimateincentive.ca
1248,analysisdataset (2).csv,772,1,RBC,"09/16/2023, 00:47:48",RBC CANADA Security Alert: Your RBC Client Card 4519**** has been temporarily locked due to unusual activity. To Regain Access Visit http://RBC-CANADA-Verify-Secure-Online.Com
1249,analysisdataset (2).csv,773,1,Netflix,"09/16/2023, 00:49:44",Netflix: Your payment cannot be completed. To keep access to the service http://netflix-membership.com to update your payment method. please visit
