record_id,screenshot_file,screenshot_index,message_order,source,visible_date_label,extracted_text
185,precleaned\Zabala - April 28\Screenshot_20260428_160152_Messages.jpg,119,2,Smart,Tuesday 9 Sept + 2:23 pm,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES!"
186,precleaned\Zabala - April 28\Screenshot_20260428_160204_Messages.jpg,120,1,Smart,,C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards! Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99.
187,precleaned\Zabala - April 28\Screenshot_20260428_160204_Messages.jpg,120,2,Smart,Tuesday 14 Oct + 6:46am,"Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES!"
188,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,121,1,Smart,,"4:02 OM e © F il & € Smart App : with just a tap on the Smart App! Click “Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards!"
189,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,121,2,Smart,Tuesday 11 Nov + 8:18 pm,"Get EXCLUSIVE promos every week JUST FOR YOU with just a tap on the Smart App! Click ""Don't Miss Out"" NOW on smrt.ph/SmartApp for MORE SURPRISES! C Tap to load preview"
190,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,121,3,Smart,Tuesday 11 Nov + 8:18 pm,Awesome! You can now enjoy 6 GB SHAREABLE DATA FOR ALL SITES for 7 days with ALL DATA 99. You have successfully redeemed ALL DATA 99 using 99 GigaPoints. Keep using the Smart App to earn MORE points to redeem MORE rewards!
191,precleaned\Zabala - April 28\Screenshot_20260428_160208_Messages.jpg,121,4,Unknown,8:18 pm,Can't reply to this short code. Learn more
192,precleaned\Zabala - April 28\Screenshot_20260428_160546_Messages.jpg,122,1,Unknown,,Your Discord security code is: 559242 tzD9jJY28Wrn
193,precleaned\Zabala - April 28\Screenshot_20260428_160546_Messages.jpg,122,2,Unknown,,Your Discord security code is: 033491 tzD9jJY28Wrn
194,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,123,1,Unknown,Monday 26 Feb 2024 + 7:07 am,Your Claude verification code is: 213806 Your Claude verification code is: 213806 Your Claude verification code is: 754611 Your Claude verification code is: 213806 a Unread KK
195,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,123,2,Unknown,Thursday 30 Jan 2025 * 5:34pm,Your Claude verification code is: 342073
196,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,123,3,Unknown,Friday 31 Jan 2025 + 11:48am,Your Claude verification code is: 803237
197,precleaned\Zabala - April 28\Screenshot_20260428_160604_Messages.jpg,123,4,Unknown,Monday 29 Dec « 7:56am,Your Indeed verification code is: 858364
198,precleaned\Zabala - April 28\Screenshot_20260428_160635_Messages.jpg,124,1,TikTok,,#][TikTok] 262314 is your verification code DaewVIZQ+ns
199,precleaned\Zabala - April 28\Screenshot_20260428_160647_Messages.jpg,125,1,Unknown,Tuesday 10 Feb « 11:22am,Hi Ka-LBC! We will deliver your shipment 174260568789 today. Provide authorization & ID if not around. Photo may be taken as proof of delivery. Thanks
200,precleaned\Zabala - April 28\Screenshot_20260428_160647_Messages.jpg,125,2,Unknown,Tuesday 10 Feb + 4:56pm,Hi Ka-LBC! Your shipment 174260568789 was received by ZABALA RALF CEDRIC TRIPOLI on 10-02-2026. Thanks
201,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,126,1,Microsoft,Wednesday 17 Jan 2024 + 4:32 pm,Use verification code 889469 for Microsoft authentication. Use verification code 247616 for Microsoft authentication.
202,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,126,2,Microsoft,Friday 19 Jan 2024 + 2:42pm,Use verification code 597521 for Microsoft authentication.
203,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,126,3,Microsoft,Saturday 20 Jan 2024 + 10:20 pm,Use verification code 367299 for Microsoft authentication.
204,precleaned\Zabala - April 28\Screenshot_20260428_160721_Messages.jpg,126,4,Microsoft,Friday 26 Jan 2024 + 8:50am,Use verification code 090515 for Microsoft authentication.
205,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,127,1,Microsoft,Wednesday 31 Jan 2024 + 7:47am,Use verification code 617100 for Microsoft authentication.
206,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,127,2,Microsoft,Friday 23 Feb 2024 + 12:58 pm,Use verification code 266679 for Microsoft authentication.
207,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,127,3,Microsoft,Saturday 24 Feb 2024 + 11:06pm,Use verification code 370419 for Microsoft authentication.
208,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,127,4,Microsoft,Sunday 3 Mar 2024 + 8:58am,Use verification code 298711 for Microsoft authentication.
209,precleaned\Zabala - April 28\Screenshot_20260428_160730_Messages.jpg,127,5,Microsoft,Monday 20 May 2024 « 8:19am,Use verification code 323784 for Microsoft authentication.
210,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,128,1,Microsoft,Wednesday 5 Jun 2024 + 1:19pm,Use verification code 404625 for Microsoft authentication.
211,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,128,2,Microsoft,Sunday 30 Jun 2024 + 3:59pm,Use verification code 283773 for Microsoft authentication.
212,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,128,3,Microsoft,Wednesday 3 Jul 2024 + 8:27 pm,Use verification code 345809 for Microsoft authentication.
213,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,128,4,Microsoft,Monday 8 Jul 2024 + 9:00am,Use verification code 622650 for Microsoft authentication.
214,precleaned\Zabala - April 28\Screenshot_20260428_160740_Messages.jpg,128,5,Microsoft,Monday 8 Jul 2024 + 11:14am,Use verification code 251631 for Microsoft authentication.
215,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,129,1,Microsoft,,Use verification code 488546 for Microsoft authentication.
216,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,129,2,Microsoft,Friday 12 Jul 2024 + 9:55pm,Use verification code 574136 for Microsoft authentication.
217,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,129,3,Microsoft,Wednesday 21 Aug 2024 « 11:13 am,Use verification code 386144 for Microsoft authentication.
218,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,129,4,Microsoft,Thursday 22 Aug 2024 + 6:32pm,Use verification code 042880 for Microsoft authentication.
219,precleaned\Zabala - April 28\Screenshot_20260428_160753_Messages.jpg,129,5,Microsoft,Saturday 31 Aug 2024 + 4:35pm,Use verification code 554148 for Microsoft authentication. Use verification code 190792 for Microsoft authentication.
220,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,130,1,Microsoft,,Use verification code 758835 for Microsoft authentication.
221,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,130,2,Microsoft,Thursday 3 Oct 2024 + 2:37 pm,Use verification code 194842 for Microsoft authentication.
222,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,130,3,Microsoft,Sunday 27 Oct 2024 + 7:57pm,Use verification code 580943 for Microsoft authentication.
223,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,130,4,Microsoft,Tuesday 29 Oct 2024 + 10:54 pm,Use verification code 972560 for Microsoft authentication.
224,precleaned\Zabala - April 28\Screenshot_20260428_160805_Messages.jpg,130,5,Microsoft,Sunday 24 Nov 2024 « 12:24 pm,Use verification code 695704 for Microsoft authentication. Use verification code 125610 for Microsoft authentication.
225,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,131,1,Microsoft,,Use verification code 743618 for Microsoft authentication.
226,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,131,2,Microsoft,Friday 31 Jan 2025 + 10:41am,Use verification code 670320 for Microsoft authentication.
227,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,131,3,Microsoft,Friday 7 Feb 2025 + 1:48pm,Use verification code 938117 for Microsoft authentication. Use verification code 305511 for Microsoft authentication.
228,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,131,4,Microsoft,Tuesday 11 Feb 2025 - 10:09am,Use verification code 150387 for Microsoft authentication.
229,precleaned\Zabala - April 28\Screenshot_20260428_160816_Messages.jpg,131,5,Microsoft,Thursday 20 Feb 2025 + 4:50pm,Use verification code 197435 for Microsoft authentication.
230,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,132,1,Microsoft,,Use verification code 029857 for Microsoft authentication.
231,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,132,2,Microsoft,Monday 24 Feb 2025 « 12:19am,Use verification code 729926 for Microsoft authentication.
232,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,132,3,Microsoft,Friday 28 Feb 2025 « 2:35 pm,Use verification code 341976 for Microsoft authentication.
233,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,132,4,Microsoft,Thursday 13 Mar 2025 + 4:29 pm,Use verification code 362450 for Microsoft authentication.
234,precleaned\Zabala - April 28\Screenshot_20260428_160829_Messages.jpg,132,5,Microsoft,Wednesday 19 Mar 2025 + 3:53 pm,Use verification code 526222 for Microsoft authentication. Use verification code 160190 for Microsoft authentication.
235,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,133,1,Microsoft,,Use verification code 589265 for Microsoft authentication.
236,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,133,2,Microsoft,Monday 12 May + 4:23 pm,Use verification code 381220 for Microsoft authentication.
237,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,133,3,Microsoft,Tuesday 13 May « 11:20 am,Use verification code 702880 for Microsoft authentication. Use verification code 880044 for Microsoft authentication.
238,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,133,4,Microsoft,Saturday 31 May * 10:09am,Use verification code 175844 for Microsoft authentication.
239,precleaned\Zabala - April 28\Screenshot_20260428_160839_Messages.jpg,133,5,Microsoft,Friday 6 Jun * 6:30pm,Use verification code 499667 for Microsoft authentication.
240,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,134,1,Microsoft,,Use verification code 296228 for Microsoft authentication. Use verification code 257353 for Microsoft authentication.
241,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,134,2,Microsoft,Wednesday 11 Jun « 11:07 am,Use verification code 880400 for Microsoft authentication.
242,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,134,3,Microsoft,Thursday 12 Jun * 7:59pm,Use verification code 647723 for Microsoft authentication.
243,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,134,4,Microsoft,Saturday 14 Jun * 10:25 am,Use verification code 546907 for Microsoft authentication.
244,precleaned\Zabala - April 28\Screenshot_20260428_160852_Messages.jpg,134,5,Microsoft,Thursday 19 Jun + 9:57 pm,Use verification code 082468 for Microsoft authentication.
245,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,135,1,Microsoft,,Use verification code 159152 for Microsoft authentication. Use verification code 266662 for Microsoft authentication.
246,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,135,2,Microsoft,Monday 30 Jun * 2:03 pm,Use verification code 662822 for Microsoft authentication.
247,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,135,3,Microsoft,Friday 4 Jul * 1:00pm,Use verification code 043444 for Microsoft authentication.
248,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,135,4,Microsoft,Wednesday 9 Jul * 2:24pm,Use verification code 637711 for Microsoft authentication.
249,precleaned\Zabala - April 28\Screenshot_20260428_160904_Messages.jpg,135,5,Microsoft,Saturday 19 Jul + 12:38 am,Use verification code 279696 for Microsoft authentication.
250,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,136,1,Microsoft,Saturday 19 Jul + 11:34 am,Use verification code 282242 for Microsoft authentication.
251,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,136,2,Microsoft,Wednesday 23 Jul + 8:23 pm,Use verification code 139144 for Microsoft authentication.
252,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,136,3,Microsoft,Thursday 24 Jul + 1:51am,Use verification code 859442 for Microsoft authentication.
253,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,136,4,Microsoft,Thursday 24 Jul * 9:36pm,Use verification code 905580 for Microsoft authentication.
254,precleaned\Zabala - April 28\Screenshot_20260428_160912_Messages.jpg,136,5,Microsoft,Thursday 24 Jul + 10:53 pm,Use verification code 767068 for Microsoft authentication.
255,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,137,1,Microsoft,,Use verification code 167843 for Microsoft authentication.
256,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,137,2,Microsoft,Thursday 7 Aug * 2:02pm,Use verification code 000354 for Microsoft authentication.
257,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,137,3,Microsoft,Wednesday 20 Aug « 11:41am,Use verification code 219606 for Microsoft authentication.
258,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,137,4,Microsoft,Wednesday 20 Aug + 6:18pm,Use verification code 247589 for Microsoft authentication.
259,precleaned\Zabala - April 28\Screenshot_20260428_160921_Messages.jpg,137,5,Microsoft,Friday 22 Aug + 9:52am,Use verification code 499681 for Microsoft authentication.
260,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,138,1,Microsoft,,Use verification code 084005 for Microsoft authentication.
261,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,138,2,Microsoft,Tuesday 16 Sept + 2:27 pm,Use verification code 974814 for Microsoft authentication. Use verification code 702830 for Microsoft authentication.
262,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,138,3,Microsoft,Wednesday 17 Sept « 8:11pm,Use verification code 169785 for Microsoft authentication.
263,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,138,4,Microsoft,Tuesday 4 Nov + 8:23am,Use verification code 379869 for Microsoft authentication.
264,precleaned\Zabala - April 28\Screenshot_20260428_160932_Messages.jpg,138,5,Microsoft,Tuesday 4 Nov + 1:39pm,Use verification code 153958 for Microsoft authentication.
265,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,139,1,Microsoft,,Use verification code 410924 for Microsoft authentication.
266,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,139,2,Microsoft,Monday 10 Nov « 4:07 pm,Use verification code 135491 for Microsoft authentication.
267,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,139,3,Microsoft,Wednesday 7 Jan « 8:23 pm,Use verification code 674378 for Microsoft authentication. Use verification code 291030 for Microsoft authentication.
268,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,139,4,Microsoft,Friday 9 Jan + 12:53 pm,Use verification code 085792 for Microsoft authentication.
269,precleaned\Zabala - April 28\Screenshot_20260428_160942_Messages.jpg,139,5,Microsoft,Friday 16 Jan + 2:29 pm,Use verification code 545870 for Microsoft authentication.
270,precleaned\Zabala - April 28\Screenshot_20260428_160951_Messages.jpg,140,1,Microsoft,Wednesday 18 Feb + 5:43 pm,Use verification code 812668 for Microsoft authentication.
271,precleaned\Zabala - April 28\Screenshot_20260428_160951_Messages.jpg,140,2,Microsoft,Wednesday 18 Feb + 8:20 pm,Use verification code 531530 for Microsoft authentication. Use verification code 915596 for Microsoft authentication. Use verification code 367178 for Microsoft authentication.
272,precleaned\Zabala - April 28\Screenshot_20260428_161146_Messages.jpg,141,1,Smart,,1/2 29-Dec 18:25: P300 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:ALT572I6NT. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp C
273,precleaned\Zabala - April 28\Screenshot_20260428_161146_Messages.jpg,141,2,Unknown,,Tap to load preview
274,precleaned\Zabala - April 28\Screenshot_20260428_161146_Messages.jpg,141,3,Smart,Sunday 21 Jan 2024 + 8:49am,1/2 21-Jan 08:49: P115 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:BAL49HHY30. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp
275,precleaned\Zabala - April 28\Screenshot_20260428_161157_Messages.jpg,142,1,Smart,,1/2 O7-Feb 21:30: P300 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:BB76BDDJXW. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp C Tap to load preview
276,precleaned\Zabala - April 28\Screenshot_20260428_161157_Messages.jpg,142,2,Smart,Wednesday 6 Mar 2024 + 2:04pm,1/2 06-Mar 14:04: P300 loaded to 09397250664 from XXXXXXXX7017 for 1 year. Ref:BC63E9IT6R. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp
277,precleaned\Zabala - April 28\Screenshot_20260428_161205_Messages.jpg,143,1,Smart,,1/2 24-Mar 17:01: P300 loaded to 09397250664 from XXXXXXXXO0245 for 1 year. Ref:BCO6G541J6. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp Cc Tap to load preview
278,precleaned\Zabala - April 28\Screenshot_20260428_161205_Messages.jpg,143,2,Smart,Monday 8 Apr 2024 + 6:56pm,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp C Tap to load preview 1/2 08-Apr 18:56: P300 loaded to 09397250664 from XXXXXXXX8660 for 1 year. Ref:BD82HOEAOM. Get MORE with PROMO LOAD in the Smart App!
279,precleaned\Zabala - April 28\Screenshot_20260428_161214_Messages.jpg,144,1,Unknown,,2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp Cc
280,precleaned\Zabala - April 28\Screenshot_20260428_161214_Messages.jpg,144,2,Smart,,Tap to load preview 1/2 21-Jun 18:55: P300 loaded to 09397250664 from XXXXXXXX7017 for 1 year. Ref:BFL7P3UKFJ. Get MORE with PROMO LOAD in the Smart App!
281,precleaned\Zabala - April 28\Screenshot_20260428_161214_Messages.jpg,144,3,TikTok,Sunday 28 Jul 2024 +» 5:52pm,1/2 28-Jul 17:52: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BGS3SOGQDL. Get MORE with PROMO LOAD in the Smart App! 2/2 Do it ALL with POWER ALL! Enjoy up to 30 Days of FREE TikTok + 20 GB + Unli Calls & Texts. Get it NOW at smrt.ph/SmartApp
282,precleaned\Zabala - April 28\Screenshot_20260428_161223_Messages.jpg,145,1,Smart,,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
283,precleaned\Zabala - April 28\Screenshot_20260428_161223_Messages.jpg,145,2,Smart,,1/2 03-Sep 16:02: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BIS9W8FBFD. Get MORE with PROMO LOAD in the Smart App!
284,precleaned\Zabala - April 28\Screenshot_20260428_161223_Messages.jpg,145,3,Smart,Thursday 17 Oct 2024 + 10:30am,"1/2 17-Oct 10:30: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BJH13863R9. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
285,precleaned\Zabala - April 28\Screenshot_20260428_161232_Messages.jpg,146,1,Smart,,"1/2 13-Dec 17:09: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BLDO8KWBEO. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C"
286,precleaned\Zabala - April 28\Screenshot_20260428_161232_Messages.jpg,146,2,Unknown,,Tap to load preview
287,precleaned\Zabala - April 28\Screenshot_20260428_161232_Messages.jpg,146,3,Smart,Thursday 2 Jan 2025 + 1:48am,"1/2 02-Jan 01:48: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CA22ADZ7TI. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp"
288,precleaned\Zabala - April 28\Screenshot_20260428_161240_Messages.jpg,147,1,Smart,,"1/2 15-Jan 01:12: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CAFOBL4266. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
289,precleaned\Zabala - April 28\Screenshot_20260428_161240_Messages.jpg,147,2,Smart,Wednesday 5 Feb 2025 « 1:19 pm,"1/2 05-Feb 13:19: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CB56DJX3TO. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
290,precleaned\Zabala - April 28\Screenshot_20260428_161252_Messages.jpg,148,1,Smart,,"1/2 12-Feb 14:29: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CBC7E6GOLF. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C Tap to load preview"
291,precleaned\Zabala - April 28\Screenshot_20260428_161252_Messages.jpg,148,2,Smart,Monday 3 Mar 2025 + 1:49pm,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C Tap to load preview 1/2 03-Mar 13:49: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CC34FV1IYC6. Get MORE with PROMO LOAD in the Smart App!"
292,precleaned\Zabala - April 28\Screenshot_20260428_161302_Messages.jpg,149,1,Smart,,"2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
293,precleaned\Zabala - April 28\Screenshot_20260428_161302_Messages.jpg,149,2,Smart,,1/2 15-Mar 16:35: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref: CCF6GZOPAO. Get MORE with PROMO LOAD in the Smart App!
294,precleaned\Zabala - April 28\Screenshot_20260428_161302_Messages.jpg,149,3,Smart,Saturday 29 Mar 2025 * 10:40 pm,"1/2 29-Mar 22:40: P500 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CCT3IAN2V9. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
295,precleaned\Zabala - April 28\Screenshot_20260428_161314_Messages.jpg,150,1,Smart,,"1/2 29-Mar 22:42: P100 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CCTZIANIGE. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C"
296,precleaned\Zabala - April 28\Screenshot_20260428_161314_Messages.jpg,150,2,Unknown,,Tap to load preview
297,precleaned\Zabala - April 28\Screenshot_20260428_161314_Messages.jpg,150,3,Smart,Saturday 5 Apr 2025 * 7:20pm,"1/2 05-Apr 19:20: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CD57IWVG2D. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
298,precleaned\Zabala - April 28\Screenshot_20260428_161323_Messages.jpg,151,1,Smart,,"1/2 O7-May 10:38: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CE75LPS10B. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
299,precleaned\Zabala - April 28\Screenshot_20260428_161323_Messages.jpg,151,2,Smart,Tuesday 13 May * 12:50 pm,"1/2 13-May 12:50: P200 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref: CEDIMAJJVP. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp"
300,precleaned\Zabala - April 28\Screenshot_20260428_161333_Messages.jpg,152,1,Smart,,"1/2 06-Jun 20:05: P200 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CF610F4VRP. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview"
301,precleaned\Zabala - April 28\Screenshot_20260428_161333_Messages.jpg,152,2,Smart,Tuesday 10 Jun * 12:36pm,"1/2 10-Jun 12:36: P200 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:;CFAIOQ5BYL. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp"
302,precleaned\Zabala - April 28\Screenshot_20260428_161342_Messages.jpg,153,1,Smart,,"1/2 15-Aug 12:31: P200 loaded to 09397250664 from XXXXXXXX2950 for 1 year. Ref:;CHF6UDJ2WU. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp C"
303,precleaned\Zabala - April 28\Screenshot_20260428_161342_Messages.jpg,153,2,Unknown,,Tap to load preview
