final_dataset_version,final_row_id,final_split_eligible,final_dataset_role,data_origin,is_synthetic,source_name,dataset_name,source_group,normalized_label,message_raw,message_clean,service_category,scam_category,label_status,review_status,notes,unified_id,source_row_id,source_label,raw_text_available,raw_text_status,cleaning_status,raw_lookup_status,raw_lookup_notes,contains_url,contains_email,contains_phone,contains_otp,contains_amount,contains_account_hint,institution_type,source_file,reviewer_notes,synthetic_template_id,generation_method
v1_public_real_only,v1_public_real_only_row_005926,True,main_binary_classification,public_real,False,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,smishing,XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our mobile customers to receive a $ 400 reward. Just call 09066364589,XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our mobile customers to receive a <AMOUNT> reward. Just call <PHONE>,,,accepted,accepted,URL=No; EMAIL=No; PHONE=yes. Mishra spam is preserved for later smishing relabel review.,mishra_004076,4076,Smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,false,false,true,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005927,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"/ ALERTs / Your number 3134048290 was removed from your account. If this wasn't you, visit https://reviewerror.ru/ncsecu to contact","/ ALERTs / Your number <PHONE> was removed from your account. If this wasn't you, visit <URL> to contact",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_016508; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_016508,ncsu_sms_phishing_016508,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,true,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005928,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,smishing,Y'ello! Please reply with a valid email address for the decision-maker of the MTN BUSINESS account for : so we can send important updates.,Y'ello! Please reply with a valid email address for the decision-maker of the MTN BUSINESS account for: so we can send important updates.,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_20700; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=telecom,strict_replacement_imc25_english_smish_20724,imc25_english_smish_20724,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Placeholder/anonymized raw row replaced by strict raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005929,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,/ 4/24/2023 7:09:44 PM / You pay sam jeff $500 USD if it's not you click here to cancel https://shunsuke-sakami.yoga,/ 4/24/2023 7:09:44 PM / You pay sam jeff <AMOUNT> USD if it's not you click here to cancel <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_030565; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_030565,ncsu_sms_phishing_030565,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005930,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"Medicare: You are closely related to having Omicron. To request a free PCR kit, please visit: https://auservices-medicare.com","Medicare: You are closely related to having Omicron. To request a free PCR kit, please visit: <URL>",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_002168; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_002168,ncsu_sms_phishing_002168,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005931,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"The account is locked, log in to the account for verivication.","The account is locked, log in to the account for verivication.",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_17182; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,replacement_imc25_english_smish_17182,imc25_english_smish_17182,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005932,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,PROFIT FR0M $613 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: https://ceqasimo.halusyof.com/0jka?1,PROFIT FR0M <AMOUNT> PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE YOUR P0SSIBLE PR0FITS CLICK HERE: <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_013010; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_013010,ncsu_sms_phishing_013010,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005933,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,hi visit goooooogle.com dc,hi visit <URL> dc,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049325; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_017651,ncsu_sms_phishing_017651,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005934,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,PR0FIT FR0M $537 PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PR0FITS CLICK HERE: www.ceqasimo.halusyof.com/0jka?3,PR0FIT FR0M <AMOUNT> PER DAY. GET RICH ON 0IL IN A CRISIS! CALCULATE Y0UR P0SSIBLE PR0FITS CLICK HERE: <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_012930; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_012930,ncsu_sms_phishing_012930,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005935,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,Important message from Bangladesh Bank. For details click here: https://wa.me/8801917788990,Important message from Bangladesh Bank. For details click here: <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0018; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0018,hf_bengali_sms_smishing_english_smish_0018,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,true,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005936,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,419.66ÙŠÐТ ^[email protected]}]","【 <URL> 】 A***unt Login:Rom88 P***word:R66888 Usable:3,965,419.66ÙŠÐТ ^[email protected]}]",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_032682; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_032682,ncsu_sms_phishing_032682,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005937,True,main_binary_classification,public_real,False,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,smishing,"The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. https://usps-address-amend.com (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). O'","The USPS package arrived at the warehouse but could not be delivered due to incomplete address information. Please confirm your address in the link. <URL> (Please reply Y, then exit the text message and open it again to activate the link, or copy the link and open it in your Safari browser). O'",,,accepted,accepted,category=Delivery; brand=USPS; sender_type=Email To Text; url=https://usps-address-amend.com; domain=usps-address-amend.com,smishtank_1538,1538,verified_smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005938,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,Your NRB Commercial Bank trade finance suspended. Restore: nrbcommercial-trade.org,Your NRB Commercial Bank trade finance suspended. Restore: <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=wrong number; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0406; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0406,hf_bengali_sms_smishing_english_smish_0406,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005939,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,"【 usdtytrc.com 】 A***unt Login:Rom88 P***word:R66888 Usable:3,992,537.66Ù
Š
Ð Т @,【","【 <URL> 】 A***unt Login:Rom88 P***word:R66888 Usable:3,992,537.66Ù Š Ð Т @,【",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049457; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_042278,ncsu_sms_phishing_042278,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005940,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,"[Binance] According to local regulations, please update web3.0 before April 11, otherwise the account will be frozen. bineanc.net","[Binance] According to local regulations, please update web3.0 before April 11, otherwise the account will be frozen. <URL>",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_024250; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_024250,ncsu_sms_phishing_024250,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005941,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,PR0FIT FR0M $469 PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PROFITS CLICK HERE: ceqasimo.halusyof.com/0jka?0,PR0FIT FR0M <AMOUNT> PER DAY. GET RICH 0N OIL IN A CRISIS! CALCULATE YOUR P0SSIBLE PROFITS CLICK HERE: <URL>?0,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_013077; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_013077,ncsu_sms_phishing_013077,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005942,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,AnPost: Your parcel has an outstanding payment of €1.99. Pay this via: parcel-redirect-service.co or your parcel will be held at the depot,AnPost: Your parcel has an outstanding payment of <AMOUNT>. Pay this via: <URL> or your parcel will be held at the depot,,,accepted,candidate,category=Lawsuits/Settlements; brand=Marine Corps; sender_type=Phone Number; url=; domain=,campaign_family_replacement_ncsu_sms_phishing_014509,ncsu_sms_phishing_014509,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,false,false,true,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005943,True,main_binary_classification,public_real,False,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,smishing,Avail Yeti's HIGH CLASS HARD COOLER at discounted price this week and receive another water flask at no cost. http://pqlhvds.in/40611,Avail Yeti's HIGH CLASS HARD COOLER at discounted price this week and receive another water flask at no cost. <URL>,,,accepted,accepted,category=Advertisement; brand=Yeti; sender_type=Phone Number; url=http://pqlhvds.in/40611; domain=pqlhvds.in,smishtank_1120,1120,verified_smishing,True,original_unredacted,cleaned_from_raw,found_in_source_archive,Recovered source text from the original source archive using source_row_id.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005944,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,Insurance claim rejected. Appeal fee 31584 TK: secure-bd.com/pay,Insurance claim rejected. Appeal fee 31584 TK: <URL>,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=wrong number; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0167; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0167,hf_bengali_sms_smishing_english_smish_0167,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005945,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,@WELLS_FARGO ALERT your Bank Account have been limited for security reasons go to http://,@WELLS_FARGO ALERT your Bank Account have been limited for security reasons go to http://,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=spam; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_08627; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,replacement_imc25_english_smish_08627,imc25_english_smish_08627,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005946,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"CIMB: There has been a login attempted from a new device. If this was NOT you, please follow the steps:","CIMB: There has been a login attempted from a new device. If this was NOT you, please follow the steps:",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_13223; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=banking,replacement_imc25_english_smish_13223,imc25_english_smish_13223,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005947,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"[ IRS ]Your 2023 tax return has discrepancies and missing information. You are due a $573.00 refund. Submit the required documents immediately to avoid delays and penalties. Please confirm your information in the link.

(Please reply 1, then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser)

IRS
Act now to secure your refund.","[ IRS ]Your 2023 tax return has discrepancies and missing information. You are due a <AMOUNT> refund. Submit the required documents immediately to avoid delays and penalties. Please confirm your information in the link. (Please reply 1, then exit the SMS, open the SMS activation link again, or copy the link and open it in Safari browser) IRS Act now to secure your refund.",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_00785; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=government,replacement_imc25_english_smish_00785,imc25_english_smish_00785,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005948,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"Congratulations,
Dear Customer,
Only You Got Xiaomi Special offer
Buy Latest Redmi Note 6 Pro At Just Rs.11/- Only,
Hurry Click Now-","Congratulations, Dear Customer, Only You Got Xiaomi Special offer Buy Latest Redmi Note 6 Pro At Just Rs.11/- Only, Hurry Click Now-",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_17785; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=others,replacement_imc25_english_smish_17785,imc25_english_smish_17785,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005949,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,You should be aware that setting up your token is required. Please enter your home address for delivery as your Card-Package is ready to ship.,You should be aware that setting up your token is required. Please enter your home address for delivery as your Card-Package is ready to ship.,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_04813; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=delivery,replacement_imc25_english_smish_04813,imc25_english_smish_04813,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005950,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,"Genius Juice:
Welcome to the Genius Squad. Enjoy $5 off our organic smoothies w/ no dumb stuff using WELCOME5
https://kvo6.io/0/4SBLGt
Text STOP to opt-out",Genius Juice: Welcome to the Genius Squad. Enjoy <AMOUNT> off our organic smoothies w/ no dumb stuff using WELCOME5 <URL> Text STOP to opt-out,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049877; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_002427,ncsu_sms_phishing_002427,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005951,True,main_binary_classification,public_real,False,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,smishing,Win free match tickets with Shakib Al Hasan by betting on IPL today. Click here: xini.eu/00Qe,Win free match tickets with Shakib Al Hasan by betting on IPL today. Click here: xini.eu/00Qe,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate hf_bengali_sms_smishing_english_smish_0547; source_url=https://huggingface.co/datasets/shariul-islam/bengali-sms-smishing-dataset; scam_category=other,replacement_hf_bengali_sms_smishing_english_smish_0547,hf_bengali_sms_smishing_english_smish_0547,smish,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005952,True,main_binary_classification,public_real,False,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,smishing,"[ I.R.S ] You will receive a tax refund of $573.00, but cannot process it due to incomplete personal information. Please confirm your information in the link.","[ I.R.S ] You will receive a tax refund of <AMOUNT>, but cannot process it due to incomplete personal information. Please confirm your information in the link.",,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=delivery; strict-clean approved gathered smishing row. | raw_recovery: source candidate imc25_english_smish_00063; source_url=https://github.com/reportsmishing/Smishing-Dataset-IMC25; scam_category=government,replacement_imc25_english_smish_00063,imc25_english_smish_00063,smishing_corpus_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,false,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005953,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,campaign_family_replacement_91k_pool,smishing,"Wallet:  You  only  acquired  0.59045  BTC  worth  $4,394  by  bringing  59  min  in  the  unfinished  state  confirmation.:https://upsetus.com/bit/bitly/uE  Ref.891",Wallet: You only acquired 0.59045 BTC worth <AMOUNT> by bringing 59 min in the unfinished state confirmation.:<URL> Ref.891,,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=banking; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_049916; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,campaign_family_replacement_ncsu_sms_phishing_003172,ncsu_sms_phishing_003172,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool_campaign_family,Campaign-family replacement from raw-available 91k candidate pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
v1_public_real_only,v1_public_real_only_row_005954,True,main_binary_classification,public_real,False,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,smishing,ANZ: a new card request was processed to binance for 1800$ if you do not recognise please access https://cancelrequest-anz.com/ (S),ANZ: a new card request was processed to binance for 1800$ if you do not recognise please access <URL> (S),,,accepted,candidate,original_source=Smishing-Dataset-IMC25; scam_category=others; strict-clean approved gathered smishing row. | raw_recovery: source candidate ncsu_sms_phishing_002161; source_url=https://github.com/wspr-ncsu/sms-phishing; scam_category=other,replacement_ncsu_sms_phishing_002161,ncsu_sms_phishing_002161,phishing_messages_row,True,original_unredacted,cleaned_from_raw,replaced_from_91k_pool,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.,true,false,false,,,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,,,public_source
