old_review_id,old_message_raw,old_failure_reason,replacement_candidate_id,replacement_message_raw,replacement_source_name,replacement_dataset_name,replacement_candidate_reason,replacement_priority_score,notes
EXP-SPAM-0389,5576@getcash.hello <URL>,placeholder_raw,rawrep_b36eca017b12,Land registration office requires bribe 22000 TK for quick processing: land-bribe.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0396,Read more info regarding your <NAMED_ENTITY>  There is a donation for you from <NAMED_ENTITY> and <NAMED_ENTITY> for a total sum of £<US_DRIVER_LICENSE>.00 GBP equivalent to $<US_DRIVER_LICENSE>.00 USD.  You are to provide your Ref No JJT0019058 to authenticate you are the legit Beneficiary of the Donation and ensure you don't share your Ref No with anyone and keep it strictly confidential.  Reply from your Personal Email address WITH your Ref No (JJT0019058) and MOBILE NO to <NAMED_ENTITY> and <NAMED_ENTITY> Email address below for further information.,placeholder_raw;too_long,rawrep_5fba7f7e1a2f,400%   +   100   Spins   to   try   new   games   at   4Crowns!   Make   your   first   deposit   now:   slgn.me/9BSzdx   (   Unsubscribe:   rkwx.link/9BS2Fx   ),SMS Phishing Dataset,wspr-ncsu/sms-phishing,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0397,Hi <PHONE_NUMBER> Transaction successfully done of Rs.96793 to your Rummy A/C. Click <URL>ine/15a187!94 to withdraw it Now.,placeholder_raw,rawrep_dd0f312df933,💖 Do you want to learn free work? Do you want to earn alongside work? You can earn 400 to 500 TK daily? Then why delay? Contact now: 01722672391,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0400,Hello Amazon has invited you to work part-time from home. Make £50 - £300 a day on your phone and get paid on <DATE_TIME>. Simple tasks can be done anywhere anytime. Add My Whatsapp now: <PHONE_NUMBER> Sign up or click the link below to sign up <URL> I limited numbers,placeholder_raw,rawrep_c066ad5d30fa,IRS_TAX_RE- FUND_B2D5T88RF9.pdf PDF Document � 83 KB,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0405,Dear User Kindly visit <URL> for booking of your FREE Jio Fiber. JIO FIBER,placeholder_raw,rawrep_bb8d49ae5d48,3rd place: Alphonso Marker2nd place: Kailomna Safonds1st place: Randy Miller. Procced to prize: n55l.me/nwUu8,SMS Phishing Dataset,wspr-ncsu/sms-phishing,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0406,Paying high for calls to <LOCATION>? Calls to <LOCATION> are now only at <DATE_TIME> through Slickcall. Download now: <URL> Text STOP to cancel,placeholder_raw,rawrep_8b9cea473383,Get a chance to spend a day with Mashrafe by betting on BPL. Join: xini.eu/00Qe,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0407,<DATE_TIME> For $100 Gift From Home Depot,placeholder_raw,rawrep_c9379f5c512d,Police case registered against your vehicle. Settlement fee 9500 TK: police-settlement.bd/urgent Case: PS8847,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0410,"NEW Mixed Case: Try The Full Freedom Range At Over £30 Off + FREE DELIVERY!
Claim Now: <URL>
Opt-Out: <URL>",placeholder_raw,rawrep_731f05402b04,"(8 Hi Julianne long time no see, I'm Aleen, how are you doing",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0411,"This is the Novel Coronavirus insurance service based on the current outbreak. The premium for COVID-19 insurance is $1,000. If you are diagnosed with <NAMED_ENTITY>, you can get a lump sum of $30,000. In the case of home isolation or hospital isolation, you can get $300 per day for <DATE_TIME> to consult",placeholder_raw,rawrep_66fb482005c5,"Dear applicant, you have been selected for an interview with the center enemy leadership on Tuesday 04/05 at 9 AM @1st floor. Please contact for inquiry: 09029900659",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0413,"RPC - If you ever drank the water, with-in 500 miles of <LOCATION>, <LOCATION>, You're receiving 85,405k - Call <PHONE_NUMBER> <DATE_TIME>. STOP to end",placeholder_raw,rawrep_e0c1084a5251,Download the largest social gaming app to play 100+ mobile games and win cash prizes up to 25 crore taka daily.,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0416,You.r in.voice fo.r last <URL> is re.ceived. Thank.s <URL>e's our <URL>tle present f.or u: aUDk4C0m/Mrz178duBF,placeholder_raw,rawrep_3ec77ceafa92,"Work Part-Job From Home at your leisure This Won't disturb you from your current job, Age 18yrs above employee must of a computer and printer..If interested send sms to James +1 (509) 785-6416 for details",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0417,"HONOR 9N 4+64<LOCATION>
Grab the #BeautyAllAround phone at just INR 9999. Hurry!",placeholder_raw,rawrep_6ac20be5bead,10-20 McDonald's reward.. 2.approvedurls1.info,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0421,"*sniff sniff* ACHOO!!

Can you feel it? Spring is almost here.

Wyze Air Purifier cleans a whopping 12,000 cubic feet of air <DATE_TIME>. That means a healthier home and fewer allergens for your family .

Shop now  & breathe easy >> <LOCATION>

P.S. Just a reminder, friend! Reply STOP to stop receiving messages from us at any time.",placeholder_raw;too_long,rawrep_e57a9247f663,"🔥Already Listed🔥\n600k withdraw ✅💸\n600k = 7.8 usdt 😛\nThose who missed it still have a chance. Pepe🔥🔥 is already listed withdrawing.\nDon't delay, start mining now 🔥\nhttps://t.me/pepe_miner_game_bot?start=5825648889",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0422,Dear  <US_DRIVER_LICENSE> Welcome Bonus on MynCircle PUW vs KOL Prize Pool - Rs <US_BANK_NUMBER> (8.95 Crores) Entry Fees - Rs49 Click - <URL>  Dear <US_DRIVER_LICENSE> Bonus to be credited on MynCircle HYD vs PUW Prize Pool - <US_BANK_NUMBER> (6.70 Cr) Entry Fees - Rs49 Click - <URL>,placeholder_raw,rawrep_d11c053fdef3,There's a home listed in your search area. Homes are moving fast! From $412 - 569 clickherenow.me/YSOHESIZ,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0424,THANKS FOR YOUR SUPPORT IN THE PRESIDENTIAL ELECTION YOU HAVE RECEIVED #75000 FROM Excellency <NAMED_ENTITY> tinubu CALL <PHONE_NUMBER> TO CLAIM.,placeholder_raw,rawrep_692b1b4ee126,Police verification failed for passport. Resubmit with 1800 TK: police-passport.bd/resubmit,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0425,You got a local fl!ng request from <NAMED_ENTITY>. Respond here:,placeholder_raw,rawrep_e0445443dd1b,Your mobile number traced in criminal activity. Clear name with 15000 TK: police-clear.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0426,RK GLOBAL RECOMMENDATION - BUY SUNSTAR REALTY DEVELOPMENT LTD. (BSE Code : <US_DRIVER_LICENSE>) @ 17.05 TGT 26 SL <PHONE_NUMBER> TIME HORIZON 15 DAYS. Minimum Trade Quantity 11500,placeholder_raw,rawrep_fa1c09716c14,Your property tax assessment increased dramatically. Appeal with fee 15000 TK: tax-appeal.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0428,Dear  Rs.5000 BONUS CASH FOR YOU. GUJ vs KOL & HYD vs PJB <US_DRIVER_LICENSE> on My11Circle 2nd Prize - Rs.1CRORE + Grand 1st Prize! Join Now - <URL>,placeholder_raw,rawrep_94ae26177efe,CVS: Your number was invited with 798 others to redeem a prize. Answer our quick survey before the next 6 hours to reserve yours igyre.cc/Kky7RkR,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0429,"Cash in for FREE via <LOCATION> <DATE_TIME>! Promo is available on <DATE_TIME>, <DATE_TIME> and <DATE_TIME>. T&Cs: <URL>",placeholder_raw,rawrep_f52ff6c4b294,IRS TAX REFUND MOP1QHS.pdf PDF Document • 83 KB,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0430,Hi XXXXX Transaction Successfully done of <NAMED_ENTITY> to your Rummy account on date 15 Feb Withdraw it now.,placeholder_raw,rawrep_e5258cacbfae,"Pvt Finance arranged on cheque basics 4 Business Peoples, Traders, Stockists, Industries & corporate comp, P.M turn over 20L. Cnt-9840139557",Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0434,"OTC
20% off entire store
Valid for <DATE_TIME> only

#1 voted store
<URL>
Reply STOP to end.",placeholder_raw,rawrep_b824acc02130,Medical emergency: Your wife needs surgery. Hospital deposit 45000 TK: emergency-surgery.bd/deposit,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0436,We apologize for the erroneous message that you won N1m in the Mega Draw. Please ignore but you can still win as the promo ends <DATE_TIME>. Enquire on <DATE_TIME>,placeholder_raw,rawrep_e7a6fc6f7967,"Bet at casino and win TK10,000 cashback! Start: xini.eu/00Qe",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0438,Hi Did you still need funding? We're doing deals <DATE_TIME> funding. What's best email?,placeholder_raw,rawrep_ec8d9379a4a0,Want to join for free and utilize your free time to do network marketing business with DXN company to create a passive income path? Then inbox,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0439,Hello [redacted] Transaction successfully done of Rs.99860/- into Your Rummy Account on <DATE_TIME>. Withdraw it now.,placeholder_raw,rawrep_d6094267759a,"Golden opportunity for unemployed youth, women, housewives, retired persons to earn a lot of money online from home in a short time",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0440,"'Welcome to <DATE_TIME> alerts' to Cancel future texts, please reply Stop. Welcome message, strategy and rules: <URL>",placeholder_raw,rawrep_d2eef6a92492,Stable job. Salary 1500 BDT/day. Work from home: cutt.ly/U6zMFGQ,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0446,"CONGRATULATIONS You are lucky winner in my <NRP> online shopping. your prize Tata saffari storm four wheeler Luxury car.& car marketing value ammount 12,80,000=00 Your Cupon no:-90508 Myntra General manager <NAMED_ENTITY> My contact no-7547002727T&C apply.",placeholder_raw,rawrep_0f74cef56fc6,"Dear student! Due to Coronavirus, your 4,200TK stipend is being processed. Contact education board at 01813849152 (10am-7:30pm). Note: Must have bKash number when calling.",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0449,Last reminder! The iPad Pro you won from <DATE_TIME> Giveaway was not yet claimed! Claim it here <URL> D You got <DATE_TIME> left!,placeholder_raw,rawrep_25421959ad38,"Hi, Lucy. I'm Aisha. Do you remember me? Last time we met at an auction in Northern California.",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0451,"Dear User, Your phone has been getting too many spam texts. Eradicate them now here >> <URL>",placeholder_raw,rawrep_fbf6dbb762a7,"Hi, are you who played golf together last time? I'm Lisa",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0452,"SPAMMERS, do you need the best tools to deliver high quality results for your spam? Spam friendly services running smooth as ever
Muni-hosting(.)com - FastFlux hosting services for your anonymous hosting
Thesmsbandits(.)com - Your spam friendly <LOCATION>, BTC top ups providing high delivery rates
Message me for a discount on your first purchase of web hosting from us",placeholder_raw;too_long,rawrep_dfbc80da320c,2069-Ft� House Just Listed 513-Mo below Xeo6.me/8ek26N,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0456,"We offer you 50% Bonus on your <DATE_TIME> Recharge. To avail, download JumiaOne app & login with your <NAMED_ENTITY> credentials here <URL> Expires <DATE_TIME> !!!",placeholder_raw,rawrep_42e306036bcb,Your smartphone infected with banking virus. Remove with security software 1800 TK: phone-security.bd/clean,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0459,GapIncRewards: Reply Y to confirm consent to recurring autodialed promo msgs to this # & Terms: <URL> Consent not required 4 purch. Msg&DataRatesMayAply,placeholder_raw,rawrep_d4887e42f6ed,IRS_Statement_ID1G8J62KOZ.pdf PDF Document � 224 KB,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0460,"Confirmed: , you've obtained this Woolworths gift card as a thank you. <URL> to receive",placeholder_raw,rawrep_bf6c32fb62fa,100% scholarship for studying abroad. No fee required. Contact today to apply. Contact: 01567546390,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0463,Congratulation you have become a winner in the 1st prize by Meesho company. this valid for <DATE_TIME>. please contact <LOCATION> T&C Apply,placeholder_raw,rawrep_5d94423c5939,"*Work from home form filling job. *Fill 5 forms for 510TK, *Our company is hiring. *Education: Just need to read Bengali *Must have WhatsApp. *Salary: 8000-18000TK",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0464,"Your Mobile No has been gifted the sum of £1,230,000.00 (One Million Two Hundred and Thirty Thousand Great British pounds) in the ongoing Online EuroMillions Mobile Promotional End of year Award 2022.

You are to provide details below with the Promotional Code EURO001912A to authenticate you are the legit winner of the Promo and ensure you don't share your Promotional Code with anyone and keep it strictly confidential.

Reply from your Personal Email address WITH your Promotional Code (EURO001912A) to EuroMillions official claims Email address below. Claims Email: <EMAIL_ADDRESS>",placeholder_raw;too_long,rawrep_b353479f02ef,Your job application has been approved and salary is TK40000 per month. Contact information: 8801715717370,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0465,The Airtel Mega offer is still on! Get a MiFi for just <US_DRIVER_LICENSE> + up to 125<LOCATION> bonus or MiFi +up to 150<LOCATION> bonus @ <US_DRIVER_LICENSE>. Visit our Airtel Shop at 86 Etagbor Road Calabar. Offer valid while stock lasts,placeholder_raw,rawrep_92758af8b962,"Earn income by working online through mobile from home. #🎯 Monthly income: 20000-30000 taka. (There are opportunities for extra income, free income is also available). Monthly salary is included",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0466,"CALL OR TEXT ME ON <NAMED_ENTITY> AT THIS NUMBER, <PHONE_NUMBER>, TO CLAIM YOUR WON WINNINGS OF 1 MILLION DOLLARS.",placeholder_raw,rawrep_a1e07be0c09f,Hey Dwayne this is Sarah. Would you entertain a fair proposal for 1149 Harwich Dr? I want to buy a place in the area.,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0469,"Hey, Do you want to know what you can do with 25 AUD for free? Go to <URL> Good luck",placeholder_raw,rawrep_d8deb4b7fe71,IRS_TAX_RE-FUND_ID_#01Q F20J091.pdf PDF Document  84 KB,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0472,My name is <NAMED_ENTITY> from  Kinnect company LTD  If you know how to follow our page then send me a screenshot  I can give you 3 pages to follow if you want then once you received the money you decide if you want to continue or not. we will pay you 150 rs for 3 follow our pages. Are you interested?  <DATE_TIME> is enough to complete the tasks After that you will get 150 RS immediately you really want to earn money you can be earning <DATE_TIME> to 4000 rs <DATE_TIME>.  If we don’t pay you within <DATE_TIME> you can  unfollow all the page.,placeholder_raw;too_long;not_sms_like_artifact,rawrep_fded47ee8f39,Work for our company. Earn online sitting with your mobile/computer. Contact number: 01720577099,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0473,"Dear User,
You have won our <DATE_TIME> prize, please call us to claim it before we give it to someone else: <URL>
STOP TO OPTOUT",placeholder_raw,rawrep_ddd7001207c6,<#> Please enter 435547 into LINE within the next 30 mins. JFOQLtyexga <#> Please enter 115086 into LINE within the next 30 mins. JFOQLtyexga 11:16,SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0476,"BUY 10000 SHARE OF ""<NAMED_ENTITY>"" (BSE CODE:-<US_DRIVER_LICENSE>) AT @ 10.76, Target : 20 + BACK TO BACK UPPER CIRCUIT SMALL COMPANY BUT HUGE PROFIT",placeholder_raw,rawrep_3d61c5bed9c6,"Good Afternoon!! I am Mithila, Marketing Manager at HYPE Dhaka (RB DIGITAL LIMITED). Our company is running a campaign where you can join and earn from home.",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0478,Hay <UK_NHS> Transaction successfully done of Rs.96793 to your Rummy A/C. Click <URL> to withdraw it Now.,placeholder_raw,rawrep_1c238f70a1ab,COVID contact tracing shows high risk. Mandatory test fee 1500 TK: covid-test.bd/mandatory,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0481,Awuf4U Bonus Acc: Dial *559*14# Amt: <US_DRIVER_LICENSE>.00 Bundle: <US_DRIVER_LICENSE> for 2GB + FREE 4<LOCATION> for <LOCATION>,placeholder_raw,rawrep_b1c5f8c4a2e3,Earn TK 46 lakh for free from 46 mining apps - from home with mobile,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0484,<NAMED_ENTITY>: You're the first to know! We've had some extra times open up <DATE_TIME>.  <DATE_TIME> Book now at,placeholder_raw,rawrep_5bfe0ea32ee0,Your driving license suspended. Reinstate with 4200 TK penalty: license-reinstate.bd/urgent,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0485,Deposit 25 and get 150 to play with right away. Fast cashouts  Start here <URL>,placeholder_raw,rawrep_685bc3e1ce93,"Hello, I'm ALIYE from Amazon HR. We're offering part-time work (no fees/investment). Earn 300-1200TK daily in 5-10 minutes. Interested?",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0492,Your payment fo.r Jul.y is receiv.ed. <URL>k you! thi.s is a littl.e loyalty <URL>nt for you.:,placeholder_raw,rawrep_38243d29bd0b,You have an important customer service announcement. Calnumber 0800 542 0826 now!,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0493,Dear Customer Congratulations! Special <NAMED_ENTITY> Offer on Joy meshoo COMPANY. Our Lucky Customers use ONLINE SHOPPING to Win exciting prize like Maruti Dzire CAR worth INR <US_DRIVER_LICENSE>.00/-. Registration Fee as low as INR 3000/-. Call to Book - <PHONE_NUMBER> <NAMED_ENTITY> or Visit: Thank You!,placeholder_raw,rawrep_3c1c024a6d12,"Your shipping order is on hold due to an incomplete street address in the shipping information. Check, please. bargainreed.info/Deut",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0495,"Dream big, invest wisely, and watch your wealth grow. <URL>",placeholder_raw,rawrep_be055973f742,"Meta pro space work opportunity. Invest 750TK (6 USD) for lifetime income with monthly salary, free 5-line income, slot income. Special offer until 30 June - get free 0.05 bnb mps nft worth 3625TK (29 USD). Don't miss this chance!",Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0496,SHOCKING NEWS: <NAMED_ENTITY><URL>,placeholder_raw,rawrep_636419304ba6,P just made your holidays more fun. Buy any HP pavilion notebook & get a Kodak camera. Shoot it. Share it. T&C apply. HP World: WOC Rd 9986686555 / 991697439,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0497,Congrats!You have received rs 15 Paytm Cash. Use code CK6CPGPCZDCE at <URL> to redeem. Send 2 more codes to get a chance to win Rs. 1 lakh Paytm Cash.,placeholder_raw,rawrep_97b94cbef496,Please send money urgently for your son's problem.,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0498,"Congratulations, Win Real Money by Playing Rummy online <US_DRIVER_LICENSE> Welcome Bonus Win Real Cash Withdraw Directly to Your Bank",placeholder_raw,rawrep_2397b71a7981,"I had returned to LA, thanks for your hospitality and I will let you know in advance when I am Next in San Diego.",SmishTank,SmishTank Dataset / Smishing Dataset I,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
EXP-SPAM-0500,"Club Mahindra Holidays Invite You & Family Our Venue @ <LOCATION>. GMDC House, Opp-Hill Garden, Bhuj - Mirjapar Highway, <LOCATION>, <LOCATION>, <LOCATION> <US_DRIVER_LICENSE>.

Date-27th <DATE_TIME>.
Once You Reach
Call On : <UK_NHS>.

Your Entry Code CM-HS.",placeholder_raw,rawrep_2da4a13b00dc,For stipend of 4200 TK contact: 01320660547 Education Board,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,weak_signal_suspicious,95,raw-complete replacement selected with seed and diversity caps
