review_id,message_for_review,message_raw,message_clean,source_label,normalized_label_before_review,candidate_reason,source_name,dataset_name,source_group,contains_url,contains_phone,contains_otp,contains_amount,suggested_category,raw_quality_status,source_traceability_status,expert_label,expert_confidence,expert_notes,reviewer_name,review_date,normalized_label,likely_review_bucket,bucket_reason,spam_signal_score,smishing_signal_score,selection_priority_score,candidate_origin,duplicate_key
EXP-SPAM-0224,"[ usdtferc.com ] Dear Lisa, the account has ****een reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ HVNHk","[ usdtferc.com ] Dear Lisa, the account has ****een reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ HVNHk","[ <URL> ] Dear Lisa, the account has ****een reset for you, the new login code: LV#288 remaining value 3,852,287.99 ~~~ HVNHk",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait;credential_or_otp_request,0,9,94,current_raw_complete_packet,< > dear lisa the account has een reset for you the new login code lv 288 remaining value 3 852 287 99 hvnhk
EXP-SPAM-0226,"[emailÂ protected] / (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/387","[emailÂ protected] / (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/387","[emailÂ protected] / (FirstHorizon-ID#11174) / (ONLINE-Verification),click the following link to confirm your account: <URL>",smishing,smishing,excluded_from_smishing_review,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,True,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait;verification_action;government_bait;link_present,0,12,112,current_raw_complete_packet,email protected firsthorizon id 11174 online verification click the following link to confirm your account < >
EXP-SPAM-0227,"Your verification code for BaitSalam.com is: 075422
Enter this code on the web to verify your phone number.
BaitSalam","Your verification code for BaitSalam.com is: 075422
Enter this code on the web to verify your phone number.
BaitSalam",Your verification code for <URL> is: 075422 Enter this code on the web to verify your phone number. BaitSalam,phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,True,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request;verification_action,0,9,94,current_raw_complete_packet,your < > for < > is 075422 enter this code on the web to verify your phone number baitsalam
EXP-SPAM-0228,[emailÂ protected] / U-S-P-S ID 43077 / We could not find the correct info provided for your item: https://qi.lv/mwg,[emailÂ protected] / U-S-P-S ID 43077 / We could not find the correct info provided for your item: https://qi.lv/mwg,[emailÂ protected] / U-S-P-S ID 43077 / We could not find the correct info provided for your item: <URL>,smishing,smishing,excluded_from_smishing_review,SmishX,yizhu-joy/SmishX,raw_recovery_91k_pool,True,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,link_present,0,3,58,current_raw_complete_packet,email protected u s p s id 43077 we could not find the correct info provided for your item < >
EXP-SPAM-0229,"（ www.usdtmerc.com ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,873,504.37ÙŠÐТ #%@[email protected]","（ www.usdtmerc.com ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,873,504.37ÙŠÐТ #%@[email protected]","（ <URL> ）A**ount Login:Rom88 P***word:R66888 Avai1lable:3,873,504.37ÙŠÐТ #%@[email protected]",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request;link_present,0,7,82,current_raw_complete_packet,< > a ount login rom < > word < > avai1lable 3 873 504 37 email protected
EXP-SPAM-0230,"[email protected] / (FirstHorizon-ID#48123) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/369","[email protected] / (FirstHorizon-ID#48123) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/369","[email protected] / (FirstHorizon-ID#48123) / (ONLINE-Verification),click the following link to confirm your account: <URL>",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait;verification_action;government_bait;link_present,0,12,112,current_raw_complete_packet,email protected firsthorizon id 48123 online verification click the following link to confirm your account < >
EXP-SPAM-0231,Your verification code for BaitSalam.com is: 723766 Enter this code on the web to verify your phone number. BaitSalam,Your verification code for BaitSalam.com is: 723766 Enter this code on the web to verify your phone number. BaitSalam,Your verification code for <URL> is: 723766 Enter this code on the web to verify your phone number. BaitSalam,phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,True,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request;verification_action,0,9,94,current_raw_complete_packet,your < > for < > is 723766 enter this code on the web to verify your phone number baitsalam
EXP-SPAM-0232,575747   is   your   verification   code   for   app.vanillamail.net.,575747   is   your   verification   code   for   app.vanillamail.net.,575747 is your verification code for <URL>,phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,True,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,verification_action,0,5,70,current_raw_complete_packet,575747 is your < > for < >
EXP-SPAM-0234,"URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call 7044518857. Claim Code FLIP82. Valid 12hrs only.","URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call 7044518857. Claim Code FLIP82. Valid 12hrs only.","URGENT! Dear FL1PKART Customer, We are trying to contact you. Last weekends draw shows that you w0n a Rs.5,00,000 prize GUARANTEED. Call <PHONE>. Claim Code <OTP>. Valid 12hrs only.",Smishing,smishing,excluded_from_smishing_review,Mishra & Soni,SMS Phishing Dataset for Machine Learning and Pattern Recognition,public_baseline,False,True,True,True,reward/prize,pass_raw_complete,traceable,,,,,,smishing,likely_spam_not_smishing,premium_number_ad;prize_reward_ad;urgency,4,4,72,current_raw_complete_packet,urgent dear fl < > kart customer we are trying to contact you last weekends draw shows that you w0n a < > prize guaranteed call < > claim < > valid 12hrs only
EXP-SPAM-0235,Paytm Secure SMS to verify your number and Login:MTI40TcwgZWYyM2ZmM2NjZWYwZDM1NzBhN2E5YmlwMzM=,Paytm Secure SMS to verify your number and Login:MTI40TcwgZWYyM2ZmM2NjZWYwZDM1NzBhN2E5YmlwMzM=,Paytm Secure SMS to verify your number and Login:MTI40TcwgZWYyM2ZmM2NjZWYwZDM1NzBhN2E5YmlwMzM=,smishing_corpus_row,smishing,excluded_from_smishing_review,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request;verification_action,0,9,94,current_raw_complete_packet,paytm secure sms to verify your number and login mti40tcwgzwyym2zmm2njzwywzdm1nzbhn2e5ymlwmzm
EXP-SPAM-0237,"/ (FirstHorizon-ID#165012) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/395","/ (FirstHorizon-ID#165012) / (ONLINE-Verification),click the following link to confirm your account: http://e7.al/395","/ (FirstHorizon-ID#165012) / (ONLINE-Verification),click the following link to confirm your account: <URL>",phishing_messages_row,smishing,excluded_from_smishing_review,SMS Phishing Dataset,wspr-ncsu/sms-phishing,raw_recovery_91k_pool,True,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait;verification_action;government_bait;link_present,0,12,112,current_raw_complete_packet,firsthorizon id 165012 online verification click the following link to confirm your account < >
EXP-SPAM-0238,2 MIN Survey - 100 Reward,2 MIN Survey - 100 Reward,,smishing_corpus_row,smishing,public_candidate_spam,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,False,False,False,False,reward/prize,pass_raw_complete,traceable,,,,,,smishing,unclear_review,prize_reward_ad,2,2,56,current_raw_complete_packet,2 min survey 100 reward
EXP-SPAM-0240,30k bonus for both old and new customers. Thank you for using sportybet. ... 30k bonus for both old and new customers. Thank you for using sportybet.,30k bonus for both old and new customers. Thank you for using sportybet. ... 30k bonus for both old and new customers. Thank you for using sportybet.,,smishing_corpus_row,smishing,public_candidate_spam,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,False,False,False,True,gambling/casino/free spin,pass_raw_complete,traceable,,,,,,smishing,unclear_review,gambling_promo,2,2,56,current_raw_complete_packet,30k bonus for both old and new customers thank you for using sportybet 30k bonus for both old and new customers thank you for using sportybet
EXP-SPAM-0242,"LK144650546AU The parcel is delivered abnormally, please reconfirm the address and contact information, otherwise we will return it:","LK144650546AU The parcel is delivered abnormally, please reconfirm the address and contact information, otherwise we will return it:","LK144650546AU The parcel is delivered abnormally, please reconfirm the address and contact information, otherwise we will return it:",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,verification_action;delivery_bait,0,8,88,current_raw_complete_packet,lk < > au the parcel is delivered abnormally please reconfirm the address and contact information otherwise we will return it
EXP-SPAM-0243,"The address of your package logistics tail number 5892 is not detailed, and needs to be updated : l.ead.me/Vg8TrwQG O","The address of your package logistics tail number 5892 is not detailed, and needs to be updated : l.ead.me/Vg8TrwQG O","The address of your package logistics tail number 5892 is not detailed, and needs to be updated: <URL> O",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,True,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,the address of your package logistics tail number 5892 is not detailed and needs to be updated < > o
EXP-SPAM-0244,[HMRC]: You're due a tax refund of up to 400.00GBP from HMRC. To process your application please complete your form via,[HMRC]: You're due a tax refund of up to 400.00GBP from HMRC. To process your application please complete your form via,[HMRC]: You're due a tax refund of up to 400.00GBP from HMRC. To process your application please complete your form via,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,government_bait;payment_bait,0,8,88,current_raw_complete_packet,hmrc you re due a tax refund of up to < > from hmrc to process your application please complete your form via
EXP-SPAM-0246,Your ERupee debt are now have severe overdue. The company will contact your relatives to understand the reasons for the arrears and publicize your breach of contract to the banks.,Your ERupee debt are now have severe overdue. The company will contact your relatives to understand the reasons for the arrears and publicize your breach of contract to the banks.,Your ERupee debt are now have severe overdue. The company will contact your relatives to understand the reasons for the arrears and publicize your breach of contract to the banks.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait,0,5,70,current_raw_complete_packet,your erupee debt are now have severe overdue the company will contact your relatives to understand the reasons for the arrears and publicize your breach of contract to the banks
EXP-SPAM-0250,"Dial *213*6551# to bring smile to loved one's face, charge 82.67 daily","Dial *213*6551# to bring smile to loved one's face, charge 82.67 daily","Dial *213*6551# to bring smile to loved one's face, charge 82.67 daily",smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,payment_bait,0,5,70,current_raw_complete_packet,dial 213 6551 to bring smile to loved one s face charge 82 67 daily
EXP-SPAM-0251,"Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow t.ly/E3Y_QgN to make correction. Thanks","Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow t.ly/E3Y_QgN to make correction. Thanks","Package No. 368574983EE couldn't deliver due to misinformation on your street number, please follow <URL> to make correction. Thanks",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,True,True,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,package no < > ee couldn t deliver due to misinformation on your street number please follow < > to make correction thanks
EXP-SPAM-0253,Hi Rs.5000 Welcome C...,Hi Rs.5000 Welcome C...,,smishing_corpus_row,smishing,public_candidate_spam,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,GitHub_dataset,False,False,False,True,spam,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,hi < > welcome c
EXP-SPAM-0254,Membership ID-  Please don’t bother calling or mailing to convince me otherwise or for any other reason. Just mail me confirmation that my membership is cancelled.,Membership ID-  Please don’t bother calling or mailing to convince me otherwise or for any other reason. Just mail me confirmation that my membership is cancelled.,Membership ID- Please don’t bother calling or mailing to convince me otherwise or for any other reason. Just mail me confirmation that my membership is cancelled.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,verification_action,0,5,70,current_raw_complete_packet,membership id please don t bother calling or mailing to convince me otherwise or for any other reason just mail me confirmation that my membership is cancelled
EXP-SPAM-0255,HiGood evening have you had dinner? Come out for dinner Are You still busy Now? ;),HiGood evening have you had dinner? Come out for dinner Are You still busy Now? ;),HiGood evening have you had dinner? Come out for dinner Are You still busy Now? ;),verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,higood evening have you had dinner come out for dinner are you still busy now
EXP-SPAM-0256,Your property ownership documents forged. Authenticate with 22000 TK: property-auth.bd/urgent,Your property ownership documents forged. Authenticate with 22000 TK: property-auth.bd/urgent,Your property ownership documents forged. Authenticate with 22000 TK: property-auth.bd/urgent,smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,urgency,0,4,64,current_raw_complete_packet,your property ownership documents forged authenticate with 22000 tk < >
EXP-SPAM-0257,You can earn 20 to 30 thousand per month 🌺\nContact number 01761693374 💢,You can earn 20 to 30 thousand per month 🌺\nContact number 01761693374 💢,You can earn 20 to 30 thousand per month 🌺\nContact number <PHONE> 💢,smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,True,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,you can earn 20 to 30 thousand per month ncontact number < >
EXP-SPAM-0258,Package Tracking: Your package arrived at the transit center but could not be delivered due to incomplete address information. Details:,Package Tracking: Your package arrived at the transit center but could not be delivered due to incomplete address information. Details:,Package Tracking: Your package arrived at the transit center but could not be delivered due to incomplete address information. Details:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,package tracking your package arrived at the transit center but could not be delivered due to incomplete address information details
EXP-SPAM-0259,Walgreens: You are one of few final selections in our recent prize program & can redeem 1 of 834 rewards for a 1 min survey cpqsz.cc/DwFK192,Walgreens: You are one of few final selections in our recent prize program & can redeem 1 of 834 rewards for a 1 min survey cpqsz.cc/DwFK192,Walgreens: You are one of few final selections in our recent prize program & can redeem 1 of 834 rewards for a 1 min survey cpqsz.cc/DwFK192,verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,False,reward/prize,pass_raw_complete,traceable,,,,,,smishing,unclear_review,prize_reward_ad,2,2,56,current_raw_complete_packet,walgreens you are one of few final selections in our recent prize program can redeem 1 of 834 rewards for a 1 min survey < >
EXP-SPAM-0261,USPS: The carrier was unable to deliver your order because the shipping information is missing a house number. Check please.,USPS: The carrier was unable to deliver your order because the shipping information is missing a house number. Check please.,USPS: The carrier was unable to deliver your order because the shipping information is missing a house number. Check please.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,credential_or_otp_request;delivery_bait,0,9,94,current_raw_complete_packet,usps the carrier was unable to deliver your order because the shipping information is missing a house number check please
EXP-SPAM-0262,HWforSNKRTEGHINMATH SCISST You are selected join our company and wage is 8700 RS.,HWforSNKRTEGHINMATH SCISST You are selected join our company and wage is 8700 RS.,HWforSNKRTEGHINMATH SCISST You are selected join our company and wage is 8700 RS.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,hwforsnkrteghinmath scisst you are selected join our company and wage is < >
EXP-SPAM-0264,Co m e to our post office to get your delivery package.,Co m e to our post office to get your delivery package.,Co m e to our post office to get your delivery package.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,co m e to our post office to get your delivery package
EXP-SPAM-0265,"Your DHL Shipment is waiting for delivery
Reason: due customs fees
(1.99 EUR)
Follow here:","Your DHL Shipment is waiting for delivery
Reason: due customs fees
(1.99 EUR)
Follow here:",Your DHL Shipment is waiting for delivery Reason: due customs fees (1.99 EUR) Follow here:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,your dhl shipment is waiting for delivery reason due customs fees < > follow here
EXP-SPAM-0267,"Your Phone No has been selected for 3.35 Crore from Global Mobile award.
for claims, send mail with Name, contact No, address and age.","Your Phone No has been selected for 3.35 Crore from Global Mobile award.
for claims, send mail with Name, contact No, address and age.","Your Phone No has been selected for 3.35 Crore from Global Mobile award. for claims, send mail with Name, contact No, address and age.",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,reward/prize,pass_raw_complete,traceable,,,,,,smishing,unclear_review,prize_reward_ad,2,2,56,current_raw_complete_packet,your phone no has been selected for 3 35 crore from global mobile award for claims send mail with name contact no address and age
EXP-SPAM-0268,Join the SBET community and get rewarded! Stay updated and get GCash DEPOSIT BONUS!,Join the SBET community and get rewarded! Stay updated and get GCash DEPOSIT BONUS!,Join the SBET community and get rewarded! Stay updated and get GCash DEPOSIT BONUS!,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,gambling/casino/free spin,pass_raw_complete,traceable,,,,,,smishing,likely_spam_not_smishing,gambling_promo;prize_reward_ad,4,2,60,current_raw_complete_packet,join the sbet community and get rewarded stay updated and get gcash deposit bonus
EXP-SPAM-0269,Postoffice: We tried to deliver your package but there is no postage (0.47 RAND) . Follow please the instructions here:,Postoffice: We tried to deliver your package but there is no postage (0.47 RAND) . Follow please the instructions here:,Postoffice: We tried to deliver your package but there is no postage (0.47 RAND). Follow please the instructions here:,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,postoffice we tried to deliver your package but there is no postage 0 47 rand follow please the instructions here
EXP-SPAM-0272,.Linkt: Your order is overdue to avoid the fine charges please see,.Linkt: Your order is overdue to avoid the fine charges please see,.Linkt: Your order is overdue to avoid the fine charges please see,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,government_bait;payment_bait,0,8,88,current_raw_complete_packet,linkt your order is overdue to avoid the fine charges please see
EXP-SPAM-0273,"hi Jessie, it's been a long time since I came out, what are you doing recently?","hi Jessie, it's been a long time since I came out, what are you doing recently?","hi Jessie, it's been a long time since I came out, what are you doing recently?",verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,False,generic scam-like or unclear,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,hi jessie it s been a long time since i came out what are you doing recently
EXP-SPAM-0274,You have a package stuck in the sorting center due to missing address pls fill in the correct address.,You have a package stuck in the sorting center due to missing address pls fill in the correct address.,You have a package stuck in the sorting center due to missing address pls fill in the correct address.,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,you have a package stuck in the sorting center due to missing address pls fill in the correct address
EXP-SPAM-0276,Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,Hey Am an artist If you don't mind one of your picture could be my inspiring muse for an art project I'm working on for a client You will totally get paid for it as well as a bonus; you'll also get credits,verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,False,False,False,False,reward/prize,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,hey am an artist if you don t mind one of your picture could be my inspiring muse for an art project i m working on for a client you will totally get paid for it as well as a bonus you ll also get credits
EXP-SPAM-0278,"OPTUS SECURITY: Due to the OPTUS data breach, We're issuing NEW sim cards. This will not affect your services, but protect your personal information. Please book delivery here:","OPTUS SECURITY: Due to the OPTUS data breach, We're issuing NEW sim cards. This will not affect your services, but protect your personal information. Please book delivery here:","OPTUS <OTP>: Due to the OPTUS data breach, We're issuing NEW sim cards. This will not affect your services, but protect your personal information. Please book delivery here:",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,False,False,True,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait;delivery_bait,0,8,88,current_raw_complete_packet,optus security due to the optus data breach we re issuing new sim cards this will not affect your services but protect your personal information please book delivery here
EXP-SPAM-0279,"Your son is in trouble, urgently send money to this number","Your son is in trouble, urgently send money to this number","Your son is in trouble, urgently send money to this number",smish,smishing,weak_signal_suspicious,Bengali SMS Smishing Dataset,shariul-islam/bengali-sms-smishing-dataset,raw_recovery_91k_pool,False,False,False,False,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,urgency,0,4,64,current_raw_complete_packet,your son is in trouble urgently send money to this number
EXP-SPAM-0280,Order-ID 46987 Hello. The delivery guy was at your door. We missed you. Inform us when we can come back today b806l.me/duNccdX,Order-ID 46987 Hello. The delivery guy was at your door. We missed you. Inform us when we can come back today b806l.me/duNccdX,Order-ID 46987 Hello. The delivery guy was at your door. We missed you. Inform us when we can come back today <URL>,verified_smishing,smishing,weak_signal_suspicious,SmishTank,SmishTank Dataset / Smishing Dataset I,public_baseline,True,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,delivery_bait,0,5,70,current_raw_complete_packet,order id 46987 hello the delivery guy was at your door we missed you inform us when we can come back today < >
EXP-SPAM-0281,"ALERT! Avoid service interruptions by upgrading to digibank's latest app version 4.10 by 13 Jan'21 & enjoy faster, smoother experience. Upgrade:","ALERT! Avoid service interruptions by upgrading to digibank's latest app version 4.10 by 13 Jan'21 & enjoy faster, smoother experience. Upgrade:","ALERT! Avoid service interruptions by upgrading to digibank's latest app version 4.10 by 13 Jan'21 & enjoy faster, smoother experience. Upgrade:",smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,bank_account_bait,0,5,70,current_raw_complete_packet,alert avoid service interruptions by upgrading to digibank s latest app version 4 10 by 13 jan 21 enjoy faster smoother experience upgrade
EXP-SPAM-0282,CVS Customer Appreciation Week: Finish Quick Survey and Receive up to $75 in CVS Store Rewards 📦,CVS Customer Appreciation Week: Finish Quick Survey and Receive up to $75 in CVS Store Rewards 📦,CVS Customer Appreciation Week: Finish Quick Survey and Receive up to <AMOUNT> in CVS Store Rewards 📦,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,raw_recovery_91k_pool,False,False,False,True,banking/account-like suspicious,pass_raw_complete,traceable,,,,,,smishing,unclear_review,prize_reward_ad,2,2,56,current_raw_complete_packet,cvs customer appreciation week finish quick survey and receive up to < > in cvs store rewards
EXP-SPAM-0283,Don’t let smishing get on the way. This is a shortcut for SMS Phishing,Don’t let smishing get on the way. This is a shortcut for SMS Phishing,Don’t let smishing get on the way. This is a shortcut for SMS Phishing,smishing_corpus_row,smishing,weak_signal_suspicious,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,strict_raw_replacement_91k_pool,False,False,False,False,delivery-like suspicious,pass_raw_complete,traceable,,,,,,smishing,likely_smishing,,0,2,52,current_raw_complete_packet,don t let smishing get on the way this is a shortcut for sms phishing
