final_row_id,source_final_row_id,message_raw,message_clean,model_text,normalized_label,label_id,source_name,dataset_name,source_group,data_origin,is_synthetic,label_status,review_status,service_category,scam_category,source_file,notes
v3_public_manual_research_synthetic_row_000001,v3_public_manual_research_synthetic_row_000001,TablePlus: You still have an active balance. Reactivate with just 10P to claim your 18P starter gift. See your 3 percent daily back. Only on tbplus88.com,TablePlus: You still have an active balance. Reactivate with just 10P to claim your 18P starter gift. See your 3 percent daily back. Only on <URL>,TablePlus: You still have an active balance. Reactivate with just 10P to claim your 18P starter gift. See your 3 percent daily back. Only on <URL>,ham,0,manual_google_drive_ham,manually_curated_service_ham,manual_curated_ham,manual_real,False,accepted_manual_ham,approved,unsure,,drive_export/THESIS/CLEANED/cleaned_dataset.csv,merge_status=not_merged; merged_from_manual_ids=manual_ham_000001; merged_row_count=1; artifact_status=not_artifact; text_privacy_status=raw_ocr_extracted_text
v3_public_manual_research_synthetic_row_003901,v3_public_manual_research_synthetic_row_003901,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,When is school starting. Where will you stay. What's the weather like. And the food. Do you have a social support system like friends in the school. All these things are important.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003902,v3_public_manual_research_synthetic_row_003902,Yo im right by yo work,Yo im right by yo work,Yo im right by yo work,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003903,v3_public_manual_research_synthetic_row_003903,Ya very nice. . .be ready on thursday,Ya very nice.. .be ready on thursday,Ya very nice.. .be ready on thursday,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003904,v3_public_manual_research_synthetic_row_003904,I'm glad. You are following your dreams.,I'm glad. You are following your dreams.,I'm glad. You are following your dreams.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003905,v3_public_manual_research_synthetic_row_003905,"Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...","Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...","Go until jurong point, crazy.. Available only in bugis n great world la e buffet... Cine there got amore wat...",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003906,v3_public_manual_research_synthetic_row_003906,"Goodmorning, today i am late for 2hrs. Because of back pain.","Goodmorning, today i am late for 2hrs. Because of back pain.","Goodmorning, today i am late for 2hrs. Because of back pain.",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003907,v3_public_manual_research_synthetic_row_003907,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003908,v3_public_manual_research_synthetic_row_003908,"Haha get used to driving to usf man, I know a lot of stoners","Haha get used to driving to usf man, I know a lot of stoners","Haha get used to driving to usf man, I know a lot of stoners",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003909,v3_public_manual_research_synthetic_row_003909,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?","Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date! Are you sure your ready for that kind of life?","Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date! Are you sure your ready for that kind of life?",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003910,v3_public_manual_research_synthetic_row_003910,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...","Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003911,v3_public_manual_research_synthetic_row_003911,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","Height of Confidence: All the Aeronautics professors wer calld & they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..","Height of Confidence: All the Aeronautics professors wer calld & they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003912,v3_public_manual_research_synthetic_row_003912,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?","Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?","Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003913,v3_public_manual_research_synthetic_row_003913,Smith waste da.i wanna gayle.,Smith waste da.i wanna gayle.,Smith waste da.i wanna gayle.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003914,v3_public_manual_research_synthetic_row_003914,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else","K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else","K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003915,v3_public_manual_research_synthetic_row_003915,Another month. I need chocolate weed and alcohol.,Another month. I need chocolate weed and alcohol.,Another month. I need chocolate weed and alcohol.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003916,v3_public_manual_research_synthetic_row_003916,Tell me something. Thats okay.,Tell me something. Thats okay.,Tell me something. Thats okay.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003917,v3_public_manual_research_synthetic_row_003917,"Lets use it next week, princess :)","Lets use it next week, princess :)","Lets use it next week, princess :)",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003918,v3_public_manual_research_synthetic_row_003918,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003919,v3_public_manual_research_synthetic_row_003919,Hey tmr maybe can meet you at yck,Hey tmr maybe can meet you at yck,Hey tmr maybe can meet you at yck,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003920,v3_public_manual_research_synthetic_row_003920,"That's fine, I'll bitch at you about it later then","That's fine, I'll bitch at you about it later then","That's fine, I'll bitch at you about it later then",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003921,v3_public_manual_research_synthetic_row_003921,Its a big difference. &lt;#&gt; versus &lt;#&gt; every &lt;#&gt; hrs,Its a big difference. <#> versus <#> every <#> hrs,Its a big difference. <#> versus <#> every <#> hrs,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003922,v3_public_manual_research_synthetic_row_003922,"Probably gonna be here for a while, see you later tonight &lt;)","Probably gonna be here for a while, see you later tonight <)","Probably gonna be here for a while, see you later tonight <)",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003923,v3_public_manual_research_synthetic_row_003923,You sure your neighbors didnt pick it up,You sure your neighbors didnt pick it up,You sure your neighbors didnt pick it up,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003924,v3_public_manual_research_synthetic_row_003924,I told that am coming on wednesday.,I told that am coming on wednesday.,I told that am coming on wednesday.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003925,v3_public_manual_research_synthetic_row_003925,Even my brother is not like to speak with me. They treat me like aids patent.,Even my brother is not like to speak with me. They treat me like aids patent.,Even my brother is not like to speak with me. They treat me like aids patent.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003926,v3_public_manual_research_synthetic_row_003926,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,No got new job at bar in airport on satsgettin 4.47per hour but means no lie in! keep in touch,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003927,v3_public_manual_research_synthetic_row_003927,Whatsup there. Dont u want to sleep,Whatsup there. Dont u want to sleep,Whatsup there. Dont u want to sleep,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003928,v3_public_manual_research_synthetic_row_003928,He is a womdarfull actor,He is a womdarfull actor,He is a womdarfull actor,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003929,v3_public_manual_research_synthetic_row_003929,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,I've been barred from all B and Q stores for life!?This twat in orange dungerees came up to me and asked if I wanted decking? So I got the first punch in!!,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003930,v3_public_manual_research_synthetic_row_003930,"My sister in law, hope you are having a great month. Just saying hey. Abiola","My sister in law, hope you are having a great month. Just saying hey. Abiola","My sister in law, hope you are having a great month. Just saying hey. Abiola",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003931,v3_public_manual_research_synthetic_row_003931,"""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...","""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...","""Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But, its a miracle to Love a person who can't Love anyone except U..."" Gud nyt...",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003932,v3_public_manual_research_synthetic_row_003932,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,I'm in school now n i'll be in da lab doing some stuff give me a call when ü r done.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003933,v3_public_manual_research_synthetic_row_003933,I come n pick ü up... Come out immediately aft ur lesson...,I come n pick ü up... Come out immediately aft ur lesson...,I come n pick ü up... Come out immediately aft ur lesson...,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003934,v3_public_manual_research_synthetic_row_003934,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003935,v3_public_manual_research_synthetic_row_003935,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003936,v3_public_manual_research_synthetic_row_003936,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,Yup i thk cine is better cos no need 2 go down 2 plaza mah.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003937,v3_public_manual_research_synthetic_row_003937,Designation is software developer and may be she get chennai:),Designation is software developer and may be she get chennai:),Designation is software developer and may be she get chennai:),ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003938,v3_public_manual_research_synthetic_row_003938,"Me not waking up until 4 in the afternoon, sup","Me not waking up until 4 in the afternoon, sup","Me not waking up until 4 in the afternoon, sup",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003939,v3_public_manual_research_synthetic_row_003939,In e msg jus now. U said thanks for gift.,In e msg jus now. U said thanks for gift.,In e msg jus now. U said thanks for gift.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003940,v3_public_manual_research_synthetic_row_003940,You know what hook up means right?,You know what hook up means right?,You know what hook up means right?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003941,v3_public_manual_research_synthetic_row_003941,Got meh... When?,Got meh... When?,Got meh... When?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003942,v3_public_manual_research_synthetic_row_003942,He is there. You call and meet him,He is there. You call and meet him,He is there. You call and meet him,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003943,v3_public_manual_research_synthetic_row_003943,And how's your husband.,And how's your husband.,And how's your husband.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003944,v3_public_manual_research_synthetic_row_003944,This weekend is fine (an excuse not to do too much decorating),This weekend is fine (an excuse not to do too much decorating),This weekend is fine (an excuse not to do too much decorating),ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003945,v3_public_manual_research_synthetic_row_003945,Got smaller capacity one? Quite ex...,Got smaller capacity one? Quite ex...,Got smaller capacity one? Quite ex...,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003946,v3_public_manual_research_synthetic_row_003946,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003947,v3_public_manual_research_synthetic_row_003947,You are not bothering me but you have to trust my answers. Pls.,You are not bothering me but you have to trust my answers. Pls.,You are not bothering me but you have to trust my answers. Pls.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003948,v3_public_manual_research_synthetic_row_003948,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003949,v3_public_manual_research_synthetic_row_003949,You getting back any time soon?,You getting back any time soon?,You getting back any time soon?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003950,v3_public_manual_research_synthetic_row_003950,Just now saw your message.it k da:),Just now saw your message.it k da:),Just now saw your message.it k da:),ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003951,v3_public_manual_research_synthetic_row_003951,Where r we meeting?,Where r we meeting?,Where r we meeting?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003952,v3_public_manual_research_synthetic_row_003952,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...","I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...","I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003953,v3_public_manual_research_synthetic_row_003953,Ok. No wahala. Just remember that a friend in need ...,Ok. No wahala. Just remember that a friend in need ...,Ok. No wahala. Just remember that a friend in need ...,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003954,v3_public_manual_research_synthetic_row_003954,Long beach lor. Expected... U having dinner now?,Long beach lor. Expected... U having dinner now?,Long beach lor. Expected... U having dinner now?,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003955,v3_public_manual_research_synthetic_row_003955,"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill","Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003956,v3_public_manual_research_synthetic_row_003956,Nokia phone is lovly..,Nokia phone is lovly..,Nokia phone is lovly..,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
v3_public_manual_research_synthetic_row_003957,v3_public_manual_research_synthetic_row_003957,Da is good good player.why he is unsold.,Da is good good player.why he is unsold.,Da is good good player.why he is unsold.,ham,0,UCI SMS Spam Collection,SMS Spam Collection v.1,public_baseline,public_real,False,accepted,accepted,,,data\organized\campaign_family_quality\combined_public_thesis_sources_campaign_family_filtered.csv,UCI spam is preserved for later smishing relabel review.
