removed_unified_id,removed_message_raw,removed_reason,replacement_candidate_id,replacement_message_raw,replacement_source_name,replacement_dataset_name,replacement_campaign_template_key,replacement_reason,duplicate_check_status,notes
replacement_ncsu_sms_phishing_016421,Your verification code for BaitSalam.com is: 723766 Enter this code on the web to verify your phone number. BaitSalam,campaign_repeat_excluded,ncsu_sms_phishing_060504,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ rpNqne",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > rpnqne,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_016422,Your verification code for BaitSalam.com is: 723080 Enter this code on the web to verify your phone number. BaitSalam,campaign_repeat_excluded,ncsu_sms_phishing_060513,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ xfmPOq",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > xfmpoq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_016436,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT (~~77.83.1.243",campaign_repeat_excluded,ncsu_sms_phishing_060516,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ MRwQko",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > mrwqko,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016424,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT (",duplicate_or_campaign_cap_during_build,ncsu_sms_phishing_060523,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ zkneRu",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > zkneru,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016425,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT #",duplicate_or_campaign_cap_during_build,ncsu_sms_phishing_060529,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ rUiNKj",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > ruinkj,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_13528,"Dear SBI user, Your A/C will be blocked...",weak_or_no_smishing_signal,ncsu_sms_phishing_060533,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ RRYvpI",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > rryvpi,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_13584,"Dear customer, Your SBI BANK account has been blocked. Please update your KYC in click here link -",campaign_repeat_excluded,ncsu_sms_phishing_060535,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ bkVVic",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > bkvvic,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016426,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT &",campaign_repeat_excluded,ncsu_sms_phishing_060537,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ wljvnc",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > wljvnc,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016427,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT *",campaign_repeat_excluded,ncsu_sms_phishing_060540,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ OlUNbP",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > olunbp,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016428,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT }",campaign_repeat_excluded,ncsu_sms_phishing_060543,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ qTOMwf",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > qtomwf,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_13827,(Alert)FRM: M&T BNK MSG: TEMPORAL HOLD HAS BEEN PLACED ON YOUR PROFILE Credible VERIFICATION REQUIRED BELOW TO RESTORE LIMITLESS,weak_or_no_smishing_signal,ncsu_sms_phishing_060549,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ ChlVBN",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > chlvbn,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_13829,"BDO Advisory :
Your Account has been Blocked.
We need to verify your account to continue our services.
Click Here to Verify :",campaign_repeat_excluded,ncsu_sms_phishing_060553,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ eokCpG",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > eokcpg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_13860,"COINBASE: As A Security Measure, We Delayed A Withdrawal Submitted From A New Sign-in Device. Submit A Ticket If This Wasn't You",weak_or_no_smishing_signal,ncsu_sms_phishing_060554,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ njJCQZ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > njjcqz,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_13880,Paytm Secure SMS to verify your number and Login:MTI40TcwgZWYyM2ZmM2NjZWYwZDM1NzBhN2E5YmlwMzM=,campaign_repeat_excluded,ncsu_sms_phishing_060555,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ umSchE",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > umsche,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_13982,Paytm Secure SMS to verify your number and Login: ODViYjMwMjhlNz0ZDViNTdkZTA4MWE5M2JlNjUwMzY=,campaign_repeat_excluded,ncsu_sms_phishing_060556,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ ROXljY",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > roxljy,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016429,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT @",campaign_repeat_excluded,ncsu_sms_phishing_060557,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ fvKaKX",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > fvkakx,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016430,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT 】",campaign_repeat_excluded,ncsu_sms_phishing_060558,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ CxMBwH",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > cxmbwh,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016433,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT 【",campaign_repeat_excluded,ncsu_sms_phishing_060559,"New TRXE
Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68


 oLhUHK",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > olhuhk,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017627,"Visit lilliflynn.com/MyGov1/ to prevent tax fraud. Due to fraudulent activity, your ATO account has been deleted. Indicator: 41B6862",campaign_repeat_excluded,ncsu_sms_phishing_060560,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ lAwpBI",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > lawpbi,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017643,951842 Your Account .has been suspended Due to Some security reasons please VERIFY your information Now clik here http://knbfu.store,campaign_repeat_excluded,ncsu_sms_phishing_060561,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ IQLNWQ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > iqlnwq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_14278,SOVA is a malware that targets banking apps to steal personal information. Do not install Apps by clicking on link or from unofficial store. -SBI ISD,weak_or_no_smishing_signal,ncsu_sms_phishing_060562,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ wMRAjf",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > wmrajf,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_14280,"ICBC
We are sending $110 to drivers with an auto insurance policy of ICBC due the rising gas prices. See the link to redeem your funds:",weak_or_no_smishing_signal,ncsu_sms_phishing_060563,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ fHXqms",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > fhxqms,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_14421,"[Binance Connect] You haven't complete verification yet, please proceed by go to our website to complete verification and enjoy our full service. Feel free to refer to the FAQs and Help section, online chat box for help.",weak_or_no_smishing_signal,ncsu_sms_phishing_060564,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ TCHJSB",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > tchjsb,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016437,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT /~~77.83.1.189",campaign_repeat_excluded,ncsu_sms_phishing_060566,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ rQSWJL",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > rqswjl,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017712,"3rd place: Alphonso Marker
2nd place: Kailomna Safonds
1st place: Randy Miller. Procced to prize: n55l.me/nwUu8",weak_or_no_smishing_signal,ncsu_sms_phishing_060567,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ SfMzES",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > sfmzes,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017716,3rd place: Alphonso Marker2nd place: Kailomna Safonds1st place: Randy Miller. Procced to prize: n55l.me/nwUu8,weak_or_no_smishing_signal,ncsu_sms_phishing_060569,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ CuxcLG",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > cuxclg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016440,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT /",campaign_repeat_excluded,ncsu_sms_phishing_060570,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ LTsxEH",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > ltsxeh,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017723,"Your verification code for BaitSalam.com is: 564440
Enter this code on the web to verify your phone number.
BaitSalam",campaign_repeat_excluded,ncsu_sms_phishing_060571,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ QInKTP",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > qinktp,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016442,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT :",campaign_repeat_excluded,ncsu_sms_phishing_060572,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ VpJsgi",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > vpjsgi,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016446,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT :~~91.121.227.190",campaign_repeat_excluded,ncsu_sms_phishing_060573,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ XhqtlI",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > xhqtli,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_14818,Order Alert: We regret to inform you that your order for Strontium Nitro Plus Nitro Plus 3.0 128GB USB 3.0 OTG Pendrive has been cancelled as the seller was unable to fulfill,weak_or_no_smishing_signal,ncsu_sms_phishing_060574,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ Heelsg",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > heelsg,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_14848,[Club Factory] Your returned package has been delivered in our warehouse. Check your tracking in your return history page.,weak_or_no_smishing_signal,ncsu_sms_phishing_060575,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ UKCHkT",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > ukchkt,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016448,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT [",campaign_repeat_excluded,ncsu_sms_phishing_060577,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ FwbEHF",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > fwbehf,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_14856,"Dear shopper,
There is (1) package waiting for you!
Check it here >>",weak_or_no_smishing_signal,ncsu_sms_phishing_060578,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ YnShuK",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > ynshuk,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_14874,We are having problems delivering your package,weak_or_no_smishing_signal,ncsu_sms_phishing_060579,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ JdZIJI",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > jdziji,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016451,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT -",campaign_repeat_excluded,ncsu_sms_phishing_060580,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ bUEDon",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > buedon,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016454,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT =",campaign_repeat_excluded,ncsu_sms_phishing_060581,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ OAKgxQ",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > oakgxq,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_15057,"Great news, the product you ordered is ready to be booked for delivery. Please follow this link and select the best date for you.",weak_or_no_smishing_signal,ncsu_sms_phishing_060582,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ iWrGxt",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > iwrgxt,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016461,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT ]",campaign_repeat_excluded,ncsu_sms_phishing_060583,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ DMfBBL",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > dmfbbl,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_15066,"DHL: Your parcel is arriving, track here:",weak_or_no_smishing_signal,ncsu_sms_phishing_060584,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ vqmWqN",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > vqmwqn,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016464,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT .",campaign_repeat_excluded,ncsu_sms_phishing_060585,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ OsNAap",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > osnaap,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016466,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT ,",campaign_repeat_excluded,ncsu_sms_phishing_060586,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ JkJUWc",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > jkjuwc,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017843,"You are eligible for a Tax Refund of 19,057 , click on this link to authenticate your account snackablescience.com/tt/centrelink and receive your refund .",campaign_repeat_excluded,ncsu_sms_phishing_060587,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ XRCugR",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > xrcugr,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15173,Your parcel has been left at your local drop off point! You can track it here.,weak_or_no_smishing_signal,ncsu_sms_phishing_060591,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ kbdACK",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > kbdack,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15208,"Your package is waiting for delivery. Confirm the settlement (1.65 EUR) in the following link, click here: 👇",campaign_repeat_excluded,ncsu_sms_phishing_060593,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ pCkoGc",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > pckogc,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017907,You haven't visited AIRDROP for more than 325 days. Your account has accumulated free ETH. Please get your Ethereum +1.820 eth. https://finance-corp.info/255b,campaign_repeat_excluded,ncsu_sms_phishing_060595,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ ososqL",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > ososql,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017924,"Your verification code for BaitSalam.com is: 287711
Enter this code on the web to verify your phone number.
BaitSalam",campaign_repeat_excluded,ncsu_sms_phishing_060596,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ rXUvMo",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > rxuvmo,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15248,"DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.",weak_or_no_smishing_signal,ncsu_sms_phishing_060599,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ wnHapu",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > wnhapu,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_017925,"Your verification code for BaitSalam.com is: 075422
Enter this code on the web to verify your phone number.
BaitSalam",campaign_repeat_excluded,ncsu_sms_phishing_060601,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ PIwxSY",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > piwxsy,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15260,You have (1) Pending Package! Ref: DHL-6461W Last chance to pick it up >,weak_or_no_smishing_signal,ncsu_sms_phishing_060610,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ HiNhwX",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > hinhwx,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016469,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT )",campaign_repeat_excluded,ncsu_sms_phishing_060612,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ iopFLB",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > iopflb,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_imc25_english_smish_15316,"DPD: We tried to deliver your parcel however no one was available to receive it. To arrange your redelivery, please proceed via:",weak_or_no_smishing_signal,ncsu_sms_phishing_060618,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ mIFwgI",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > mifwgi,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
strict_replacement_ncsu_sms_phishing_016481,"Your USDTCOIN Access [ usdqerc.com ] Username:Mak88 Login code:mk1689 Balance:1,654,293.49 USDT %~~77.83.1.163",campaign_repeat_excluded,ncsu_sms_phishing_060631,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ kbKaUT",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > kbkaut,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_ncsu_sms_phishing_024252,"1234 [Binance] According to local regulations, please update web3.0 before April 11, otherwise the account will be frozen. bineanc.net&Ccedil;",campaign_repeat_excluded,ncsu_sms_phishing_060633,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ mlSRRd",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > mlsrrd,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15323,"Hi, your package is / ready for pick up ->",weak_or_no_smishing_signal,ncsu_sms_phishing_060635,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ NJtJpz",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > njtjpz,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15330,"PostOffice: Your parcel has been redirected to your local branch due to an underpayment of shipping fees, please schedule a re-delivery here:",weak_or_no_smishing_signal,ncsu_sms_phishing_060643,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ CwUpds",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > cwupds,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
replacement_imc25_english_smish_15336,Delayed at Customs: Your package is being processed by Customs officials. UPS may require additional information from you. More info at,weak_or_no_smishing_signal,ncsu_sms_phishing_060647,"New TRXE~Login || www.usdtrxe.com || Username:Rom88 P***word:R66888 Balance:3,953,395.68~~~ YXSdVj",SMS Phishing Dataset,wspr-ncsu/sms-phishing,new trxe login < > username rom88 p word r66888 balance < > yxsdvj,accepted,accepted,Raw-available SMS-like smishing replacement accepted.
