augmentation_id,original_final_row_id,variant_index,perturbation_level,perturbation_techniques,num_chars_changed,changed_token_count,achieved_perturbation_rate,quality_status,label_preserved,seed,notes
aug_train_v3_public_manual_research_synthetic_row_008638_v2,v3_public_manual_research_synthetic_row_008638,2,20,separator_injection;spacing_punctuation_case_noise;leetspeak_obfuscation,61,8,0.5126,pass,True,2340101267,institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | separator_injection:separator_keyword=update | spacing_punctuation_case_noise:noise_edits=2 | url_variation:no_url_found | leetspeak_obfuscation:leet_chars=4
aug_train_v3_public_manual_research_synthetic_row_005922_v1,v3_public_manual_research_synthetic_row_005922,1,20,leetspeak_obfuscation;spacing_punctuation_case_noise;homoglyph_substitution,25,9,0.1163,pass,True,2391992199,leetspeak_obfuscation:leet_chars=2 | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=3
aug_train_v3_public_manual_research_synthetic_row_005393_v1,v3_public_manual_research_synthetic_row_005393,1,20,numeric_otp_variation;spacing_punctuation_case_noise;homoglyph_substitution,70,5,0.5263,pass,True,2403177400,numeric_otp_variation:numeric_sequences=1 | urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_006241_v1,v3_public_manual_research_synthetic_row_006241,1,20,numeric_otp_variation;homoglyph_substitution;leetspeak_obfuscation,9,3,0.0909,pass,True,1010887539,numeric_otp_variation:numeric_sequences=2 | homoglyph_substitution:homoglyph_chars=1 | urgency_paraphrasing:no_urgency_phrase | separator_injection:no_separator_keyword | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_009361_v1,v3_public_manual_research_synthetic_row_009361,1,20,separator_injection;url_variation;homoglyph_substitution,82,2,1.2615,pass,True,4126977273,separator_injection:separator_keyword=login | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_009361_v2,v3_public_manual_research_synthetic_row_009361,2,20,separator_injection;spacing_punctuation_case_noise;homoglyph_substitution,31,3,0.4769,pass,True,910344238,separator_injection:separator_keyword=login | spacing_punctuation_case_noise:noise_edits=3 | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_007727_v1,v3_public_manual_research_synthetic_row_007727,1,20,separator_injection;spacing_punctuation_case_noise;homoglyph_substitution,82,22,0.6029,pass,True,2582675738,separator_injection:separator_keyword=account | spacing_punctuation_case_noise:noise_edits=3 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_009392_v1,v3_public_manual_research_synthetic_row_009392,1,20,spacing_punctuation_case_noise;leetspeak_obfuscation;url_variation,105,7,1.1932,pass,True,2884526923,spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=2 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_005896_v1,v3_public_manual_research_synthetic_row_005896,1,20,homoglyph_substitution;spacing_punctuation_case_noise,83,15,0.6587,pass,True,3959533200,homoglyph_substitution:homoglyph_chars=2 | numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | separator_injection:no_separator_keyword | url_variation:no_url_found
aug_train_v3_public_manual_research_synthetic_row_007680_v1,v3_public_manual_research_synthetic_row_007680,1,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,106,4,1.0192,pass,True,3279228994,spacing_punctuation_case_noise:noise_edits=3 | url_variation:url_domain_changed_to_safe_invalid_tld | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007680_v2,v3_public_manual_research_synthetic_row_007680,2,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,44,4,0.4231,pass,True,2504024287,spacing_punctuation_case_noise:noise_edits=3 | url_variation:url_domain_changed_to_safe_invalid_tld | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_009889_v1,v3_public_manual_research_synthetic_row_009889,1,20,url_variation;spacing_punctuation_case_noise;numeric_otp_variation,266,3,0.8365,pass,True,114880094,institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2 | numeric_otp_variation:numeric_sequences=1
aug_train_v3_public_manual_research_synthetic_row_009902_v1,v3_public_manual_research_synthetic_row_009902,1,20,url_variation;leetspeak_obfuscation;homoglyph_substitution,89,2,0.9082,pass,True,891188395,url_variation:url_domain_changed_to_safe_invalid_tld | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=4 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_006315_v1,v3_public_manual_research_synthetic_row_006315,1,20,url_variation;spacing_punctuation_case_noise;separator_injection,50,8,0.2941,pass,True,2558301140,url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2 | numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=verify
aug_train_v3_public_manual_research_synthetic_row_005403_v1,v3_public_manual_research_synthetic_row_005403,1,20,numeric_otp_variation;url_variation;homoglyph_substitution,461,7,0.635,pass,True,4063408120,numeric_otp_variation:numeric_sequences=2 | leetspeak_obfuscation:leet_chars=0 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld | homoglyph_substitution:homoglyph_chars=6
aug_train_v3_public_manual_research_synthetic_row_007122_v1,v3_public_manual_research_synthetic_row_007122,1,20,separator_injection;spacing_punctuation_case_noise;url_variation,96,14,0.9796,pass,True,2928631457,separator_injection:separator_keyword=login | leetspeak_obfuscation:leet_chars=0 | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_007122_v2,v3_public_manual_research_synthetic_row_007122,2,20,leetspeak_obfuscation;homoglyph_substitution;url_variation,44,2,0.449,pass,True,2781240075,leetspeak_obfuscation:leet_chars=2 | homoglyph_substitution:homoglyph_chars=1 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_007381_v1,v3_public_manual_research_synthetic_row_007381,1,20,homoglyph_substitution;numeric_otp_variation;url_variation,40,3,0.4396,pass,True,2002878888,leetspeak_obfuscation:leet_chars=0 | separator_injection:no_separator_keyword | homoglyph_substitution:homoglyph_chars=1 | numeric_otp_variation:numeric_sequences=1 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_010226_v1,v3_public_manual_research_synthetic_row_010226,1,20,homoglyph_substitution;numeric_otp_variation;leetspeak_obfuscation,8,3,0.086,pass,True,3571341473,homoglyph_substitution:homoglyph_chars=1 | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:numeric_sequences=2 | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_010226_v2,v3_public_manual_research_synthetic_row_010226,2,20,numeric_otp_variation;spacing_punctuation_case_noise;homoglyph_substitution,57,8,0.6129,pass,True,3758472988,numeric_otp_variation:numeric_sequences=2 | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_007960_v1,v3_public_manual_research_synthetic_row_007960,1,20,spacing_punctuation_case_noise;numeric_otp_variation;homoglyph_substitution,8,4,0.087,pass,True,1635218180,institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=3 | separator_injection:no_separator_keyword | leetspeak_obfuscation:leet_chars=0 | url_variation:no_url_found | numeric_otp_variation:numeric_sequences=1 | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_008948_v1,v3_public_manual_research_synthetic_row_008948,1,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,120,21,0.8108,pass,True,1506011654,urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=0 | separator_injection:no_separator_keyword | spacing_punctuation_case_noise:noise_edits=2 | numeric_otp_variation:no_digit_sequence | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_007962_v1,v3_public_manual_research_synthetic_row_007962,1,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,143,4,0.9597,pass,True,3765439543,homoglyph_substitution:homoglyph_chars=2 | spacing_punctuation_case_noise:noise_edits=3 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_009158_v1,v3_public_manual_research_synthetic_row_009158,1,20,leetspeak_obfuscation;spacing_punctuation_case_noise;numeric_otp_variation,66,4,0.541,pass,True,1151971518,leetspeak_obfuscation:leet_chars=4 | urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=3 | numeric_otp_variation:numeric_sequences=1
aug_train_v3_public_manual_research_synthetic_row_009158_v2,v3_public_manual_research_synthetic_row_009158,2,20,homoglyph_substitution;spacing_punctuation_case_noise;url_variation,97,4,0.7951,pass,True,11318088,separator_injection:no_separator_keyword | homoglyph_substitution:homoglyph_chars=2 | spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_010194_v1,v3_public_manual_research_synthetic_row_010194,1,20,url_variation;separator_injection;numeric_otp_variation,99,12,1.1512,pass,True,639323134,url_variation:url_domain_changed_to_safe_invalid_tld | institution_substitution:no_context_safe_institution_swap | separator_injection:separator_keyword=login | numeric_otp_variation:numeric_sequences=2
aug_train_v3_public_manual_research_synthetic_row_005559_v1,v3_public_manual_research_synthetic_row_005559,1,20,homoglyph_substitution;url_variation;leetspeak_obfuscation,24,1,0.3077,pass,True,3147981290,homoglyph_substitution:homoglyph_chars=1 | separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld | leetspeak_obfuscation:leet_chars=1
aug_train_v3_public_manual_research_synthetic_row_005559_v2,v3_public_manual_research_synthetic_row_005559,2,20,spacing_punctuation_case_noise;url_variation;homoglyph_substitution,86,11,1.1026,pass,True,3785577783,numeric_otp_variation:no_digit_sequence | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=2 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_005559_v3,v3_public_manual_research_synthetic_row_005559,3,20,url_variation;homoglyph_substitution;spacing_punctuation_case_noise,41,3,0.5256,pass,True,2121168481,url_variation:url_domain_changed_to_safe_invalid_tld | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=1 | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_005900_v1,v3_public_manual_research_synthetic_row_005900,1,20,spacing_punctuation_case_noise;url_variation;separator_injection,99,16,0.8115,pass,True,3583138031,numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld | separator_injection:separator_keyword=verify
aug_train_v3_public_manual_research_synthetic_row_007786_v1,v3_public_manual_research_synthetic_row_007786,1,20,leetspeak_obfuscation;spacing_punctuation_case_noise;separator_injection,63,12,0.6495,pass,True,234544297,leetspeak_obfuscation:leet_chars=4 | institution_substitution:no_context_safe_institution_swap | spacing_punctuation_case_noise:noise_edits=2 | url_variation:no_url_found | separator_injection:separator_keyword=login
aug_train_v3_public_manual_research_synthetic_row_007864_v1,v3_public_manual_research_synthetic_row_007864,1,20,spacing_punctuation_case_noise;url_variation;separator_injection,109,3,0.9008,pass,True,3102739497,urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=3 | leetspeak_obfuscation:leet_chars=0 | url_variation:url_domain_changed_to_safe_invalid_tld | separator_injection:separator_keyword=secure
aug_train_v3_public_manual_research_synthetic_row_008866_v1,v3_public_manual_research_synthetic_row_008866,1,20,url_variation;spacing_punctuation_case_noise;institution_substitution,97,24,0.651,pass,True,4249092885,urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2 | institution_substitution:institution_swap=DHL
aug_train_v3_public_manual_research_synthetic_row_008866_v2,v3_public_manual_research_synthetic_row_008866,2,20,spacing_punctuation_case_noise;institution_substitution;url_variation,154,3,1.0336,pass,True,2486261512,spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | separator_injection:no_separator_keyword | numeric_otp_variation:no_digit_sequence | institution_substitution:institution_swap=DHL | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_008866_v3,v3_public_manual_research_synthetic_row_008866,3,20,spacing_punctuation_case_noise;url_variation;separator_injection,133,3,0.8926,pass,True,309715966,numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld | urgency_paraphrasing:no_urgency_phrase | separator_injection:separator_keyword=secure
aug_train_v3_public_manual_research_synthetic_row_005992_v1,v3_public_manual_research_synthetic_row_005992,1,20,homoglyph_substitution;institution_substitution;url_variation,105,3,1.0938,pass,True,1452687953,urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=1 | institution_substitution:institution_swap=USPS | separator_injection:no_separator_keyword | url_variation:url_domain_changed_to_safe_invalid_tld
aug_train_v3_public_manual_research_synthetic_row_005992_v2,v3_public_manual_research_synthetic_row_005992,2,20,spacing_punctuation_case_noise;homoglyph_substitution;leetspeak_obfuscation,85,6,0.8854,pass,True,603797881,urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=1 | leetspeak_obfuscation:leet_chars=2
aug_train_v3_public_manual_research_synthetic_row_010312_v1,v3_public_manual_research_synthetic_row_010312,1,20,separator_injection;numeric_otp_variation;homoglyph_substitution,71,2,0.568,pass,True,2436123733,separator_injection:separator_keyword=wallet | numeric_otp_variation:numeric_sequences=2 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_010312_v2,v3_public_manual_research_synthetic_row_010312,2,20,numeric_otp_variation;url_variation;spacing_punctuation_case_noise,96,8,0.768,pass,True,2957919709,numeric_otp_variation:numeric_sequences=2 | urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_006789_v1,v3_public_manual_research_synthetic_row_006789,1,20,homoglyph_substitution;url_variation;leetspeak_obfuscation,150,2,0.5535,pass,True,1731791026,separator_injection:no_separator_keyword | homoglyph_substitution:homoglyph_chars=3 | url_variation:url_domain_changed_to_safe_invalid_tld | leetspeak_obfuscation:leet_chars=1
aug_train_v3_public_manual_research_synthetic_row_009338_v1,v3_public_manual_research_synthetic_row_009338,1,20,spacing_punctuation_case_noise;homoglyph_substitution;leetspeak_obfuscation,36,4,0.3462,pass,True,3235082114,spacing_punctuation_case_noise:noise_edits=2 | numeric_otp_variation:no_digit_sequence | url_variation:no_url_found | homoglyph_substitution:homoglyph_chars=1 | leetspeak_obfuscation:leet_chars=3
aug_train_v3_public_manual_research_synthetic_row_009338_v2,v3_public_manual_research_synthetic_row_009338,2,20,homoglyph_substitution;spacing_punctuation_case_noise;leetspeak_obfuscation,86,16,0.8269,pass,True,1874760834,url_variation:no_url_found | homoglyph_substitution:homoglyph_chars=1 | spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=3
aug_train_v3_public_manual_research_synthetic_row_006002_v1,v3_public_manual_research_synthetic_row_006002,1,20,homoglyph_substitution;urgency_paraphrasing;spacing_punctuation_case_noise,145,21,0.9864,pass,True,1321248084,homoglyph_substitution:homoglyph_chars=1 | separator_injection:no_separator_keyword | url_variation:no_url_found | urgency_paraphrasing:urgency_phrase=\burgent\b | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_008995_v1,v3_public_manual_research_synthetic_row_008995,1,20,url_variation;separator_injection;leetspeak_obfuscation,57,2,0.3904,pass,True,335693987,url_variation:url_domain_changed_to_safe_invalid_tld | urgency_paraphrasing:no_urgency_phrase | separator_injection:separator_keyword=verify | leetspeak_obfuscation:leet_chars=4
aug_train_v3_public_manual_research_synthetic_row_006727_v1,v3_public_manual_research_synthetic_row_006727,1,20,spacing_punctuation_case_noise;homoglyph_substitution,16,2,0.381,pass,True,685394057,separator_injection:no_separator_keyword | url_variation:no_url_found | institution_substitution:no_context_safe_institution_swap | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_008869_v1,v3_public_manual_research_synthetic_row_008869,1,20,spacing_punctuation_case_noise;separator_injection;leetspeak_obfuscation,122,9,0.9037,pass,True,1793264465,spacing_punctuation_case_noise:noise_edits=2 | separator_injection:separator_keyword=update | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=4
aug_train_v3_public_manual_research_synthetic_row_008142_v1,v3_public_manual_research_synthetic_row_008142,1,20,spacing_punctuation_case_noise;homoglyph_substitution,46,7,0.8679,pass,True,156307104,url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=1 | leetspeak_obfuscation:leet_chars=0 | institution_substitution:no_context_safe_institution_swap | separator_injection:no_separator_keyword
aug_train_v3_public_manual_research_synthetic_row_008241_v1,v3_public_manual_research_synthetic_row_008241,1,20,url_variation;homoglyph_substitution;leetspeak_obfuscation,43,4,0.3359,pass,True,3623735750,url_variation:url_domain_changed_to_safe_invalid_tld | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=2 | leetspeak_obfuscation:leet_chars=3
aug_train_v3_public_manual_research_synthetic_row_007378_v1,v3_public_manual_research_synthetic_row_007378,1,20,spacing_punctuation_case_noise;url_variation;leetspeak_obfuscation,39,2,0.2847,pass,True,401985299,spacing_punctuation_case_noise:noise_edits=2 | url_variation:url_domain_changed_to_safe_invalid_tld | leetspeak_obfuscation:leet_chars=1
aug_train_v3_public_manual_research_synthetic_row_007378_v2,v3_public_manual_research_synthetic_row_007378,2,20,homoglyph_substitution;numeric_otp_variation;spacing_punctuation_case_noise,86,12,0.6277,pass,True,1854411435,separator_injection:no_separator_keyword | leetspeak_obfuscation:leet_chars=0 | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=2 | numeric_otp_variation:numeric_sequences=1 | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_007242_v1,v3_public_manual_research_synthetic_row_007242,1,20,numeric_otp_variation;separator_injection;spacing_punctuation_case_noise,129,4,0.9281,pass,True,2578663063,institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:numeric_sequences=1 | url_variation:no_url_found | urgency_paraphrasing:no_urgency_phrase | separator_injection:separator_keyword=update | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_007147_v1,v3_public_manual_research_synthetic_row_007147,1,20,spacing_punctuation_case_noise;url_variation;leetspeak_obfuscation,60,6,0.7407,pass,True,1604922226,numeric_otp_variation:no_digit_sequence | spacing_punctuation_case_noise:noise_edits=2 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld | leetspeak_obfuscation:leet_chars=4
aug_train_v3_public_manual_research_synthetic_row_007089_v1,v3_public_manual_research_synthetic_row_007089,1,20,leetspeak_obfuscation;institution_substitution;homoglyph_substitution,75,4,0.9615,pass,True,921564972,numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=3 | urgency_paraphrasing:no_urgency_phrase | url_variation:no_url_found | institution_substitution:institution_swap=Maya | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_007089_v2,v3_public_manual_research_synthetic_row_007089,2,20,leetspeak_obfuscation;institution_substitution;spacing_punctuation_case_noise,34,4,0.4359,pass,True,2033985696,leetspeak_obfuscation:leet_chars=4 | url_variation:no_url_found | numeric_otp_variation:no_digit_sequence | institution_substitution:institution_swap=Maya | separator_injection:no_separator_keyword | urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=2
aug_train_v3_public_manual_research_synthetic_row_005592_v1,v3_public_manual_research_synthetic_row_005592,1,20,spacing_punctuation_case_noise;homoglyph_substitution;numeric_otp_variation,46,7,0.5823,pass,True,109459556,spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=1 | numeric_otp_variation:numeric_sequences=2
aug_train_v3_public_manual_research_synthetic_row_008364_v1,v3_public_manual_research_synthetic_row_008364,1,20,separator_injection;spacing_punctuation_case_noise;homoglyph_substitution,52,10,0.8254,pass,True,4222566836,separator_injection:separator_keyword=login | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | leetspeak_obfuscation:leet_chars=0 | spacing_punctuation_case_noise:noise_edits=3 | url_variation:no_url_found | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_009510_v1,v3_public_manual_research_synthetic_row_009510,1,20,spacing_punctuation_case_noise;separator_injection;homoglyph_substitution,96,5,0.7007,pass,True,3977105752,url_variation:no_url_found | spacing_punctuation_case_noise:noise_edits=2 | separator_injection:separator_keyword=account | leetspeak_obfuscation:leet_chars=0 | numeric_otp_variation:no_digit_sequence | urgency_paraphrasing:no_urgency_phrase | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007261_v1,v3_public_manual_research_synthetic_row_007261,1,20,spacing_punctuation_case_noise;url_variation;leetspeak_obfuscation,67,8,0.8933,pass,True,3044988094,urgency_paraphrasing:no_urgency_phrase | separator_injection:no_separator_keyword | spacing_punctuation_case_noise:noise_edits=2 | institution_substitution:no_context_safe_institution_swap | url_variation:url_domain_changed_to_safe_invalid_tld | leetspeak_obfuscation:leet_chars=1
aug_train_v3_public_manual_research_synthetic_row_007261_v2,v3_public_manual_research_synthetic_row_007261,2,20,homoglyph_substitution;url_variation;spacing_punctuation_case_noise,49,3,0.6533,pass,True,1968626384,separator_injection:no_separator_keyword | numeric_otp_variation:no_digit_sequence | homoglyph_substitution:homoglyph_chars=1 | leetspeak_obfuscation:leet_chars=0 | url_variation:url_domain_changed_to_safe_invalid_tld | spacing_punctuation_case_noise:noise_edits=3
aug_train_v3_public_manual_research_synthetic_row_009936_v1,v3_public_manual_research_synthetic_row_009936,1,20,url_variation;leetspeak_obfuscation;numeric_otp_variation,96,3,1.1034,pass,True,191349927,url_variation:url_domain_changed_to_safe_invalid_tld | institution_substitution:no_context_safe_institution_swap | leetspeak_obfuscation:leet_chars=4 | numeric_otp_variation:numeric_sequences=1
aug_train_v3_public_manual_research_synthetic_row_008341_v1,v3_public_manual_research_synthetic_row_008341,1,20,spacing_punctuation_case_noise;numeric_otp_variation;homoglyph_substitution,38,4,0.3193,pass,True,3139509977,spacing_punctuation_case_noise:noise_edits=2 | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=0 | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:numeric_sequences=2 | url_variation:no_url_found | separator_injection:no_separator_keyword | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_007684_v1,v3_public_manual_research_synthetic_row_007684,1,20,numeric_otp_variation;spacing_punctuation_case_noise;homoglyph_substitution,178,9,0.7265,pass,True,1782201901,numeric_otp_variation:numeric_sequences=1 | spacing_punctuation_case_noise:noise_edits=3 | url_variation:no_url_found | urgency_paraphrasing:no_urgency_phrase | homoglyph_substitution:homoglyph_chars=3
aug_train_v3_public_manual_research_synthetic_row_005643_v1,v3_public_manual_research_synthetic_row_005643,1,20,url_variation;separator_injection;leetspeak_obfuscation,61,9,0.2837,pass,True,3660625804,url_variation:url_domain_changed_to_safe_invalid_tld | urgency_paraphrasing:no_urgency_phrase | numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=account | leetspeak_obfuscation:leet_chars=3
aug_train_v3_public_manual_research_synthetic_row_009728_v1,v3_public_manual_research_synthetic_row_009728,1,20,spacing_punctuation_case_noise;leetspeak_obfuscation;homoglyph_substitution,90,17,0.7031,pass,True,1656717920,spacing_punctuation_case_noise:noise_edits=3 | urgency_paraphrasing:no_urgency_phrase | leetspeak_obfuscation:leet_chars=4 | institution_substitution:no_context_safe_institution_swap | numeric_otp_variation:no_digit_sequence | url_variation:no_url_found | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_009728_v2,v3_public_manual_research_synthetic_row_009728,2,20,separator_injection;spacing_punctuation_case_noise;homoglyph_substitution,73,19,0.5703,pass,True,3129967926,numeric_otp_variation:no_digit_sequence | separator_injection:separator_keyword=claim | spacing_punctuation_case_noise:noise_edits=2 | homoglyph_substitution:homoglyph_chars=2
aug_train_v3_public_manual_research_synthetic_row_007540_v1,v3_public_manual_research_synthetic_row_007540,1,20,url_variation;homoglyph_substitution;numeric_otp_variation,42,5,0.4615,pass,True,2559480241,separator_injection:no_separator_keyword | urgency_paraphrasing:no_urgency_phrase | url_variation:url_domain_changed_to_safe_invalid_tld | institution_substitution:no_context_safe_institution_swap | homoglyph_substitution:homoglyph_chars=2 | numeric_otp_variation:numeric_sequences=2
aug_train_v3_public_manual_research_synthetic_row_007931_v1,v3_public_manual_research_synthetic_row_007931,1,20,spacing_punctuation_case_noise;numeric_otp_variation;homoglyph_substitution,75,15,0.641,pass,True,398932744,urgency_paraphrasing:no_urgency_phrase | spacing_punctuation_case_noise:noise_edits=2 | url_variation:no_url_found | separator_injection:no_separator_keyword | numeric_otp_variation:numeric_sequences=2 | homoglyph_substitution:homoglyph_chars=1
aug_train_v3_public_manual_research_synthetic_row_005982_v1,v3_public_manual_research_synthetic_row_005982,1,20,homoglyph_substitution;url_variation;separator_injection,43,2,0.6719,pass,True,2375018791,homoglyph_substitution:homoglyph_chars=1 | url_variation:url_domain_changed_to_safe_invalid_tld | separator_injection:separator_keyword=login
