old_unified_id,old_message_clean,replacement_candidate_id,replacement_message_raw,replacement_message_clean,replacement_source_name,replacement_dataset_name,match_method,duplicate_check_status,replacement_status,notes
gathered_imc25_english_smish_10227,"Dear TATA Cardholder, outstanding of <AMOUNT>, on your Card no. ending XXXXXXXX0960 is due on <DATE_TIME>. Min amount due: Rs. 1974.00. Please ignore if already paid. Click here <URL> to make online payment.",ncsu_sms_phishing_017844,"There is fund yet to be received on your Centerlink account in the amount of AUD 5,200 Visit infra-solve.com/myG0V to receive .","There is fund yet to be received on your Centerlink account in the amount of AUD 5,200 Visit <URL> to receive.",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10231,PayPal: We have limited your account due to safety concerns. Please visit <URL> before we are forced to permanently close your account.,imc25_english_smish_15075,Your Royal Mail parcel is waiting for delivery. Please confirm the settlement amount of 2.99 GBP via:,Your Royal Mail parcel is waiting for delivery. Please confirm the settlement amount of 2.99 GBP via:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10232,"HALIFAX: A new device SAMSUNG GALAXY <US_DRIVER_LICENSE> was successfully registered for Mobile Banking on <DATE_TIME>. If this was NOT you, please de-register this device via: <URL>",ncsu_sms_phishing_017846,[Alert]MyGov : You have unclaimed funds on your centerlink account. Visit snackablescience.com/tt/centrelink to receive,[Alert]MyGov: You have unclaimed funds on your centerlink account. Visit <URL> to receive,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10244,"PayPal: Your account has been limited due to suspicious activity. To prevent any unauthorised use and protect your details, we require you to verify yourself immediately via: <URL>",imc25_english_smish_15098,I brought back my luggage because I was absent. Please confirm.,I brought back my luggage because I was absent. Please confirm.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10250,Standard bank<IP_ADDRESS>Click on --> <URL> to update your account details to avoid suspension on our <DATE_TIME> platform. Thank you.,ncsu_sms_phishing_017847,"You are eligible for a Tax Refund of 9,057 , click on this link to authenticate your account infra-solve.com/myG0V and receive your refund .","You are eligible for a Tax Refund of 9,057, click on this link to authenticate your account <URL> and receive your refund.",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10251,"<LOCATION>: A new payment has been attempted via the mobile banking <DATE_TIME>. If this was NOT you, visit: <URL>",imc25_english_smish_15099,We have your parcel waiting. Please pay the fee to complete delivery,We have your parcel waiting. Please pay the fee to complete delivery,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10252,HSBC: A New Payee request was created from an unrecognised device. Please Approve or Cancel this request via: <URL>,ncsu_sms_phishing_017851,"WESTPAC Alert: We have witnessed unusual activity on your online access, Kindly update details at signin-westpac.com","WESTPAC Alert: We have witnessed unusual activity on your online access, Kindly update details at <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10253,"We have kept a lock on your account, please verify your information at <URL> to restore your account.",imc25_english_smish_15108,"Your package has arrived at our depot. Manage your delivery preferences, before it expires at: <LOCATION>","Your package has arrived at our depot. Manage your delivery preferences, before it expires at: <LOCATION>",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10255,DEAR CUSTOMER YOUT P_Y_T_M HAS BEEN BLOCK HOLD YOUR AMOUNT PLEAS COMPLET YOUR K_Y_C CONTECT CUSTOMER PH NUMBER <PHONE> TEAM THANX,ncsu_sms_phishing_017854,"$300 discount code for my Creative Styling Course expires tonight 11:59pm!
Use Code: SURPRISE
Essence China
http://mbltext.com/ry8",<AMOUNT> discount code for my Creative Styling Course expires tonight 11:59pm! Use Code: SURPRISE Essence China <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10256,HALIFAX DATA: Hello <NAMED_ENTITY>. Unauthorised access data reported. You must update your client details at <URL>ine/account to prevent restrictions.,imc25_english_smish_15129,Your Royal Mail parcel is waiting for delivery. Please confirm the shipping fee of 2.99 (GBP) via:,Your Royal Mail parcel is waiting for delivery. Please confirm the shipping fee of 2.99 (GBP) via:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10258,Dear customer SBI your credit card points worth INR 9356 expired by <DATE_TIME>. Kindly redeem your points in cash by click here,ncsu_sms_phishing_017856,"An attempt to add Jacob Francis as a trusted payee was successful on 27/01. If this was NOT you, visit: https://verifymy-app.com[1054]","An attempt to add Jacob Francis as a trusted payee was successful on 27/01. If this was NOT you, visit: <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10260,Dear Customer Your PayT'M (Document Has Expire Today).Your Ser-vice <NAMED_ENTITY> Within <DATE_TIME> Call Us <PHONE> Immediately Thank you,imc25_english_smish_15132,Your parcel is ready for delivery. Confirm your shipping details. Click here:,Your parcel is ready for delivery. Confirm your shipping details. Click here:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10261,Due of Rs.130 is outstanding on <DATE_TIME> for loan ac 5770CDFJ506768. Click <URL> & pay now. Click <URL> for NDC,ncsu_sms_phishing_017861,"Hey, we sent you the wrong link yesterday here is the correct one.We are sorry. Have a great weekend https://gvme.info/2322","Hey, we sent you the wrong link yesterday here is the correct one.We are sorry. Have a great weekend <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10264,Dear Customer Your PayT'M (Document Has Expire Today).Your Service Will Block Within <DATE_TIME> Call Us <PHONE> Immediately Thank you,imc25_english_smish_15169,Post Office: Sorry to inform you your item is stuck at the depot to recover please visit:,Post Office: Sorry to inform you your item is stuck at the depot to recover please visit:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10265,Dear Customer Your <URL> (KYC) has been expired please call customer care <DATE_TIME> immediately your A/c block within <DATE_TIME>.,ncsu_sms_phishing_017865,Attention ! Your Lumen schedule has been changed. Please tap login.Iumensso.com/prod to see your updates.,Attention! Your Lumen schedule has been changed. Please tap <URL> to see your updates.,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10270,Dear customer your kotak Mahindra Bank account has been suspended. update your account <DATE_TIME> click here link update your account,imc25_english_smish_15173,Your parcel has been left at your local drop off point! You can track it here.,Your parcel has been left at your local drop off point! You can track it here.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10273,"LloydsBank: Your new device has successfully been registered for mobile banking on <DATE_TIME>. You now can receive and make payments. If this was NOT you, visit: <URL>",ncsu_sms_phishing_017877,DHL EXPRESS: Your package is awaiting delivery You must pay the shipping cost https://pxlme.me/DHL.EXPRESS.DELIVERY,DHL EXPRESS: Your package is awaiting delivery You must pay the shipping cost <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10278,Dear Paytm Customer your KYC has been Expired. Paytm office PH <US_BANK_NUMBER> Call Immediately. Your account will block with in <DATE_TIME> Thank you Paytm Team,imc25_english_smish_15182,"RoyalMail:Your Royal Mail parcel is waiting for delivery. Please confirm the settlement of 1,99(GBP) on the link below:","RoyalMail:Your Royal Mail parcel is waiting for delivery. Please confirm the settlement of 1,99(GBP) on the link below:",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10283,"Dear SBI Customer, You recently added nominee. You can send funds now. To report this Log in <URL> and follow the instructions.",ncsu_sms_phishing_017895,858556 [ WELLSFARG0]: We ve discovered some unusual activities in your account. Please review your information here https://i8.ae/oFnG,858556 [ WELLSFARG0]: We ve discovered some unusual activities in your account. Please review your information here <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10285,Dear PAYTM customer your KYC has been Expired. PAYTM office PH <PHONE> Call Immediately. You account will block with in <DATE_TIME> Thank you PAYTM Team,imc25_english_smish_15184,"Please be informed that, your package is ready for delivery. Confirm the shipping fee 10.89 QR","Please be informed that, your package is ready for delivery. Confirm the shipping fee 10.89 QR",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10286,Dear PYTM customer your Pytm KYC has expired. Contact customer care <LOCATION> imme-diately. your account will Block within <DATE_TIME>. Thank you PYTM TEAM Dear PYTM customer your Pytm KYC has expired. Contact customer care No-<PHONE> imme-diately. your account will Block within <DATE_TIME>. Thank you PYTM TEAM,ncsu_sms_phishing_017905,You haven't visited AIRDROP for more than 325 days. Your account has accumulated free ETH. Please get your Ethereum +1.824 ETH. https://finance-corp.info/255b,You haven't visited AIRDROP for more than 325 days. Your account has accumulated free ETH. Please get your Ethereum +1.824 ETH. <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10287,Your Paytm KYC has been expired. Contact customer care NO:- <PHONE> immediately. your account will Block within <DATE_TIME>.,imc25_english_smish_15208,"Your package is waiting for delivery. Confirm the settlement (1.65 EUR) in the following link, click here: 👇","Your package is waiting for delivery. Confirm the settlement (1.65 EUR) in the following link, click here: 👇",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10291,Phonepe cashback record has requested money from you on <NAMED_ENTITY>. <NAMED_ENTITY> will be debited from your account on approving the request - <URL>,ncsu_sms_phishing_017906,You haven't visited AIRDROP for more than 369 days. Your account has accumulated free ETH. Please get your Ethereum. https://finance-corp.info/255b,You haven't visited AIRDROP for more than 369 days. Your account has accumulated free ETH. Please get your Ethereum. <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10293,"REVOLUT: We have failed to verify your identity, please visit <URL> to verify your identity. REF:DS74274D",imc25_english_smish_15230,Hermes: Your parcel is waiting for redelivery. A fee of £1.99 will be added as a charge. Please confirm the redelivery of your parcel,Hermes: Your parcel is waiting for redelivery. A fee of <AMOUNT> will be added as a charge. Please confirm the redelivery of your parcel,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10295,"HALIFAX: A payment was attempted from a NEW DEVICE on 28/10 at 21:41PM. If this was NOT you, please visit: <URL>",ncsu_sms_phishing_017907,You haven't visited AIRDROP for more than 325 days. Your account has accumulated free ETH. Please get your Ethereum +1.820 eth. https://finance-corp.info/255b,You haven't visited AIRDROP for more than 325 days. Your account has accumulated free ETH. Please get your Ethereum +1.820 eth. <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10296,Phonepe cashback has requested money from you on PhonePe. Rs.5000 will be debited from your account on approving the request - <URL>,imc25_english_smish_15232,Your delivery has been returned to your local PostOffice branch due to an unpaid parcel fee. To reschedule delivery please visit,Your delivery has been returned to your local PostOffice branch due to an unpaid parcel fee. To reschedule delivery please visit,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10298,Attention! Urgent message from HDFC Bank. Your A/C may be incurring added interest! Click here <URL>,ncsu_sms_phishing_017924,"Your verification code for BaitSalam.com is: 287711
Enter this code on the web to verify your phone number.
BaitSalam",Your verification code for <URL> is: 287711 Enter this code on the web to verify your phone number. BaitSalam,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10302,Dear PYTM customer your PYTM KYC has been <URL>TM office PH <US_BANK_NUMBER> <URL>r account will block within <URL>ank you PYTM team,imc25_english_smish_15248,"DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.","DPD: We attempted to deliver your package but failed, you can book redelivery via our website below.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10303,ALERT: An unrecognized sign in attempt to your PayPal was made from <LOCATION> on <DATE_TIME> at <DATE_TIME> if this was not you immediately visit <URL> to regain full access to your account.,ncsu_sms_phishing_017925,"Your verification code for BaitSalam.com is: 075422
Enter this code on the web to verify your phone number.
BaitSalam",Your verification code for <URL> is: 075422 Enter this code on the web to verify your phone number. BaitSalam,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10305,Dear Customer Your PYT'M documents has been <URL>ease contact customer care No. <PHONE>. Call immediately Your PYT'M will be blocked within <DATE_TIME>.,imc25_english_smish_15254,USPS: the scheduled delivery for the parcel 1z32601 has been changed. Please confirm here:,USPS: the scheduled delivery for the parcel 1z32601 has been changed. Please confirm here:,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10307,Dear Pyatm Customer your Pyatm KYC has been <URL>tm Office PH <PHONE> <URL>ll your account will block within <DATE_TIME>. Thank you Pyatm team,ncsu_sms_phishing_018436,"Looks like your repayment method bendigomobile-account.com/ is either out of date or no longer valid. To avoid unnecessary charges, please log into Finstro app now and update the prefer","Looks like your repayment method <URL> is either out of date or no longer valid. To avoid unnecessary charges, please log into Finstro app now and update the prefer",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10312,HALIFAX DATA: Hello **** Invalid client data reported. You must update your details at <URL>ine/account to prevent account suspension.,imc25_english_smish_15255,"Return Update: Sorry, the seller is unable to fulfill the replacement return request for your SAMSUNG Galaxy Watch4 ... as the product is out of stock. Refund will be issued for the item and you will receive an update shortly.","Return Update: Sorry, the seller is unable to fulfill the replacement return request for your SAMSUNG Galaxy Watch4 ... as the product is out of stock. Refund will be issued for the item and you will receive an update shortly.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10315,"GOOD DAY, Kindly help inform CHINENYENWA BLESSING IGWEZE with PHONE NO; <PHONE> to pay back the loan he borrowed from SOKOLOAN, has failure to make the payment promptly will lead to SERIOUS EMBARRASSMENT and LEGAL ACTIONS, Thanks SOKOLOAN",ncsu_sms_phishing_018437,"Looks like your repayment method is either out of date or no longer valid. follow here bendigomobile-account.com/ To avoid unnecessary charges, please log and update the preferred repay","Looks like your repayment method is either out of date or no longer valid. follow here <URL> To avoid unnecessary charges, please log and update the preferred repay",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10316,Payu Payments Pvt Ltd has requested money from you on <NAMED_ENTITY>. <NAMED_ENTITY> will be debited from your account on approving the request - <URL>,imc25_english_smish_15260,You have (1) Pending Package! Ref: DHL-6461W Last chance to pick it up >,You have (1) Pending Package! Ref: DHL-6461W Last chance to pick it up >,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10317,"HSBC: Your request to pay, MR A <NAMED_ENTITY>, on <DATE_TIME> was successful. Was this you? review this securely: <URL>",ncsu_sms_phishing_018790,Your Apple ID Code is: 866516. Don't share it with [email protected]pple.com #866516 %apple.com,Your Apple ID Code is: 866516. Don't share it with [email protected]<URL> #866516 %<URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10318,Dear Customer Your Paytm Kyc Has Been Expire Please Contact Customer Care No-<PHONE> Immediately Your Paytm Account Will Be Blocked Within <DATE_TIME>.,imc25_english_smish_15279,"Package Tracking: Hi, your parcel with tracing number 2QI is waiting for you to confirm the shipment address:","Package Tracking: Hi, your parcel with tracing number 2QI is waiting for you to confirm the shipment address:",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10322,"9610XXXX11, received payment of Rs <PHONE> by PAYTM. Txn ID 9908XX25X. Download now and <NAMED_ENTITY> to Receive your amount. TnC <URL>",ncsu_sms_phishing_021451,"The address you provided does not match our records, and we are unable to arrange delivery. Please update your address information. https://aus-post.xyz/","The address you provided does not match our records, and we are unable to arrange delivery. Please update your address information. <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10323,Your PAYTM A/C K.Y.C Has Been Expired Call immediately For Verification A/c will be Blocked Within 24hr PAYTM OFFICE PH <DATE_TIME>,imc25_english_smish_15281,"Hello, your FEDEX package with tracking code DZ-8342-FY34 is waiting for your to set delivery preferences.","Hello, your FEDEX package with tracking code DZ-8342-FY34 is waiting for your to set delivery preferences.",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10325,PAYTM Dear paytm customer your KYC has been suspended. To Verified Paytm KYC call <UK_NHS> immediately. Your account will be blocked within <DATE_TIME>.,ncsu_sms_phishing_022609,"Message ID: 4094
Acct Num: 219
Press link to confirm receipt
【 www.usdtktrc.com 】",Message ID: 4094 Acct Num: 219 Press link to confirm receipt 【 <URL> 】,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10331,"Dear Customer Your ""P""YTM KYC (Document) Has Expire <DATE_TIME>. Your Service Will Block Within <DATE_TIME> Call Us <PHONE> Immediately .Thank You",imc25_english_smish_15283,Royal Mail: Your parcel (Tracking ID: <US_SSN>) is currently being held at one of our depots due to an unpaid shipping fee of £2.10. Please use the link below to confirm the settlement or your parcel may be returned to the sender.,Royal Mail: Your parcel (Tracking ID: <US_SSN>) is currently being held at one of our depots due to an unpaid shipping fee of <AMOUNT>. Please use the link below to confirm the settlement or your parcel may be returned to the sender.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10332,"Your FIRSTmobile SERVICE,Account and AT'Mcard has been CLOSED DUE TO Changes in ADDRESS and AGE.Dial <PHONE> to <URL>RST'<URL>",ncsu_sms_phishing_022738,"Notice: Due to an unknow reason, the parcel is hold at post office. Please uodate your information at: https://au-pot.top/","Notice: Due to an unknow reason, the parcel is hold at post office. Please uodate your information at: <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10336,Dear kotak Mahindra Bank customer your account has been freeze & hold please contact customer care no: <PHONE> immediately Your account blocks 24hrs If you don't wish to receive SMS from this senderID click on the link <URL>,imc25_english_smish_15287,"Our servers are currently overloaded due to backlogs of ""Packages"". You are currently in a queue, if you see this message please kindly keep refreshing our page in order to pay delivery fees!","Our servers are currently overloaded due to backlogs of ""Packages"". You are currently in a queue, if you see this message please kindly keep refreshing our page in order to pay delivery fees!",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10341,Dear Customer Your PHONPE documen'ts has been Expire-d please contact customer care. <PHONE>. imme-diately Your PHONPE will be blo-cked within <DATE_TIME>.,ncsu_sms_phishing_023055,"Your receipt address is abnormal, and the package cannot be delivered. https://lihi3.cc/cMiO5","Your receipt address is abnormal, and the package cannot be delivered. <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10342,"HSBC: A new payee has been added via your online banking on 28/10 at 15:05PM. If this was not you, please visit: <URL>ine/HSBC/",imc25_english_smish_15292,Got the same text saying £2.99 royal mail delivery fee unpaid texted back and told them to fuck off.,Got the same text saying <AMOUNT> royal mail delivery fee unpaid texted back and told them to fuck off.,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10344,Dear Customer Ur PayTM KYC Has been expired <URL>ease call Customer care no <PHONE> immediately. Ur PayTM Account blocked within <URL>ank YOU,ncsu_sms_phishing_024233,"R2 A new payee has been added on 11/04, if this was NOT you please visit: securenabonline.com","R2 A new payee has been added on 11/04, if this was NOT you please visit: <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10345,PayPal:We need your help resolving an issue with your account. Please log in <DATE_TIME> to confirm your identity and restore service.,imc25_english_smish_15306,Your parcel has been redirected to your local post office branch due to an unpaid delivery fee. visit here: <LOCATION>,Your parcel has been redirected to your local post office branch due to an unpaid delivery fee. visit here: <LOCATION>,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10346,"<LOCATION> New payee, MR P <NAMED_ENTITY> has been successfully added to your account via online banking. You can now send and receive payments to and from MR P BOYD instantly. If this sounds unfamiliar to you please visit the link below otherwise ignore this message.",ncsu_sms_phishing_024244,Posta romana: We cannot deliver the package due to invalid address. Please change your address for timely delivery. check: https://pfiff.link/romanaPST,Posta romana: We cannot deliver the package due to invalid address. Please change your address for timely delivery. check: <URL>,SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10356,Dear Customer Your Pay'TM (Document Has Expire Today).Your Service Will Block Within <DATE_TIME> Call Us <PHONE> Immediately Thank you Dear Customer Your Pay'TM (Document Has Expire Today).Your Service Will Block Within <DATE_TIME> Call Us <PHONE> Immediately Thank you,imc25_english_smish_15311,Due to no safe place to leave it the package no <US_BANK_NUMBER> was returned to the warehouse!,Due to no safe place to leave it the package no <US_BANK_NUMBER> was returned to the warehouse!,Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10357,Paypal:We detected unusual activity on your account we've limited your account for security <URL>meone else tried to log in to your account from a different IP to unlock your account see <URL> & update your account,ncsu_sms_phishing_024250,"[Binance] According to local regulations, please update web3.0 before April 11, otherwise the account will be frozen. bineanc.net","[Binance] According to local regulations, please update web3.0 before April 11, otherwise the account will be frozen. <URL>",SMS Phishing Dataset,wspr-ncsu/sms-phishing,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
gathered_imc25_english_smish_10362,Click <URL> to update your Standard Bank Profile on the <DATE_TIME> server to avoid De-activation by IT Department,imc25_english_smish_15316,"DPD: We tried to deliver your parcel however no one was available to receive it. To arrange your redelivery, please proceed via:","DPD: We tried to deliver your parcel however no one was available to receive it. To arrange your redelivery, please proceed via:",Smishing-Dataset-IMC25,reportsmishing/Smishing-Dataset-IMC25,replacement_pool,accepted,replaced_with_raw_available_candidate,Redacted-only gathered row replaced by raw-available smishing candidate from 91k pool.
