template_id,service_category,institution_type,template_text,variable_slots,derived_from_unified_ids,example_original_message,template_status,template_quality_score,notes
service_ham_template_00090,otp_verification,Metrobank,"Going to Japan? Power up your concert experience with your <BRAND> credit card. EARN <AMOUNT> CASHBACK with <BRAND>'s Cashback Pass when you spend at least <AMOUNT> in Japan. Valid for card-present transactions made in Japan with currency code of JPY from <DATE_TIME> to 20, <OTP> only. Register now! Download the <BRAND> App, click ""Promos"" before logging in, and search for ""<AMOUNT> CASHBACK on your Japan Spends"" to know more. Quick Tip! When travelling abroad or shopping overseas online stores, always choose to pay in non-PHP currency to enjoy better conversion rates and avoid extra fees. T&Cs apply. DTI250926S26. CCPD26-05/7.","[""AMOUNT"", ""BRAND"", ""DATE_TIME""]",manual_ham_final_000097,"Going to Japan? Power up your concert experience with your Metrobank credit card. EARN P500 CASHBACK with Metrobank's Cashback Pass when you spend at least P50,000 in Japan. Valid for card-present transactions made in Japan with currency code of JPY from April 16 to 20, 2026 only. Register now! Download the Metrobank App, click ""Promos"" before logging in, and search for ""PHP 500 CASHBACK on your Japan Spends"" to know more. Quick Tip! When travelling abroad or shopping overseas online stores, always choose to pay in non-PHP currency to enjoy better conversion rates and avoid extra fees. T&Cs apply. DTI250926S26. CCPD26-05/7.",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00091,otp_verification,Metrobank,"Your referrals can earn you rewards! Get <AMOUNT> eGC for every successful referral when friends apply & get approved for their first <BRAND> credit card using your code ACO135. Promo runs until <DATE_TIME>, <OTP>. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041","[""AMOUNT"", ""BRAND"", ""DATE_TIME""]",manual_ham_final_000099,"Your referrals can earn you rewards! Get P5,000 eGC for every successful referral when friends apply & get approved for their first Metrobank credit card using your code ACO135. Promo runs until Jun 30, 2026. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00092,otp_verification,Metrobank,"oat, Apr ti at 11-09 AM Your referrals can earn you rewards! Get <AMOUNT> eGC for every successful referral when friends apply & get approved for their first <BRAND> credit card using your code ACO135. Promo runs until <DATE_TIME>, <OTP>. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041","[""AMOUNT"", ""BRAND"", ""DATE_TIME""]",manual_ham_final_000100,"oat, Apr ti at 11-09 AM Your referrals can earn you rewards! Get P5,000 eGC for every successful referral when friends apply & get approved for their first Metrobank credit card using your code ACO135. Promo runs until Jun 30, 2026. Visit our website for the application link & for T&Cs. DT1245534S2025 CCPD26-041",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00093,otp_verification,Microsoft,Use verification code <OTP> for <BRAND> authentication.,"[""BRAND""]",manual_ham_final_000132;manual_ham_final_000133;manual_ham_final_000134;manual_ham_final_000201;manual_ham_final_000202;manual_ham_final_000203;manual_ham_final_000204;manual_ham_final_000205;manual_ham_final_000206;manual_ham_final_000207;manual_ham_final_000208;manual_ham_final_000209;manual_ham_final_000210;manual_ham_final_000211;manual_ham_final_000212;manual_ham_final_000213;manual_ham_final_000214;manual_ham_final_000215;manual_ham_final_000216;manual_ham_final_000217;manual_ham_final_000219;manual_ham_final_000220;manual_ham_final_000221;manual_ham_final_000222;manual_ham_final_000224;manual_ham_final_000225;manual_ham_final_000227;manual_ham_final_000228;manual_ham_final_000229;manual_ham_final_000230;manual_ham_final_000231;manual_ham_final_000232;manual_ham_final_000234;manual_ham_final_000235;manual_ham_final_000237;manual_ham_final_000238;manual_ham_final_000240;manual_ham_final_000241;manual_ham_final_000242;manual_ham_final_000243;manual_ham_final_000245;manual_ham_final_000246;manual_ham_final_000247;manual_ham_final_000248;manual_ham_final_000249;manual_ham_final_000250;manual_ham_final_000251;manual_ham_final_000252;manual_ham_final_000253;manual_ham_final_000254;manual_ham_final_000255;manual_ham_final_000256;manual_ham_final_000257;manual_ham_final_000258;manual_ham_final_000259;manual_ham_final_000261;manual_ham_final_000262;manual_ham_final_000263;manual_ham_final_000264;manual_ham_final_000265;manual_ham_final_000267;manual_ham_final_000268;manual_ham_final_000269,Use verification code 367518 for Microsoft authentication.,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00094,otp_verification,Microsoft,Use verification code <OTP> for <BRAND> authentication. Use verification code <OTP> for <BRAND> authentication.,"[""BRAND""]",manual_ham_final_000200;manual_ham_final_000218;manual_ham_final_000223;manual_ham_final_000226;manual_ham_final_000233;manual_ham_final_000236;manual_ham_final_000239;manual_ham_final_000244;manual_ham_final_000260;manual_ham_final_000266,Use verification code 889469 for Microsoft authentication. Use verification code 247616 for Microsoft authentication.,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00095,otp_verification,Microsoft,Use verification code <OTP> for <BRAND> authentication. Use verification code <OTP> for <BRAND> authentication. Use verification code <OTP> for <BRAND> authentication.,"[""BRAND""]",manual_ham_final_000270,Use verification code 531530 for Microsoft authentication. Use verification code 915596 for Microsoft authentication. Use verification code 367178 for Microsoft authentication.,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00096,otp_verification,TikTok,#][<BRAND>] <OTP> is your verification code DaewVIZQ+ns,"[""BRAND"", ""OTP""]",manual_ham_final_000197,#][TikTok] 262314 is your verification code DaewVIZQ+ns,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00097,otp_verification,Unknown,Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/<OTP>. T&Cs apply DTI245534S2025 CCPD26-041,[],manual_ham_final_000116,Ready to earn? Get P5k SM Gift Pass when friends apply for a credit card using your code ACO135 until 03/31/2026. T&Cs apply DTI245534S2025 CCPD26-041,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00098,otp_verification,Unknown,Your Authy verification code is: <OTP>,[],manual_ham_final_000164;manual_ham_final_000165,Your Authy verification code is: 976151,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00099,otp_verification,Unknown,Your Claude verification code is: <OTP>,[],manual_ham_final_000194;manual_ham_final_000195,Your Claude verification code is: 342073,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00100,otp_verification,Unknown,Your Claude verification code is: <OTP> Your Claude verification code is: <OTP> Your Claude verification code is: <OTP> Your Claude verification code is: <OTP> a Unread KK,[],manual_ham_final_000193,Your Claude verification code is: 213806 Your Claude verification code is: 213806 Your Claude verification code is: 754611 Your Claude verification code is: 213806 a Unread KK,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00101,otp_verification,Unknown,Your Discord security code is: <OTP> tzD9jJY28Wrn,[],manual_ham_final_000191;manual_ham_final_000192,Your Discord security code is: 559242 tzD9jJY28Wrn,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00102,otp_verification,Unknown,Your Indeed verification code is: <OTP>,[],manual_ham_final_000196,Your Indeed verification code is: 858364,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00103,otp_verification,Unknown,Your Now Serving OTP Code is <OTP>,[],manual_ham_final_000033,Your Now Serving OTP Code is 473542,approved_template_candidate,0.7,medium quality; clear category but few variable slots. Derived from approved manual ham.
service_ham_template_00104,payment_confirmation,Unknown,"Make every full tank count - for you and your friends! Refer them to apply for the new Toyota Platinum Mastercard and enjoy 3% rebate on ALL fuel brands, discounts on Toyota services and more. Use your code ACO135 & earn <AMOUNT> eGCs per successful referral. Promo runs until <DATE_TIME>, 2026. Visit our website for more information. DTI245534S2025 CCPD26-041","[""AMOUNT"", ""DATE_TIME""]",manual_ham_final_000108,"Make every full tank count - for you and your friends! Refer them to apply for the new Toyota Platinum Mastercard and enjoy 3% rebate on ALL fuel brands, discounts on Toyota services and more. Use your code ACO135 & earn P5,000 eGCs per successful referral. Promo runs until Mar 31, 2026. Visit our website for more information. DTI245534S2025 CCPD26-041",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00105,promo_legitimate,Unknown,<AMOUNT>. Discount auto-applied,"[""AMOUNT""]",manual_ham_final_000075,"P5,000. Discount auto-applied",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00106,promo_legitimate,Unknown,"Bakit next time pa, eh mas mabilis na ngayon mag-book sa GrabCar?! Alam namin nagtitipid ka, kaya book with GrabCar Saver for 15% cheaper rides & use code NEXTTIMENALANG to enjoy 25% OFF your ride! Min fare <AMOUNT>, max discount <AMOUNT>.","[""AMOUNT""]",manual_ham_final_000141,"Bakit next time pa, eh mas mabilis na ngayon mag-book sa GrabCar?! Alam namin nagtitipid ka, kaya book with GrabCar Saver for 15% cheaper rides & use code NEXTTIMENALANG to enjoy 25% OFF your ride! Min fare P200, max discount P100.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00107,promo_legitimate,Unknown,"Bawal na i-dahilan si Bantay, kasi may bantay naman talaga siya! Mag-book na ng GrabCar Saver for 15% cheaper fares + <DATE_TIME>% OFF ka pa when you use code WALANGBANTAYSIBANTAY. Max discount of <AMOUNT>, min fare of <AMOUNT>.","[""AMOUNT"", ""DATE_TIME""]",manual_ham_final_000137,"Bawal na i-dahilan si Bantay, kasi may bantay naman talaga siya! Mag-book na ng GrabCar Saver for 15% cheaper fares + may 25% OFF ka pa when you use code WALANGBANTAYSIBANTAY. Max discount of P100, min fare of P200.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00108,promo_legitimate,Unknown,"Don't miss your 20% OFF Birthday Treat! Shop at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X. The Travel Club & more. Treat yourself with premium products from Birkenstock, Hellolulu, Hydro Flask, Montbell, Native, Delsey, Keen & more. Hurry, this promo runs until Sept. 30, 2025. T&Cs apply.",[],manual_ham_final_000175,"Don't miss your 20% OFF Birthday Treat! Shop at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X. The Travel Club & more. Treat yourself with premium products from Birkenstock, Hellolulu, Hydro Flask, Montbell, Native, Delsey, Keen & more. Hurry, this promo runs until Sept. 30, 2025. T&Cs apply.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00109,promo_legitimate,Unknown,"Hey <NAME>! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply.",[],manual_ham_final_000174,"Hey September Star! Celebrate your birthday month with 20% OFF at PRIMER stores like Bratpack, GRIND, ResToeRun, R.O.X., The Travel Club & more! Treat yourself to top picks from Birkenstock, Montbell, Hellolulu, Hydro Flask, Keen, Delsey & more. This promo ends Sept. 30, 2025. T&Cs apply.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00110,promo_legitimate,Unknown,"Hindi mo na kailangan bumawi, mas mabilis na kasi mag-book with GrabCar! Mas pinatipid pa ang ride when you book GrabCar Saver for up to 15% cheaper rides with code BAWIAKO to get additional 25% OFF. Min fare <AMOUNT>, max discount <AMOUNT>.","[""AMOUNT""]",manual_ham_final_000142,"Hindi mo na kailangan bumawi, mas mabilis na kasi mag-book with GrabCar! Mas pinatipid pa ang ride when you book GrabCar Saver for up to 15% cheaper rides with code BAWIAKO to get additional 25% OFF. Min fare P200, max discount P100.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00111,promo_legitimate,Unknown,"Lagi nang may budget para mag-book dahil rides are up to 15% cheaper na with GrabCar Saver! PLUS, <DATE_TIME>% OFF ka pa when you use code TIGHTBUDGETKO. Mas mabilis nang mag book, nakatipid ka pa! Min. fare <AMOUNT>, max discount <AMOUNT>.","[""AMOUNT"", ""DATE_TIME""]",manual_ham_final_000139,"Lagi nang may budget para mag-book dahil rides are up to 15% cheaper na with GrabCar Saver! PLUS, may 25% OFF ka pa when you use code TIGHTBUDGETKO. Mas mabilis nang mag book, nakatipid ka pa! Min. fare P200, max discount P100.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00112,promo_legitimate,Unknown,"Psst! 'Wag ka nang tamarin, <DATE_TIME> lang ‘to! Mag-GrabCar Saver na for 15% cheaper fares. Ayaw mo pa rin bumangon? Eto extra 25% OFF your ride with code TINATAMADAKO! Max discount of <AMOUNT>, min fare of <AMOUNT>.","[""AMOUNT"", ""DATE_TIME""]",manual_ham_final_000136,"Psst! 'Wag ka nang tamarin, TODAY lang ‘to! Mag-GrabCar Saver na for 15% cheaper fares. Ayaw mo pa rin bumangon? Eto extra 25% OFF your ride with code TINATAMADAKO! Max discount of P100, min fare of P200.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00113,promo_legitimate,Unknown,"Ready for Holy Week, JOCELYN ANNE? For every <AMOUNT> spent, earn 5X points on overseas purchases & 3X points on local online shopping with your RCBC Visa Infinite. Redeem your points for airmiles, shopping & dining vouchers, and more!","[""AMOUNT""]",manual_ham_final_000094,"Ready for Holy Week, JOCELYN ANNE? For every P30 spent, earn 5X points on overseas purchases & 3X points on local online shopping with your RCBC Visa Infinite. Redeem your points for airmiles, shopping & dining vouchers, and more!",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00114,promo_legitimate,Unknown,"SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs <DATE_TIME>, 2025 only! DT1I211890","[""DATE_TIME""]",manual_ham_final_000167,"SUMMER DEAL ALERT! Get 20% OFF on Herschel, JanSport, Gregory, Hellolulu, Timbuk2 & Hedgren bags at Bratpack! Hurry, promo runs Feb 24-28, 2025 only! DT1I211890",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00115,promo_legitimate,Unknown,"Sayang naman ang 25% OFF GrabCar kung mag-papass ka! Huwag mo na palampasin ito! Book GrabCar Saver + use code PASSMUNAME. Nagmamadali? Mas mabilis na mag-book ngayon with GrabCar! Min. fare <AMOUNT>, max discount <AMOUNT>.","[""AMOUNT""]",manual_ham_final_000140,"Sayang naman ang 25% OFF GrabCar kung mag-papass ka! Huwag mo na palampasin ito! Book GrabCar Saver + use code PASSMUNAME. Nagmamadali? Mas mabilis na mag-book ngayon with GrabCar! Min. fare P200, max discount P100.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00116,promo_legitimate,Unknown,"Strict ba talaga parents mo? Baka kasi ‘di ka nag-GrabCar Saver para makatipid up to 15% on fares! PLUS use code STRICTPARENTSKO for extra 25% OFF your ride. Max discount of <AMOUNT>, min fare of <AMOUNT>.","[""AMOUNT""]",manual_ham_final_000138,"Strict ba talaga parents mo? Baka kasi ‘di ka nag-GrabCar Saver para makatipid up to 15% on fares! PLUS use code STRICTPARENTSKO for extra 25% OFF your ride. Max discount of P100, min fare of P200.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00117,promo_legitimate,Unknown,"Wednesday <DATE_TIME> Still dreaming of the F1 grid? Your RCBC Visa Infinite is your ticket! Every <AMOUNT> spend earns you an entry to win Monza Barcade watch party passes to Austria or Madrid. If you haven't registered, visit rcbccredit and search: FIVIVS. Promo runs until 08/31/26. DTI251184S 26.","[""AMOUNT"", ""DATE_TIME""]",manual_ham_final_000050,"Wednesday 5:44PM Still dreaming of the F1 grid? Your RCBC Visa Infinite is your ticket! Every P1,000 spend earns you an entry to win Monza Barcade watch party passes to Austria or Madrid. If you haven't registered, visit rcbccredit and search: FIVIVS. Promo runs until 08/31/26. DTI251184S 26.",approved_template_candidate,0.78,medium quality; legitimate service-like template. Derived from approved manual ham.
service_ham_template_00118,telecom,Globe,"Thank you for registering your SIM! You can now enjoy your FREE UNLI 5G 50. Enjoy UNLIMITED 5G data and 2GB for all sites. To check the status of your freebie, just text DATA BAL to 8080. Please be reminded that submission of false information is punishable by law. For more information, visit the SIM Registration FAQs on <BRAND>'s official website.","[""BRAND""]",manual_ham_final_000014,"Thank you for registering your SIM! You can now enjoy your FREE UNLI 5G 50. Enjoy UNLIMITED 5G data and 2GB for all sites. To check the status of your freebie, just text DATA BAL to 8080. Please be reminded that submission of false information is punishable by law. For more information, visit the SIM Registration FAQs on Globe's official website.",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00119,telecom,Globe,Welcome to <BRAND>! Make sure your eSIM is registered and compliant with the law to enjoy our services:,"[""BRAND""]",manual_ham_final_000006,Welcome to Globe! Make sure your eSIM is registered and compliant with the law to enjoy our services:,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00120,telecom,Globe,You can also register at the official <BRAND> SIM Registration website. REF#:FGWSNC1,"[""BRAND""]",manual_ham_final_000013,You can also register at the official Globe SIM Registration website. REF#:FGWSNC1,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00121,telecom,Grab,"<DATE_TIME> at <BRAND>a <AMOUNT> voucher now! Explore the app - load, save, invest, send money, pay bills, shop & more. Hurry before it expires!","[""AMOUNT"", ""BRAND"", ""DATE_TIME""]",manual_ham_final_000038,"21 Jan 2024 at 1:55PM Grab a P20 voucher now! Explore the app - load, save, invest, send money, pay bills, shop & more. Hurry before it expires!",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00122,telecom,Smart,1/2 <DATE_TIME>:01: <AMOUNT> loaded to <PHONE> from XXXXXXXXO0245 for 1 year. Ref:BCO6G541J6. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL> Cc Tap to load preview,"[""AMOUNT"", ""BRAND"", ""DATE_TIME""]",manual_ham_final_000275,1/2 24-Mar 17:01: P300 loaded to 09397250664 from XXXXXXXXO0245 for 1 year. Ref:BCO6G541J6. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp Cc Tap to load preview,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00123,telecom,Smart,1/2 <DATE_TIME>:02: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BIS9W8FBFD. Get MORE with PROMO LOAD in the <BRAND> App!,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000281,1/2 03-Sep 16:02: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BIS9W8FBFD. Get MORE with PROMO LOAD in the Smart App!,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00124,telecom,Smart,1/2 <DATE_TIME>:04: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BC63E9IT6R. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy <AMOUNT> and get a total of <AMOUNT> Load valid for 30 days. Get NOW at <URL>,"[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000274,1/2 06-Mar 14:04: P300 loaded to 09397250664 from XXXXXXXX7017 for 1 year. Ref:BC63E9IT6R. Get MORE with PROMO LOAD in the Smart App! 2/2 Get MORE Load for less with the all NEW PROMO LOAD! Buy P300 and get a total of P333 Load valid for 30 days. Get NOW at smrt.ph/SmartApp,approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00125,telecom,Smart,"1/2 <DATE_TIME>:05: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:;CHRIVEZPOR. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000299,"1/2 27-Aug 18:05: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:;CHRIVEZPOR. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00126,telecom,Smart,"1/2 <DATE_TIME>:05: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CF610F4VRP. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000296,"1/2 06-Jun 20:05: P200 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:CF610F4VRP. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00127,telecom,Smart,"1/2 <DATE_TIME>:09: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:BLDO8KWBEO. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000283,"1/2 13-Dec 17:09: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:BLDO8KWBEO. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00128,telecom,Smart,"1/2 <DATE_TIME>:12: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref: DB80C7IMSS. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000307,"1/2 08-Feb 01:12: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref: DB80C7IMSS. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00129,telecom,Smart,"1/2 <DATE_TIME>:12: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CAFOBL4266. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL> C Tap to load preview","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000285,"1/2 15-Jan 01:12: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CAFOBL4266. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp C Tap to load preview",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00130,telecom,Smart,"1/2 <DATE_TIME>:14: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000309,"1/2 04-Mar 00:14: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:DC4OE6TEAW. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.oh/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00131,telecom,Smart,"1/2 <DATE_TIME>:19: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CB56DJX3TO. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000286,"1/2 05-Feb 13:19: P300 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CB56DJX3TO. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00132,telecom,Smart,"1/2 <DATE_TIME>:20: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:CD57IWVG2D. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000293,"1/2 05-Apr 19:20: P200 loaded to 09397250664 from XXXXXXXX1336 for 1 year. Ref:CD57IWVG2D. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
service_ham_template_00133,telecom,Smart,"1/2 <DATE_TIME>:21: <AMOUNT> loaded to <PHONE> from <REF_NUM> for 1 year. Ref:;CKP85ZJPV8. Get MORE with PROMO LOAD in the <BRAND> App! 2/2 Stay always connected! Manage your subscriptions and check out the <BRAND> App for Bigger & Longer Data, No Expiry offers and MORE! <URL>","[""AMOUNT"", ""BRAND"", ""DATE_TIME"", ""REF_NUM""]",manual_ham_final_000303,"1/2 25-Nov 17:21: P300 loaded to 09397250664 from XXXXXXXX7438 for 1 year. Ref:;CKP85ZJPV8. Get MORE with PROMO LOAD in the Smart App! 2/2 Stay always connected! Manage your subscriptions and check out the Smart App for Bigger & Longer Data, No Expiry offers and MORE! smrt.ph/SmartApp",approved_template_candidate,0.92,high quality; clear service-like template. Derived from approved manual ham.
